PokerStars Tournament #3908026671, No Limit Hold'em
Buy-In: $20.00/$2.00 USD
2933 players
Total Prize Pool: $29330.00 USD 
Tournament started 2025/07/16 14:30:00 BRT [2025/07/16 13:30:00 ET]

  1: $kullcosta (Brazil), still playing
  2: 0121D (United Kingdom), still playing
  3: 01Duarte (Brazil), still playing
  4: 10jqkaflus (Brazil), still playing
  5: 1xoNe (Belarus), still playing
  6: 2damnstr8 (Denmark), still playing
  7: 30/13-138 (Ukraine), still playing
  8: 6AMBL3R (Belgium), still playing
  9: 77blackviper (Germany), still playing
  10: Aborigen420 (Mexico), still playing
  11: Acrt456 (Brazil), still playing
  12: AdamMcKola (United Kingdom), still playing
  13: Adamka9405 (Hungary), still playing
  14: AleksChalyy (Ukraine), still playing
  15: AlmightyA (Ukraine), still playing
  16: Anamaria214 (Ireland), still playing
  17: ArenaCapua [2] (United Kingdom), still playing
  18: Arli888 [2] (Kazakhstan), still playing
  19: Arthurdsgeo (Brazil), still playing
  20: AshModai90 (Estonia), still playing
  21: BadgerC71 (Switzerland), still playing
  22: Bianco13Verde (Greece), still playing
  23: Biguethi339 (Brazil), still playing
  24: Bombero_HH (Germany), still playing
  25: BossNow.S [2] (Belarus), still playing
  26: Br@mmer (Denmark), still playing
  27: BrashFighter (Belarus), still playing
  28: Bremer919 (Brazil), still playing
  29: Brenowwm. [3] (Brazil), still playing
  30: C0C0PoK$r (Argentina), still playing
  31: Caristhon.fé (Brazil), still playing
  32: Chanaldo9 (Ireland), still playing
  33: CheeDDou (Brazil), still playing
  34: Chiesaraise (Brazil), still playing
  35: Curtis1956 (Ukraine), still playing
  36: DAGUEME (Brazil), still playing
  37: DOUG782 (Brazil), still playing
  38: Dangerous_M00d (Germany), still playing
  39: DarkSkies21 [2] (Brazil), still playing
  40: Diokkrau [2] (Brazil), still playing
  41: Dorian_k2 (Moldova), still playing
  42: Dr.Freak14 [2] (Slovenia), still playing
  43: DrBruninho (Brazil), still playing
  44: Drohobych777 (Ukraine), still playing
  45: EKT_Denis (Belarus), still playing
  46: Elreydelcasino (Argentina), still playing
  47: Emilohlsson (Sweden), still playing
  48: EugeneShev [2] (Ukraine), still playing
  49: Everton S704 (Brazil), still playing
  50: Evoryan (United Kingdom), still playing
  51: FISCAAL (Brazil), still playing
  52: FZMC (Brazil), still playing
  53: FaraChef [2] (Romania), still playing
  54: FatGodPoker (Brazil), still playing
  55: Fen11x (Ukraine), still playing
  56: Forsberg888 (Switzerland), still playing
  57: Franco2992 (Argentina), still playing
  58: FulllFlush (Belgium), still playing
  59: G Powers 7 [3] (Brazil), still playing
  60: GabeAndrey (Brazil), still playing
