PokerStars Tournament #3908028245, No Limit Hold'em
Buy-In: $14.70/$1.80 USD
1236 players
Total Prize Pool: $10730.00 USD 
Tournament started 2025/07/15 14:30:00 BRT [2025/07/15 13:30:00 ET]

  1: $kiLLme1sTeR (Belarus), still playing
  2: *HeRzWinKy* (Austria), still playing
  3: 00gap00 (Brazil), still playing
  4: 0IQCa11er (Mexico), still playing
  5: 0PTI-MEN (Brazil), still playing
  6: 10jqkaflus (Brazil), still playing
  7: 130k (Ukraine), still playing
  8: 1upgod (Denmark), still playing
  9: 21tinman21 [2] (Canada), still playing
  10: 24DJ24 [2] (Switzerland), still playing
  11: 4QuietSTorm4 (Canada), still playing
  12: 4yev4 (Belarus), still playing
  13: 5girl837 [3] (Canada), still playing
  14: 69_sinwithme (Ukraine), still playing
  15: 77TheMayor77 [2] (Brazil), still playing
  16: 9m41k (Belarus), still playing
  17: A.Cruz8 [2] (Ireland), still playing
  18: A.Galenchik [2] (Ukraine), still playing
  19: AAceLion [2] (Brazil), still playing
  20: AAriccioKK (Brazil), still playing
  21: AJordenA (Belgium), still playing
  22: ALEX_kingpk (Brazil), still playing
  23: ALTUSDOMUS (Brazil), still playing
  24: ARTRAISER (Brazil), still playing
  25: A_em05 (Switzerland), still playing
  26: AamiUa (Ukraine), still playing
  27: Abarashow (Brazil), still playing
  28: AceShark2511 (United Kingdom), still playing
  29: Acrt456 (Brazil), still playing
  30: AdamTomo2014 (United Kingdom), still playing
  31: Adso139 (Argentina), still playing
  32: Afro Inn (Switzerland), still playing
  33: Agarraesta (Argentina), still playing
  34: AidXtr (Ukraine), still playing
  35: Akkemies (Finland), still playing
  36: AleksChalyy (Ukraine), still playing
  37: Alekseygrodno (Belarus), still playing
  38: AlexClaude (Canada), still playing
  39: AlexandroPro98 (Ukraine), still playing
  40: AllEyesOnMe69 (United Kingdom), still playing
  41: Amenadiel29 (Austria), still playing
  42: Anamaria214 [2] (Ireland), still playing
  43: Ananchik01 (Kazakhstan), still playing
  44: AndersonLimapb (Brazil), still playing
