PokerStars Tournament #3912518608, No Limit Hold'em
Buy-In: $24.55/$2.45 USD
1238 players
Total Prize Pool: $15227.40 USD 
Tournament started 2025/07/28 11:30:00 BRT [2025/07/28 10:30:00 ET]

  1: #c_jr15 (Brazil), still playing
  2: $anturro [2] (Argentina), still playing
  3: $tr@teg@$1 (Ireland), still playing
  4: 00AceToFace (Slovakia), still playing
  5: 0liveiraJ (Brazil), still playing
  6: 10lionel95 (Germany), still playing
  7: 1fi9lip9 (Slovakia), still playing
  8: 235795r (Brazil), still playing
  9: 2TooManyTimes (Austria), still playing
  10: 2la-SkyLine (Kazakhstan), still playing
  11: 2smuckit (Canada), still playing
  12: 30/13-138 (Ukraine), still playing
  13: 3dzik (Lithuania), still playing
  14: 420)ZUMA (Brazil), still playing
  15: 4Vader (Germany), still playing
  16: 76198 [2] (Slovakia), still playing
  17: 77blackviper (Germany), still playing
  18: 7mbtom (Kazakhstan), still playing
  19: 99esat99 (Finland), still playing
  20: 9m41k (Belarus), still playing
  21: A.Cruz8 (Ireland), still playing
  22: ALTUSDOMUS (Brazil), still playing
  23: Abogato666 (Mexico), still playing
  24: Aither888 (Germany), still playing
  25: Alaverda (El Salvador), still playing
  26: AlexClaude [2] (Canada), still playing
  27: AlexSanchezaz (Ukraine), still playing
  28: AllSaidAndDone (Malta), still playing
  29: Allightman (Brazil), still playing
  30: AlmightyA (Ukraine), still playing
  31: Amauri410 [2] (Brazil), still playing
  32: AmazingPlay9 (Brazil), still playing
  33: AndaPanda90 (Denmark), still playing
  34: AndnetoPoker (Brazil), still playing
  35: Andreas.P305 (Romania), still playing
  36: Andrew Szabo (Romania), still playing
  37: AnonAnomaly (Ireland), still playing
  38: Apple27285 (Ukraine), still playing
  39: AquiNãoNeném (Brazil), still playing
  40: Arcanjo9917 (Brazil), still playing
  41: Arno_1909 (Germany), still playing
  42: Arthur Peruzzo (Brazil), still playing
  43: ArtiniShivilsky (Brazil), still playing
  44: BIGDES104 (United Kingdom), still playing
  45: BOCA950 [2] (Brazil), still playing
  46: Balodens (Finland), still playing
  47: BambamDoBet (Brazil), still playing
  48: Baron77787 (Germany), still playing
  49: Beach2201 (Ireland), still playing
  50: BigTunna99 (United Kingdom), still playing
  51: Biguethi339 [2] (Brazil), still playing
  52: Bitencourth00 (Brazil), still playing
  53: BjörnD (Sweden), still playing
  54: Blisto_AA (Switzerland), still playing
  55: Blufon050572 (Switzerland), still playing
  56: BrunoStrek (Brazil), still playing
  57: Budoa2 (Austria), still playing
  58: Buldoser5 (Germany), still playing
  59: Bump&Flex (United Kingdom), still playing
  60: BundesEvgeny (Armenia), still playing
  61: Byzesoze (United Kingdom), still playing
  62: C0mpetition (Ukraine), still playing
  63: CHcI_Ku [2] (Austria), still playing
  64: Called_It212 (United Kingdom), still playing
  65: CanadianCaribou (Canada), still playing
  66: CaptainGiga (Brazil), still playing
  67: Carboneraa (Brazil), still playing
  68: Carmanhani (Brazil), still playing
  69: Chancew (Mexico), still playing
  70: ChaqueñoLoto (Argentina), still playing
  71: ChipWreck111 [3] (Canada), still playing
  72: ChiterMX (Belarus), still playing
  73: Chizhik-d (Kazakhstan), still playing
  74: ChoiesYoies [2] (Denmark), still playing
  75: ChristianBR4 (Brazil), still playing
  76: Chuurk (Brazil), still playing
  77: Cosmico40 (Germany), still playing
  78: Cris chucky [2] (Brazil), still playing
  79: Curioso24 (Brazil), still playing
  80: D0NB0SS (Germany), still playing
  81: D1sable (Lithuania), still playing
  82: DFD1909 (Brazil), still playing
  83: DSNeher (Brazil), still playing
  84: Dachdeck01 [2] (Germany), still playing
  85: DallastraJM [2] (Brazil), still playing
  86: Damodar dhakal (Nepal), still playing
  87: Dangerr44 (Bulgaria), still playing
  88: Davidedê [2] (Brazil), still playing
  89: Ddaybride (Canada), still playing
  90: DeathBrain09 (Germany), still playing
  91: DenGamleDame (Denmark), still playing
  92: DiMastodon (Brazil), still playing
  93: Diego-hi (Brazil), still playing
  94: DionataPZZ [2] (Brazil), still playing
  95: DoctorPoker44 (Malta), still playing
  96: ENJOINT7 (Malta), still playing
  97: Eddie_nr_1 [2] (Sweden), still playing
  98: Egidijuss (United Kingdom), still playing
  99: Egroe (Romania), still playing
  100: Eiji88 (Brazil), still playing
  101: ElconeJQ (New Zealand), still playing
  102: Eliovan (Brazil), still playing
  103: Elrudd22 (United Kingdom), still playing
  104: EricBolis (Brazil), still playing
  105: Everton S704 (Brazil), still playing
  106: F1bonach1 [2] (Belarus), still playing
  107: FABINHO_BA (Brazil), still playing
  108: FLON_TBF (Canada), still playing
  109: FL_RAP (Ukraine), still playing
  110: Fadeya (Switzerland), still playing
  111: Falcaogol (Brazil), still playing
  112: Fatiha777 (Switzerland), still playing
  113: Favorner (Ukraine), still playing
  114: Felipe688 [2] (Brazil), still playing
  115: FelipeCobra [2] (Brazil), still playing
  116: FellipeD (Brazil), still playing
  117: FlipMaster08 (Brazil), still playing
  118: Flmatta88 (Brazil), still playing
  119: Flopstradumus (Switzerland), still playing
  120: Focuswow777 [2] (Ukraine), still playing
  121: Foldaajo [2] (Finland), still playing
  122: Frankinshtain55 (Kazakhstan), still playing
  123: Franseb11 (Lithuania), still playing
  124: FrenchNwMéta (Belgium), still playing
  125: GOT3As (Honduras), still playing
  126: GSPoker90 (Brazil), still playing
  127: GTavares013 (Brazil), still playing
  128: GZingano (Brazil), still playing
  129: GaNDalF-2509 [2] (Brazil), still playing
  130: GabrielSMR (Brazil), still playing
  131: Gambler4444 (Austria), still playing
  132: Garena188 [2] (Ukraine), still playing
  133: GhRibeiro (Brazil), still playing
  134: Gilberto.gyn (Brazil), still playing
  135: GiovaniMB (Brazil), still playing
  136: Gjico55 (Switzerland), still playing
  137: GoianoVix (Brazil), still playing
  138: GokudeAegis (Brazil), still playing
  139: GoldEmHolk [2] (Denmark), still playing
  140: Goldi9202 (Ireland), still playing
  141: GondAAr (Brazil), still playing
  142: Gran-Dad2010 (Canada), still playing
  143: Grasquet (Costa Rica), still playing
  144: Grof65 (Slovenia), still playing
  145: Guiga_Eller [2] (Brazil), still playing
  146: Guizãoo_ [3] (Brazil), still playing
  147: Gustshot (Brazil), still playing
  148: Gutenburg1 [2] (United Kingdom), still playing
  149: Gutlaufen [2] (Malta), still playing
  150: H5N140 (Austria), still playing
  151: Ha$hsta (Brazil), still playing
  152: Halabi Poker (Chile), still playing
  153: HappyOKA [2] (Belarus), still playing
  154: Harissawar [3] (Switzerland), still playing
  155: Henrytoni (Germany), still playing
  156: Honey Dick (Brazil), still playing
  157: Horizontdto [2] (Switzerland), still playing
  158: Hugalo13 (Brazil), still playing
  159: Ic€Rink (Thailand), still playing
  160: IgorLira (Brazil), still playing
  161: IgorMV85 (Ukraine), still playing
  162: ImNotYoBro (Germany), still playing
  163: InLoving (Ukraine), still playing
  164: InfectionTom [2] (Germany), still playing
  165: Inker II (Ukraine), still playing
  166: Ip3roI (Ukraine), still playing
  167: IrenejAlive (Slovenia), still playing
  168: IvanMasterX (Venezuela), still playing
  169: Izinmsr (Brazil), still playing
  170: J9.com (Brazil), still playing
  171: JUCA_PIRAMA1 (Brazil), still playing
  172: JUKAshw (Brazil), still playing
  173: JUSTlNO [2] (Brazil), still playing
  174: JeCanoff (Brazil), still playing
  175: Joao22900 (Brazil), still playing
  176: Joes38 [2] (Brazil), still playing
  177: JonasBelon [2] (Brazil), still playing
  178: Juchem1006 (Brazil), still playing
