PokerStars Tournament #3912519499, No Limit Hold'em
Buy-In: $9.80/$1.20 USD
695 players
Total Prize Pool: $3336.00 USD 
Tournament started 2025/07/28 14:15:00 BRT [2025/07/28 13:15:00 ET]

  1: 0xkofre [2] (Brazil), still playing
  2: 100marathon (United Kingdom), still playing
  3: 100piedade18 (Brazil), still playing
  4: 101funt186 (Ukraine), still playing
  5: 10lionel95 (Germany), still playing
  6: 17tomcat (Switzerland), still playing
  7: 19swarley91 (Germany), still playing
  8: 1MERCIER1 (Ukraine), still playing
  9: 2232012 (Vietnam), still playing
  10: 30/13-138 (Ukraine), still playing
  11: 3x3.q.tor.84 (Germany), still playing
  12: 44GamblingNight (Switzerland), still playing
  13: 72offfz (Brazil), still playing
  14: A-MoneyBag69 (Germany), still playing
  15: AcesBrewery (Argentina), still playing
  16: Afro Inn (Switzerland), still playing
  17: Aldo18042002 (Mexico), still playing
  18: Aleble285 (Austria), still playing
  19: AlexBlatt16 [2] (Germany), still playing
  20: AnLed (Ireland), still playing
  21: AndersonLimapb (Brazil), still playing
  22: Apple27285 (Ukraine), still playing
  23: Archieebald (Slovakia), still playing
  24: Arunas_Idas (Latvia), still playing
  25: BINGO010281 (Germany), still playing
  26: BNTP44 (Germany), still playing
  27: BOCA950 [2] (Brazil), still playing
  28: Balodens (Finland), still playing
  29: Banane1000 (Germany), still playing
  30: Bantamania (United Kingdom), still playing
  31: Baten18 (Sweden), still playing
  32: BazookaGude (Brazil), still playing
  33: BenderBG (Bulgaria), still playing
  34: BielEmydio (Brazil), still playing
  35: Biel_KingKK (Brazil), still playing
  36: BigBucksBroon (United Kingdom), still playing
  37: Blufon050572 [2] (Switzerland), still playing
  38: BmxALLin (Brazil), still playing
  39: BoredLucan (United Kingdom), still playing
  40: Bozo Bozal (Brazil), still playing
  41: BucKKst_r (Switzerland), still playing
  42: Bught (Ukraine), still playing
  43: Caio_Bras_SP (Brazil), still playing
  44: Caladrii (Belgium), still playing
  45: Callmetowarr (Brazil), still playing
  46: Cande712 (Argentina), still playing
  47: Chuurk (Brazil), still playing
  48: Coomoo98 [2] (Guernsey), still playing
  49: CuanCasey05 (Ireland), still playing
  50: DELC4 (Brazil), still playing
  51: DIR02 (Romania), still playing
  52: DeddysHome (Brazil), still playing
  53: Dioere (Philippines), still playing
  54: DurominGV (Chile), still playing
  55: ElTigr0 (Belgium), still playing
  56: Elwood G (Canada), still playing
  57: Escobardo27 (Switzerland), still playing
  58: EsmagaGringo (Brazil), still playing
  59: F Moraes 7 (Brazil), still playing
  60: FRAIZER 89 (United Kingdom), still playing
  61: FStoerBitt (Brazil), still playing
