PokerStars Tournament #3909706280, No Limit Hold'em
Buy-In: $9.80/$1.20 USD
1762 players
Total Prize Pool: $8457.60 USD 
Tournament started 2025/07/17 12:30:00 BRT [2025/07/17 11:30:00 ET]

  1: #c_jr15 (Brazil), still playing
  2: $chianlink$ (Canada), still playing
  3: $tr@teg@$1 [3] (Ireland), still playing
  4: $ylt@n12 (Ukraine), still playing
  5: 007jogabem (Brazil), still playing
  6: 00_Blackout [2] (Brazil), still playing
  7: 0PTI-MEN [2] (Brazil), still playing
  8: 0mishaa0 (Belgium), still playing
  9: 19swarley91 (Germany), still playing
  10: 1sT.NexTee (Belarus), still playing
  11: 21max06 (Austria), still playing
  12: 220o [3] (South Korea), still playing
  13: 29ruthless [2] (United Kingdom), still playing
  14: 2cbxtc (United Kingdom), still playing
  15: 2outsnp (Canada), still playing
  16: 3Dos (Belgium), still playing
  17: 44eexx (Ukraine), still playing
  18: 4THEGLORY4 (Romania), still playing
  19: 5girl837 [3] (Canada), still playing
  20: 5wob [2] (United Kingdom), still playing
  21: 663Daur [3] (Kazakhstan), still playing
  22: 69_sinwithme (Ukraine), still playing
  23: 77Big-Tobo77 (Germany), still playing
  24: 79Knudi79 [2] (Germany), still playing
  25: @P0L0N (Ukraine), still playing
  26: A.Martinns (Brazil), still playing
  27: A1waysW1n (Ukraine), still playing
  28: ABDOUL575 [2] (Malta), still playing
  29: ABlackAngelA [2] (Vietnam), still playing
  30: ALLANBICKJPL (Brazil), still playing
  31: ANachi20 (Argentina), still playing
  32: ARTRAISER (Brazil), still playing
  33: AamiUa (Ukraine), still playing
  34: Abarashow (Brazil), still playing
  35: Absurdus212 (Azerbaijan), still playing
  36: Adil Mussin (Kazakhstan), still playing
  37: Agarraesta [2] (Argentina), still playing
  38: Agron14 (Austria), still playing
  39: Alex Murakam (Brazil), still playing
  40: AlexLiLka (Slovakia), still playing
  41: AllanvigCRF [2] (Brazil), still playing
  42: Allightman (Brazil), still playing
  43: Alvinegro22 (Brazil), still playing
  44: Amiralsanji (Sweden), still playing
  45: Anamaria214 [2] (Ireland), still playing
  46: Anonymous2411 [2] (Bulgaria), still playing
  47: Antonio199211 [2] (Kyrgyzstan), still playing
  48: Anunciado83 (Brazil), still playing
  49: Apiolu (Argentina), still playing
  50: Arustokrat (Ukraine), still playing
  51: Arwands (Belarus), still playing
  52: Astrochino (Brazil), still playing
  53: Awesomec1int (United Kingdom), still playing
  54: B Golubchuk (Ukraine), still playing
  55: BINGO010281 (Germany), still playing
  56: Bendix9999 (Denmark), still playing
  57: Benvenuti 98 (Brazil), still playing
  58: Bertit25 (Switzerland), still playing
  59: Bgusso [2] (Brazil), still playing
  60: Bigman790 [2] (United Kingdom), still playing
  61: Billy Dean34 (Ukraine), still playing
  62: Bjoern342 [2] (Germany), still playing
  63: Bogatyrev777 (Lithuania), still playing
  64: Br@mmer (Denmark), still playing
  65: BrAK1989 (Brazil), still playing
  66: Breckmann95 [3] (Faroe Islands), still playing
  67: Brejk (Sweden), still playing
  68: Britmanoo7 (United Kingdom), still playing
  69: C05MIN2 (United Kingdom), still playing
  70: C0mpetition (Ukraine), still playing
  71: CMESSAA (Brazil), still playing
  72: CNair95 (Brazil), still playing
  73: COB_NTGUILTY (Ukraine), still playing
  74: CaioFerraz AK (Brazil), still playing
  75: Caiodrogba11 (Brazil), still playing
  76: CameleonBE (Belgium), still playing
  77: Capitao1987 [2] (Brazil), still playing
  78: Capitán joda (Argentina), still playing
  79: Caristhon.fé (Brazil), still playing
  80: CasualPla426 [2] (Lithuania), still playing
  81: CerulCuStele (Romania), still playing
  82: Charlie-Joe8 [2] (United Kingdom), still playing
  83: Chencinski (Brazil), still playing
  84: Cordeiro212 (Brazil), still playing
  85: D. Achilles (Brazil), still playing
  86: D1360Pereira (Brazil), still playing
  87: D1sable [2] (Lithuania), still playing
  88: DAIGIRO [2] (Venezuela), still playing
  89: DANEE P666 [2] (Romania), still playing
  90: DEAD LOCK 69 (United Kingdom), still playing
  91: DIGOPONTES04 (Brazil), still playing
  92: DSNeher (Brazil), still playing
  93: DStoyanov94 (Bulgaria), still playing
  94: Da5ch [3] (Canada), still playing
  95: Da777One [2] (United Kingdom), still playing
  96: DaanI1420 [3] (Argentina), still playing
  97: DallastraJM (Brazil), still playing
  98: Danilo611 [2] (Uruguay), still playing
  99: DarkSkies21 (Brazil), still playing
  100: Darren P Oswald (Switzerland), still playing
  101: DeLLiNhoIB (Greece), still playing
  102: DeddysHome [2] (Brazil), still playing
  103: DelijaVL (Slovenia), still playing
  104: Devastat0rr (Ukraine), still playing
  105: Dimon_Miner (Ukraine), still playing
  106: DoLLce_VitAA (Ukraine), still playing
  107: Domekanec (Ukraine), still playing
  108: DonDon72 (Germany), still playing
  109: Dr. Wet Fart (United Kingdom), still playing
  110: Dr.Colle (Brazil), still playing
  111: DrOxyAl [2] (Sweden), still playing
  112: Drawmind (Brazil), still playing
  113: DrugsBunny66 (Germany), still playing
  114: DuendeRasta (Argentina), still playing
  115: DuuShimizu (Brazil), still playing
  116: EasyPots (Denmark), still playing
  117: Efimov.tp (Belarus), still playing
  118: Ellina88 (Greece), still playing
  119: EmptyHouse82 (Brazil), still playing
  120: Emseglade (Denmark), still playing
  121: Engastamento (Brazil), still playing
  122: Enzito Viana [2] (Brazil), still playing
  123: EriVini3 (Brazil), still playing
  124: Ernie195970 (Ireland), still playing
  125: Eska1978 [2] (Kazakhstan), still playing
  126: EugeneShev (Ukraine), still playing
  127: FALLIN4521 (United Kingdom), still playing
  128: FERttAx01 (Switzerland), still playing
  129: FFtonny (Brazil), still playing
  130: Fael Dopoker (Brazil), still playing
  131: FasteR3333 (Ukraine), still playing
  132: Fave1 (Ukraine), still playing
  133: Fe_errou (Brazil), still playing
  134: Fedezun (Argentina), still playing
  135: FelipeCobra (Brazil), still playing
  136: Fernandin2 (Brazil), still playing
  137: Figaro Club (United Kingdom), still playing
