PokerStars Tournament #3910306093, No Limit Hold'em
Buy-In: $9.80/$1.20 USD
3362 players
Total Prize Pool: $16473.80 USD 
Tournament started 2025/07/25 13:30:00 BRT [2025/07/25 12:30:00 ET]

  1: $west$tas$ (Greece), still playing
  2: 13albertg (United Kingdom), still playing
  3: 1Lemou (Ukraine), still playing
  4: 1MERCIER1 (Ukraine), still playing
  5: 1wighty [2] (Canada), still playing
  6: 4Raijin (Ukraine), still playing
  7: 4THEGLORY4 (Romania), still playing
  8: 77 Maia (Brazil), still playing
  9: 7amadeus7 (Slovenia), still playing
  10: A.Martinns [3] (Brazil), still playing
  11: ABKSever (Ukraine), still playing
  12: AamiUa (Ukraine), still playing
  13: Adelinjok602 (United Kingdom), still playing
  14: AggroSloth90 [2] (Belarus), still playing
  15: AlSaHim97 (Brazil), still playing
  16: AleksiV7 (Finland), still playing
  17: Alex.N584 (Germany), still playing
  18: AlexanderVEichh (Switzerland), still playing
  19: AllSaidAndDone (Malta), still playing
  20: Amauri410 (Brazil), still playing
  21: Arli888 (Kazakhstan), still playing
  22: BCarneiro 86 (Brazil), still playing
  23: BJ-27 (Germany), still playing
  24: Bertit25 (Switzerland), still playing
  25: Bicycle1000 (Belarus), still playing
  26: Bielefelder8 [3] (Germany), still playing
  27: Bulli990 (Germany), still playing
  28: Bullterrieri (Finland), still playing
  29: Burninglion202 (Switzerland), still playing
  30: Bust_Ur_Nu1s [2] (Sweden), still playing
  31: Butcherofblavi [3] (Sweden), still playing
  32: CDarius444 (Romania), still playing
  33: CHC1999 [3] (Denmark), still playing
  34: Cande712 (Argentina), still playing
  35: Cardanus (Ukraine), still playing
  36: Ceereyx (Germany), still playing
  37: Chalkitup48 (Canada), still playing
  38: Chicou69 (Canada), still playing
  39: Chirubilo (Brazil), still playing
  40: Chuurk (Brazil), still playing
  41: Clandestin07 (Brazil), still playing
  42: Cochico11 [2] (Brazil), still playing
  43: CollapseDW (Ukraine), still playing
  44: Da5ch [3] (Canada), still playing
  45: DaireC (Ireland), still playing
  46: Daniel Panka [2] (Finland), still playing
  47: Danyboy19671 (Canada), still playing
  48: DelijaVL (Slovenia), still playing
  49: Deuces2353 [2] (Romania), still playing
  50: Dorian_k2 [2] (Moldova), still playing
  51: DouglasVieiradC (Brazil), still playing
  52: DuardoJR (Brazil), still playing
  53: Dududibre (Brazil), still playing
  54: EICameIeonFR [2] (Hungary), still playing
  55: Efimov.tp (Belarus), still playing
  56: Eliovan (Brazil), still playing
  57: Engiiner (Brazil), still playing
  58: Enigma5557 (Mexico), still playing
  59: Exc1usivePS (Kazakhstan), still playing
  60: Falcot86 [2] (Germany), still playing
  61: Fischkop993 (Germany), still playing
  62: Flowkid1 (Germany), still playing
  63: Focus 0990 (Moldova), still playing
  64: FomovA (Moldova), still playing
  65: FoxGr4 (Greece), still playing
  66: Francuzigor (Belarus), still playing
  67: FreemanSanUA (Ukraine), still playing
  68: Frennygabi (Hungary), still playing
  69: Fyrstefyr (Denmark), still playing
  70: Gabrielst298 (Brazil), still playing
  71: GeleiaTrsk (Brazil), still playing
  72: Gr@fzah£ [2] (Germany), still playing
  73: Gran-Dad2010 (Canada), still playing
  74: GuaranaDolly (Brazil), still playing
  75: HFLHFL95 (Brazil), still playing
  76: Had_S2_Sena (Brazil), still playing
  77: Halk306 (Ukraine), still playing
  78: Harbingerr1 (Ukraine), still playing
  79: Heryshaf [2] (Ukraine), still playing
  80: Hozyainvadim (Kazakhstan), still playing
  81: IhaveNoClue1 (Germany), still playing
  82: Imarius (Romania), still playing
  83: Iustinul (Romania), still playing
  84: Jbarroso10 (Brazil), still playing
  85: JollyDonkey (Belarus), still playing
  86: KACTPA (Bulgaria), still playing
  87: KIN19122009 (Greece), still playing
  88: KaL1pS0 (Ukraine), still playing
  89: Katataumnb [2] (Brazil), still playing
  90: Kawior1983 (Ireland), still playing
  91: Kekgespielt (Switzerland), still playing
  92: KingSouto (Brazil), still playing
  93: Kingpin95W00 (Switzerland), still playing
  94: KoleB22056 (Bulgaria), still playing
  95: KonkeyDong13 (Germany), still playing
  96: Kratos_bri (Brazil), still playing
  97: LADIR1989 [3] (Switzerland), still playing
  98: Lebwa_Ua (Ukraine), still playing
  99: Lenka1704 (Ukraine), still playing
  100: Leon0840 [2] (Brazil), still playing
  101: Lev_Patrik (Ukraine), still playing
  102: Liane1960 (Germany), still playing
  103: Lightning.Power (Philippines), still playing
  104: Lkhano (Germany), still playing
  105: Luciano FSF (Brazil), still playing
  106: LunisLeano [2] (Germany), still playing
  107: MacMon€y$ack (Germany), still playing
  108: Marcos Epa (Brazil), still playing
  109: Matanzima (Brazil), still playing
  110: Maya3813 (Canada), still playing
  111: Mazooo (Ukraine), still playing
  112: McLovin1308 (Austria), still playing
  113: Mike McMuck (Finland), still playing
  114: Mogui98 (Brazil), still playing
  115: MonsterLuffy (Greece), still playing
  116: Mr. WildBR (Brazil), still playing
  117: MrTysonAA (Sweden), still playing
  118: NebucadNeZZa420 (Germany), still playing
