PokerStars Tournament #3910306089, No Limit Hold'em
Buy-In: $24.55/$2.45 USD
1125 players
Total Prize Pool: $13837.50 USD 
Tournament started 2025/07/25 11:30:00 BRT [2025/07/25 10:30:00 ET]

  1: "QEEN247" [2] (Germany), still playing
  2: -gmt-Sky (Ukraine), still playing
  3: 00gap00 (Brazil), still playing
  4: 0nelast (Ukraine), still playing
  5: 0ver.thinking (Brazil), still playing
  6: 101funt186 (Ukraine), still playing
  7: 1MERCIER1 (Ukraine), still playing
  8: 289mike5696 (Canada), still playing
  9: 2High4µ [2] (Germany), still playing
  10: 2smuckit (Canada), still playing
  11: 30/13-138 (Ukraine), still playing
  12: 55annsand [3] (Sweden), still playing
  13: 5girl837 [2] (Canada), still playing
  14: 76198 (Slovakia), still playing
  15: 9m41k (Belarus), still playing
  16: @Maikki@ (Finland), still playing
  17: A.Cruz8 (Ireland), still playing
  18: A.Martinns [3] (Brazil), still playing
  19: A1waysW1n (Ukraine), still playing
  20: ALTUSDOMUS (Brazil), still playing
  21: ASauch (Belarus), still playing
  22: ASautin123 (Belarus), still playing
  23: AboldtA (Denmark), still playing
  24: AchillesBG (Bulgaria), still playing
  25: Agarraesta (Argentina), still playing
  26: Aither888 [2] (Germany), still playing
  27: Akhtabut (Malta), still playing
  28: AlbiDE (Germany), still playing
  29: AlekFB4 (Denmark), still playing
  30: AlexGC1989 (Romania), still playing
  31: Alisspurred [2] (United Kingdom), still playing
  32: Allightman (Brazil), still playing
  33: AlmightyA (Ukraine), still playing
  34: AmazingPlay9 (Brazil), still playing
  35: Andreasskov10 (Denmark), still playing
  36: Andrey_2177 (Ukraine), still playing
  37: Andrii2002 (Ukraine), still playing
  38: Anhelo10 (Greece), still playing
  39: AnyTwoCanDo (Switzerland), still playing
  40: Apiolu (Argentina), still playing
  41: Arthur Peruzzo [2] (Brazil), still playing
  42: BLNDIK [2] (Belarus), still playing
  43: BNTP44 [3] (Germany), still playing
  44: BaXer4iK (Ukraine), still playing
  45: Babaduke [2] (Isle Of Man), still playing
  46: BambamDoBet (Brazil), still playing
  47: Baumannnn (Brazil), still playing
  48: Bebeninho (Denmark), still playing
  49: Beell507 (Argentina), still playing
  50: Benitoj19 (Argentina), still playing
  51: Beskow92 (Brazil), still playing
  52: Bielefelder8 [2] (Germany), still playing
  53: Bigprad (Switzerland), still playing
  54: Bitencourth00 (Brazil), still playing
  55: BlacknAmber (United Kingdom), still playing
  56: BlindDog777 (United Kingdom), still playing
  57: BoGo_Bra1n (Bulgaria), still playing
  58: BobJow93 (Brazil), still playing
  59: Bolek0815 (Germany), still playing
  60: BossNow.S (Belarus), still playing
  61: Brat_Tremzina (Belarus), still playing
  62: Breaking Donks [2] (United Kingdom), still playing
  63: Bruno "FrZy" (Brazil), still playing
  64: BrunoStrek (Brazil), still playing
  65: Bught (Ukraine), still playing
  66: Bump&Flex (United Kingdom), still playing
  67: C0mpetition (Ukraine), still playing
  68: COB_NTGUILTY (Ukraine), still playing
  69: Caeltoss (Sweden), still playing
  70: Called_It212 (United Kingdom), still playing
  71: Capirov (Brazil), still playing
  72: CarbGremlin (Canada), still playing
  73: Cardanus (Ukraine), still playing
  74: CardinalWFC (United Kingdom), still playing
  75: Caruso360 (Switzerland), still playing
  76: Cashine94 (Germany), still playing
  77: Catacatal356 (United Kingdom), still playing
  78: Cebola948 [2] (Brazil), still playing
  79: Cebolaa490 (Brazil), still playing
  80: Chicou69 (Canada), still playing
  81: Chillington (Finland), still playing
  82: Chuurk (Brazil), still playing
  83: Cristian_MCD (Romania), still playing
  84: D1sable (Lithuania), still playing
  85: Da5ch (Canada), still playing
  86: DaKing7490 [2] (Germany), still playing
  87: Daniel.mii (Kazakhstan), still playing
  88: Davidedê [2] (Brazil), still playing
  89: DeddysHome (Brazil), still playing
  90: DemonkUK (United Kingdom), still playing
  91: DennisTav (Belgium), still playing
  92: Devrim_1979@M [2] (Switzerland), still playing
  93: Dieferson09 (Brazil), still playing
  94: DoctorPoker44 (Malta), still playing
  95: DrPingu [2] (Belgium), still playing
  96: DuckJuice778 (Kazakhstan), still playing
  97: Dumbulus22 (Germany), still playing
  98: Dyadyarizo (Ukraine), still playing
  99: Dzibiy (Ukraine), still playing
  100: EarletheGr8 [2] (Canada), still playing
  101: Eddie_nr_1 [2] (Sweden), still playing
  102: Edo1398 (Armenia), still playing
  103: ElDaxor [3] (Switzerland), still playing
  104: Eliovan (Brazil), still playing
  105: Emokarnickel (Germany), still playing
  106: EzBirdie [2] (Denmark), still playing
  107: FEXX1 (Brazil), still playing
  108: FLON_TBF (Canada), still playing
  109: Felinos (Sweden), still playing
  110: FirsThanYou (Brazil), still playing
  111: Flowkid1 (Germany), still playing
  112: Focuswow777 [3] (Ukraine), still playing
  113: ForthewinPS (Brazil), still playing
  114: Francuzigor (Belarus), still playing
  115: Franklinfb (Brazil), still playing
  116: Fuuuuuuull (Brazil), still playing
  117: FvalifDonar (Latvia), still playing
  118: GSPoker90 (Brazil), still playing
  119: GStylaPrincess (Germany), still playing
  120: GTavares013 (Brazil), still playing
  121: GaNDalF-2509 (Brazil), still playing
  122: Gagomelo (Brazil), still playing
  123: Garena188 (Ukraine), still playing
  124: Gate13 1983 (Greece), still playing
  125: GermanKyiv (Ukraine), still playing
  126: GoianoVix (Brazil), still playing
  127: GoldEmHolk [2] (Denmark), still playing
  128: GrimVoker (Thailand), still playing
  129: GudPud (United Kingdom), still playing
  130: GuiCP (Brazil), still playing
  131: GuiTuoBei (Brazil), still playing
  132: Gunterclem (United Kingdom), still playing
  133: HFLHFL95 [2] (Brazil), still playing
  134: HUBN (Germany), still playing
  135: Hejsa99 [2] (Denmark), still playing
  136: I am MoonPie (Canada), still playing
  137: I cant stomp (Ukraine), still playing
  138: IamTABASCO (Ukraine), still playing
  139: InFavoreM (Ukraine), still playing
  140: InfectionTom (Germany), still playing
  141: Irexes (United Kingdom), still playing
  142: IronHydride (United Kingdom), still playing
  143: Iustinul (Romania), still playing
  144: Ivan(Lampard (Ukraine), still playing
  145: Ivanmnfilho [2] (Brazil), still playing
