PokerStars Tournament #3910305981, No Limit Hold'em
Buy-In: $9.80/$1.20 USD
1671 players
Total Prize Pool: $16375.80 USD 
Tournament started 2025/07/23 16:02:00 BRT [2025/07/23 15:02:00 ET]

  1: $T4CKINCHIP$ [2] (United Kingdom), still playing
  2: *S*SEVA*S* (Belarus), still playing
  3: 05del (United Kingdom), still playing
  4: 0ver.thinking (Brazil), still playing
  5: 10jsut (Sweden), still playing
  6: 17wimbo [2] (Belgium), still playing
  7: 18bremen99 (Germany), still playing
  8: 3lagoda (Germany), still playing
  9: 77-NEXUS-77 (Belgium), still playing
  10: 88PokerProf88 [2] (Switzerland), still playing
  11: 88xball88 (Denmark), still playing
  12: 98steff (Germany), still playing
  13: AAdiniz (Brazil), still playing
  14: AArKKas13 (Brazil), still playing
  15: ABugFixer (Austria), still playing
  16: ACMF27 (Ireland), still playing
  17: AKarl42 (Belgium), still playing
  18: AamiUa (Ukraine), still playing
  19: Abarashow (Brazil), still playing
  20: AbulFadl (Estonia), still playing
  21: Adam_pockets [3] (Ireland), still playing
  22: AguCabrera7 [2] (Argentina), still playing
  23: Alan Melo [2] (Brazil), still playing
  24: Alexander8680 [2] (Brazil), still playing
  25: AllanEM (Guatemala), still playing
  26: AllanvigCRF (Brazil), still playing
  27: Alvaro.027 [2] (Brazil), still playing
  28: Andssu10 (Brazil), still playing
  29: AntJakson (Estonia), still playing
  30: Anton nezdavs (Ukraine), still playing
  31: Anubis20052022 (Denmark), still playing
  32: ArceHR [2] (Brazil), still playing
  33: ArtiniShivilsky (Brazil), still playing
  34: Astrochino (Brazil), still playing
  35: B.Paulino (Brazil), still playing
  36: BB1963240 (Germany), still playing
  37: BOLIS_CTBA [2] (Brazil), still playing
  38: Ballcrusher1987 (Switzerland), still playing
  39: Bang435 (United Kingdom), still playing
  40: Bantamania [2] (United Kingdom), still playing
  41: Barberouss54 (Switzerland), still playing
  42: Bgusso (Brazil), still playing
  43: Biel_KingKK (Brazil), still playing
  44: Bigdaft (United Kingdom), still playing
  45: Binny2k (United Kingdom), still playing
  46: BoomTTBoom [2] (United Kingdom), still playing
  47: Br0ke24/7 (Germany), still playing
  48: Breaking Donks [3] (United Kingdom), still playing
  49: Brenii94 [2] (Brazil), still playing
  50: Brito_Ceara (Brazil), still playing
  51: BrunoStrek (Brazil), still playing
  52: Brunodellas (Brazil), still playing
  53: BryanCumming (Canada), still playing
  54: CJBastard10 (Canada), still playing
  55: Caio SCCP 83 (Brazil), still playing
  56: CaioXD28 (Brazil), still playing
  57: Callmetowarr (Brazil), still playing
  58: Cande712 (Argentina), still playing
  59: Capt.KaBLaMo [3] (Canada), still playing
  60: Captainmb87 (Germany), still playing
  61: Casimirovet (Brazil), still playing
  62: Casorensen (Denmark), still playing
  63: Chiesaraise (Brazil), still playing
  64: ChrisMac2000 [3] (Ireland), still playing
  65: Clandestin07 (Brazil), still playing
  66: Coast98 (Brazil), still playing
  67: Correiaaaa (Brazil), still playing
  68: Crappyboy1400 (Switzerland), still playing
  69: CryMeARiver369 (Brazil), still playing
  70: CuriousSmell (Canada), still playing
  71: CurlyWurlz (United Kingdom), still playing
  72: Cwien [2] (Estonia), still playing
  73: DBojack (Brazil), still playing
  74: DStoyanov94 (Bulgaria), still playing
  75: Dark Wiper (Lithuania), still playing
  76: DarkSkies21 (Brazil), still playing
  77: DarksideRuss (United Kingdom), still playing
  78: Davferca (Costa Rica), still playing
  79: Deal Me Best (Lithuania), still playing
  80: Degel 08 (Brazil), still playing
  81: Deichrapper (Germany), still playing
  82: Denco20 (Sweden), still playing
  83: Denilson1617 (Brazil), still playing
  84: Dimitrio333 [2] (Ukraine), still playing
  85: DiogoDoPlay4 (Brazil), still playing
  86: DonPepe_911 (Germany), still playing
  87: DonShark14 (United Kingdom), still playing
  88: Doyle E D (United Kingdom), still playing
  89: Dr. Wet Fart (United Kingdom), still playing
  90: Draga330 [3] (Luxembourg), still playing
  91: Dred_Rednose (Brazil), still playing
  92: Dyxle$$ (Ukraine), still playing
  93: EfexOficial [2] (Brazil), still playing
  94: EireMaverick (Ireland), still playing
  95: El_Ferrit0 (United Kingdom), still playing
  96: Elreydelcasino (Argentina), still playing
  97: Eltonio23 (United Kingdom), still playing
  98: Emanuel-R$BR (Brazil), still playing
  99: Enex96 (Germany), still playing
  100: Engastamento [2] (Brazil), still playing
  101: EugeneShev (Ukraine), still playing
  102: F.domingospoker (Brazil), still playing
  103: Fernandooluizz (Brazil), still playing
  104: Fis01 (Brazil), still playing
  105: Flavio32125 (Brazil), still playing
  106: FlavioDuraes (Brazil), still playing
  107: FoRm4T (Brazil), still playing
  108: FogiG (Hungary), still playing
  109: FollowTheBreath [2] (Costa Rica), still playing
  110: Franklinfb (Brazil), still playing
  111: GPT_MS (Argentina), still playing
  112: GR33N888 (Slovakia), still playing
  113: Gamotongayro [2] (Greece), still playing
  114: GdeMoyNosok (Ukraine), still playing
  115: GenteFina93 (Brazil), still playing
  116: GeovanniReal (Brazil), still playing
  117: Gerzah14 (Argentina), still playing
  118: Gianiaki (Brazil), still playing
  119: Gildario Rosa (Brazil), still playing
  120: Glarth [3] (Brazil), still playing
  121: Gomaflush (Brazil), still playing
  122: Gostweb (Belarus), still playing
  123: GranitStark [3] (Sweden), still playing
  124: Gregg_K23 (Canada), still playing
  125: GuaranaDolly (Brazil), still playing
  126: Guga970001 [2] (Luxembourg), still playing
  127: Guns_SM (Brazil), still playing
  128: GutShotGray (United Kingdom), still playing
  129: Hadajktosom (Slovakia), still playing
  130: Haddde (Sweden), still playing
  131: Hangoover9 (Sweden), still playing
  132: Harmweber7878 (Switzerland), still playing
  133: HeadKoach1987 [2] (Switzerland), still playing
  134: HeltonLobo (Brazil), still playing
  135: Hoff_Fish77 [2] (Brazil), still playing
  136: Horia223 (Romania), still playing
  137: Hshoiti (Brazil), still playing
  138: Hugalo13 [2] (Brazil), still playing
  139: Hulkyyyy [2] (Romania), still playing
  140: IMPERA 10 [2] (Brazil), still playing
  141: Ilusha94 (Belarus), still playing
  142: Imafatfuk (Bulgaria), still playing
  143: InfinityRT (Brazil), still playing
  144: Iustinul [2] (Romania), still playing
  145: J0nYb0y1993 (Bulgaria), still playing
  146: J18NSY05 (United Kingdom), still playing
  147: JEMCYL [2] (Canada), still playing
  148: JFULL94 (United Kingdom), still playing
  149: JKDD3 (Ireland), still playing
  150: JOshuaBings [2] (Austria), still playing
  151: JUCA_PIRAMA1 (Brazil), still playing
  152: Jafett Perez [2] (Mexico), still playing
  153: Jamjam7979 (Switzerland), still playing
  154: JanoCR3 (Brazil), still playing
  155: Jason5Bourne (Ukraine), still playing
  156: JefersonBonfim (Brazil), still playing
  157: JepsP (Brazil), still playing
  158: JeremyDest (Germany), still playing
  159: JingleBaller (Germany), still playing
  160: Jokerr1985 (Germany), still playing
  161: Jonnnyxd (Brazil), still playing
  162: Joris2210 (Belgium), still playing
  163: Jovigirl80 [2] (United Kingdom), still playing
  164: Jsinclair76 (Canada), still playing
  165: JuVeNicko_93 (Denmark), still playing
  166: JuanVi02 (Argentina), still playing
  167: JulioMour4 [2] (Brazil), still playing
  168: Jxnxs.100 (Switzerland), still playing
  169: KKIlanSiaKK [2] (Switzerland), still playing
  170: Kebndev [2] (Canada), still playing
  171: Keizii (Finland), still playing
  172: Kentucky6914 [3] (Belgium), still playing
  173: Kenyflax_069 [3] (Belgium), still playing
  174: Killinfields (Romania), still playing
  175: KleitonSilva (Brazil), still playing
  176: Kliens90 (Brazil), still playing
  177: Km1kz46 (Switzerland), still playing
  178: Kreisaa_ola (Latvia), still playing
  179: Krunfeld [2] (Brazil), still playing
  180: LFMC027 (Brazil), still playing
  181: LLEVENOMA (Argentina), still playing
  182: LLSel (United Kingdom), still playing
  183: LUCOSQUIRE (United Kingdom), still playing
  184: Leandrodmc10 (Brazil), still playing
  185: Leblanc1 [2] (Belgium), still playing
  186: LeoLSilva (Brazil), still playing
  187: LfcBamba1 (United Kingdom), still playing
  188: LfcTrev (Ireland), still playing
  189: Likhoradka (Kazakhstan), still playing
  190: Lolonamente (Brazil), still playing
  191: LuckzPS (Brazil), still playing
  192: Lucramos96 (Brazil), still playing
  193: LuisFelipeBR (Brazil), still playing
  194: M4rcki (Denmark), still playing
  195: MEDYSA38533 [2] (Greece), still playing
  196: MGstarr04 [3] (United Kingdom), still playing
  197: MTEUSAMPAIO (Brazil), still playing
  198: MWCHESS (Brazil), still playing
  199: Machidon7 (Romania), still playing
  200: Mahon 32 (Brazil), still playing
  201: Malufe123 (Brazil), still playing
  202: ManPower47 [2] (Finland), still playing
  203: MarioDutraJR (Brazil), still playing
  204: MarlonBT01 (Brazil), still playing
  205: MastaManson (Germany), still playing
  206: Mat.huszcz (Brazil), still playing
  207: Mateus D'Ane (Brazil), still playing
  208: MatheusD9999 [2] (Brazil), still playing
  209: MathiasPela (Uruguay), still playing
  210: MaximusLeonidas (Germany), still playing
  211: MayDey17008484 (Switzerland), still playing
  212: Maylowzin (Brazil), still playing
  213: MenFeelings (United Kingdom), still playing
  214: MeriMero (Belgium), still playing
  215: Mertz18 [3] (Denmark), still playing
  216: Micha280 [2] (Germany), still playing
  217: Minotaur6 (United Kingdom), still playing
  218: MoreGoodThanU (Luxembourg), still playing
  219: Moritz957 (Austria), still playing
  220: MosquitoGG [2] (Brazil), still playing
  221: Mr Fugu [2] (United Kingdom), still playing
  222: Mr. WildBR (Brazil), still playing
  223: Mr.Pedr0 (Brazil), still playing
  224: MrEclipse93 (Sweden), still playing
  225: MrJohn1923 (Romania), still playing
  226: MuQQueens (Canada), still playing
  227: Muido Harper (Brazil), still playing
  228: Mvpoker86 (Brazil), still playing
  229: MyHorseRoxes (Canada), still playing
  230: Myraleel [2] (Brazil), still playing
  231: N4nic0 (Brazil), still playing
  232: NCANeto (Brazil), still playing
  233: NIGHTYEE [2] (Germany), still playing
  234: NMONTIRONI [2] (Argentina), still playing
  235: NarSsm (Venezuela), still playing
  236: Nettan7845 (Sweden), still playing
  237: Neurosy (Brazil), still playing
  238: Nitroxic (Germany), still playing
  239: NorBaggio (Hungary), still playing
  240: Nuad1 (Brazil), still playing
  241: OKP11 [2] (Germany), still playing
  242: OMGItsaShark (Brazil), still playing
  243: OfnerMark20 [2] (Austria), still playing
  244: Oggy_Oggy_88 (United Kingdom), still playing
  245: OwnZ-Dota [2] (Brazil), still playing
  246: PAMPAGR (Argentina), still playing
  247: PBASTOSS (Brazil), still playing
  248: PHSCardoso (Brazil), still playing
  249: PIatzhirsch [2] (Austria), still playing
  250: PIskotEU (Austria), still playing
  251: PMoulin (Brazil), still playing
  252: POPOKER1970 (Brazil), still playing
  253: PROIVO8125 (United Kingdom), still playing
  254: Pachekowski (Brazil), still playing
  255: Paje1803 [2] (Brazil), still playing
  256: PanthroMan (Brazil), still playing
  257: PantsDownPat (United Kingdom), still playing
  258: Pasilaitis24 (Ireland), still playing
  259: Pasta980 (Ukraine), still playing
  260: Patrick Maya (Brazil), still playing
  261: Paul Godin [2] (Canada), still playing
  262: Paulo And07 (Brazil), still playing
  263: Pet_topgreen (Brazil), still playing
  264: PeterTozato (Brazil), still playing
  265: PetinelliBR (Brazil), still playing
  266: Picasso9494 (Germany), still playing
  267: Pink Power R (United Kingdom), still playing
  268: Pinte86 (Germany), still playing
  269: Pluckyno (Ireland), still playing
  270: Polsk2601 (Brazil), still playing
  271: Pottley1301 (United Kingdom), still playing
  272: PowerJam72 (United Kingdom), still playing
  273: Primopoker02 (Argentina), still playing
  274: Pszysienzny (Brazil), still playing
  275: PulseChain1 (United Kingdom), still playing
  276: Quazacout [2] (Brazil), still playing
  277: QueIssoJovem (Brazil), still playing
  278: R. Frìngs [2] (Germany), still playing
  279: RIFTDOMINATOR73 (Sweden), still playing
  280: R_Detros (Brazil), still playing
  281: RamiRami1990 (Brazil), still playing
  282: RaphinhaA (Brazil), still playing
  283: ReacTzZPS (Austria), still playing
  284: RealRastar (Mexico), still playing
  285: Rebitado (Brazil), still playing
  286: ReboundBro (Belgium), still playing
  287: Richard_KONO (Brazil), still playing
  288: Riesa82 [2] (Finland), still playing
  289: Robbie.A.07 (United Kingdom), still playing
  290: RodBarreto (Brazil), still playing
  291: RodolphoDima (Brazil), still playing
  292: Rogacheski (Brazil), still playing
  293: Roger Ruivo (Brazil), still playing
  294: RomBoPro (Ukraine), still playing
  295: RomiroxP (Brazil), still playing
  296: Rpfeitosa (Brazil), still playing
  297: RraullJorge (Brazil), still playing
  298: Runov (Mexico), still playing
  299: Rusorinta (Finland), still playing
  300: R£SILI£NC£ [2] (Brazil), still playing
  301: S.FILTH (Ukraine), still playing
  302: SHENG082 (Japan), still playing
  303: SNKRS85 (Switzerland), still playing
  304: SamirFloripa [2] (Brazil), still playing
  305: SanayCASINO (Ukraine), still playing
  306: Sancho371 (Slovakia), still playing
  307: Sargent1891 [2] (Sweden), still playing
  308: Schullenmaker (Germany), still playing
  309: Sergiopad66 (Brazil), still playing
  310: Sheamus_BR (Brazil), still playing
  311: Shiherlis35 (Belgium), still playing
  312: SiMoX919 (United Kingdom), still playing
  313: Slay66 (Canada), still playing
  314: Some94 (Germany), still playing
  315: Soouuzzaa [2] (Brazil), still playing
  316: Spice_est (Belarus), still playing
  317: Stümpper88 (Argentina), still playing
  318: SuCwb [2] (Brazil), still playing
  319: SunnyShuffler [3] (Brazil), still playing
  320: Sveloli [2] (Germany), still playing
  321: TLNo.13 (Romania), still playing
  322: TOPTeg (Ukraine), still playing
  323: TPT-Thommy [2] (Germany), still playing
  324: Ten.Hellz (Brazil), still playing
  325: Tewa0701 [2] (Sweden), still playing
  326: The Giggitygoo (Ireland), still playing
  327: The Villan73 (United Kingdom), still playing
  328: Themotion13 (Brazil), still playing
  329: Thestrup99 (Denmark), still playing
  330: Thi_cortes (Brazil), still playing
  331: Tincho Farias (Argentina), still playing
  332: Topboy147 (United Kingdom), still playing
  333: Toratti (Brazil), still playing
  334: Torre Pazza (Switzerland), still playing
  335: TorukMaktuson [2] (Brazil), still playing
  336: TouristInMalta (Brazil), still playing
  337: TrumpTrain16 [2] (Bulgaria), still playing
  338: Turtol 666 [3] (Canada), still playing
  339: Tymofei (Ukraine), still playing
  340: Ubbegubbe (Sweden), still playing
  341: UglyFaceAces (Latvia), still playing
  342: UpayMyBarbecue (Brazil), still playing
  343: VNCocco (Argentina), still playing
  344: Vagelis445 (Sweden), still playing
  345: Verdellicius (Brazil), still playing
  346: VitalyXX (Thailand), still playing
  347: Vito956 (Vietnam), still playing
  348: VlNNY2004 (Denmark), still playing
  349: Volorbe (Mexico), still playing
  350: WPTdibby [3] (Canada), still playing
  351: WanessaPA (Brazil), still playing
  352: Whizzer378 (United Kingdom), still playing
  353: Witalijuz (Lithuania), still playing
  354: YVenturelli (Brazil), still playing
  355: YerSoLucky (Ireland), still playing
  356: YoungMan2311 (Canada), still playing
  357: ZMystico (Lithuania), still playing
  358: Zugolaro (Brazil), still playing
  359: _K@neki_1997 [2] (Switzerland), still playing
  360: aalexandress (Brazil), still playing
  361: abel317 (Argentina), still playing
  362: acehighcurt (United Kingdom), still playing
  363: aceup371972 (United Kingdom), still playing
  364: adammonaghan [2] (United Kingdom), still playing
  365: adem0w (Belgium), still playing
  366: adrzz2 [2] (Brazil), still playing
  367: afzera (Brazil), still playing
  368: alannlopess (Brazil), still playing
  369: alatreks (Morocco), still playing
  370: aleleand [2] (Brazil), still playing
  371: alencarfu (Brazil), still playing
  372: alexdaas (Belarus), still playing
  373: allinAndresQ [2] (Uruguay), still playing
  374: andmatos97 (Brazil), still playing
  375: andreyvolkan (Brazil), still playing
  376: andylang807 [2] (United Kingdom), still playing
  377: anup returns (United Kingdom), still playing
  378: apolloleuven [2] (Belgium), still playing
  379: artb83 (Brazil), still playing
  380: ashkation [2] (Brazil), still playing
  381: b00552805 (Canada), still playing
  382: baalbaki1986 (Canada), still playing
  383: beheny (Ireland), still playing
  384: beni-b4 (Germany), still playing
  385: bergue12 (Brazil), still playing
  386: berka1k (Sweden), still playing
  387: bertie1408 (United Kingdom), still playing
  388: bhinkee [2] (Sweden), still playing
  389: bigftw89 [3] (United Kingdom), still playing
  390: blackalien16 (Brazil), still playing
  391: blackjk84 [2] (Romania), still playing
  392: boidoido08 (Brazil), still playing
  393: bolchacg (Brazil), still playing
  394: bordateam (Brazil), still playing
  395: bozito777 (Denmark), still playing
  396: bozodra (Slovenia), still playing
  397: bratooxa [2] (Lithuania), still playing
  398: brian 27979 (United Kingdom), still playing
  399: brutallzinho (Brazil), still playing
  400: busake (Romania), still playing
  401: c4beca (Brazil), still playing
  402: cacawettef27 [2] (Belgium), still playing
  403: canario508 [2] (Argentina), still playing
  404: carsten2407 [2] (Germany), still playing
  405: cesar352AA (Argentina), still playing
  406: ch1n0k (Chile), still playing
  407: chito_azul (Chile), still playing
  408: christophany (Brazil), still playing
  409: ciprian281 (Romania), still playing
  410: claudiubrz (Romania), still playing
  411: cobyhobso506 (United Kingdom), still playing
  412: corresao [2] (Argentina), still playing
  413: cruzeiroserieb (Brazil), still playing
  414: csatam01 (United Kingdom), still playing
  415: d_gotti99999 (Greece), still playing
  416: dalzini (United Kingdom), still playing
  417: dams654 (Belgium), still playing
  418: daniel_pones (Brazil), still playing
  419: daniellfun (Brazil), still playing
  420: danielprador (Brazil), still playing
  421: danutzz77 (United Kingdom), still playing
  422: dappio_d [2] (Brazil), still playing
  423: davidrin21 (Mexico), still playing
  424: davishark (Canada), still playing
  425: deanjlfc (United Kingdom), still playing
  426: deathdeal1958 (United Kingdom), still playing
  427: dedssantoss (Brazil), still playing
  428: deyrzuited (Ireland), still playing
  429: diamante_kw (Brazil), still playing
  430: diego efe33 (Argentina), still playing
  431: dilo36 (Germany), still playing
  432: dimasO87 [2] (Ukraine), still playing
  433: dinoandresm [2] (Chile), still playing
  434: dipolo1910 [2] (Brazil), still playing
  435: diw.2303 (Romania), still playing
  436: djaden (Denmark), still playing
  437: dolorezi7337 [3] (Germany), still playing
  438: domidom666 (Germany), still playing
  439: dougalan [3] (Canada), still playing
  440: douglasrhs (Brazil), still playing
  441: dox4money (Brazil), still playing
  442: driesc170 (Belgium), still playing
  443: dryboy88 [2] (Ireland), still playing
  444: du.aruera [2] (Brazil), still playing
  445: dugi stano [3] (Slovakia), still playing
  446: dxenakis (Greece), still playing
  447: dylan1997981 [2] (Belgium), still playing
  448: dyna140 [3] (Mexico), still playing
  449: eggoss (Argentina), still playing
  450: eki87 (Finland), still playing
  451: elHauso (Germany), still playing
  452: elfrederi706 [2] (Brazil), still playing
  453: elizabethano (Brazil), still playing
  454: elmiau1 [2] (Argentina), still playing
  455: emmanueltkd (Mexico), still playing
  456: ernani81 (Brazil), still playing
  457: ernestfrisk (United Kingdom), still playing
  458: f3ckoff [3] (Germany), still playing
  459: faelsiqueira (Brazil), still playing
  460: fedazete (Brazil), still playing
  461: felipebq10 (Brazil), still playing
  462: fellipeschmeil (Brazil), still playing
  463: fishyboy21 (Canada), still playing
  464: flash_guiz [2] (United Kingdom), still playing
  465: flocilatava (Romania), still playing
  466: florin_nicu (Sweden), still playing
  467: flushnutsAA (Brazil), still playing
  468: fmartins123 (Brazil), still playing
  469: font377 [3] (New Zealand), still playing
  470: forre44 [3] (Sweden), still playing
  471: fr4wtz (Brazil), still playing
