PokerStars Tournament #3908028247, No Limit Hold'em
Buy-In: $14.70/$1.80 USD
1434 players
Total Prize Pool: $10324.80 USD 
Tournament started 2025/07/16 14:30:00 BRT [2025/07/16 13:30:00 ET]

  1: #c_jr15 (Brazil), still playing
  2: $$$CAMEL.T86 (Ukraine), still playing
  3: 1alex1987 (Romania), still playing
  4: 30/13-138 (Ukraine), still playing
  5: 69_sinwithme (Ukraine), still playing
  6: 72offfz (Brazil), still playing
  7: 9Sereja (Kazakhstan), still playing
  8: A1waysW1n [2] (Ukraine), still playing
  9: ABlackAngelA (Vietnam), still playing
  10: Acrt456 (Brazil), still playing
  11: Alika DJ (Argentina), still playing
  12: AlmightyA (Ukraine), still playing
  13: Apiolu (Argentina), still playing
  14: Arcanjo9917 (Brazil), still playing
  15: BOLIS_CTBA (Brazil), still playing
  16: Bantamania (United Kingdom), still playing
  17: Bazinga23CRF (Brazil), still playing
  18: Blini2208 (Germany), still playing
  19: Caiadas95 [2] (Brazil), still playing
  20: Coast98 (Brazil), still playing
  21: Cundonk (Argentina), still playing
  22: DAGUEME (Brazil), still playing
  23: DRY BLECKBERRY (Brazil), still playing
  24: DannyHodge24 (United Kingdom), still playing
  25: DarkSkies21 [2] (Brazil), still playing
  26: Dauergewinner [2] (Austria), still playing
  27: Dorian_k2 (Moldova), still playing
  28: Dr.Veritas [2] (United Kingdom), still playing
  29: Dyadyarizo (Ukraine), still playing
  30: Dönig (Austria), still playing
  31: EmperorI (Malta), still playing
  32: Erko1100 (Slovakia), still playing
  33: Felipe_mla$ (Brazil), still playing
  34: Fen11x (Ukraine), still playing
  35: FkTheOverseer (United Kingdom), still playing
  36: FollowTheBreath (Costa Rica), still playing
  37: GabeAndrey (Brazil), still playing
  38: Gabrielst298 (Brazil), still playing
  39: Gagomelo (Brazil), still playing
  40: Grenwill (Canada), still playing
  41: GuiCP (Brazil), still playing
  42: Gut0 Machado (Brazil), still playing
  43: Gutlaufen (Malta), still playing
  44: HIArtus [2] (Germany), still playing
  45: HellKnight67 (Romania), still playing
  46: Honey Dick (Brazil), still playing
  47: IamTABASCO (Ukraine), still playing
  48: Iamcaraaa (Mexico), still playing
  49: Izinmsr [2] (Brazil), still playing
  50: JooseeT (Brazil), still playing
  51: JudasGuide [2] (Lithuania), still playing
  52: Just rag it (Ireland), still playing
  53: KaL1pS0 (Ukraine), still playing
  54: KingKyJoe (Denmark), still playing
  55: Lemke1128 (Germany), still playing
  56: Leo Borgheti (Brazil), still playing
  57: Makaryos (Switzerland), still playing
  58: Maninho330 (Brazil), still playing
  59: Marat Tash1 (Moldova), still playing
  60: MarianFerst (Argentina), still playing
  61: Mariann8888 (Romania), still playing
  62: Maskaradnik1 (Ukraine), still playing
  63: Mathieu637 (Belgium), still playing
  64: Miranda1410 (Brazil), still playing
  65: MuckYourH198 (Romania), still playing
  66: Mutarov83 [2] (Bulgaria), still playing
  67: Nangino89 (Brazil), still playing
  68: Naza662 (Brazil), still playing
  69: Now27 (Brazil), still playing
  70: OndeJogaste? (Brazil), still playing
  71: Patriota0 (Brazil), still playing
  72: PatsDavis (Latvia), still playing
  73: Pisein31415 (Brazil), still playing
  74: Raaael (Brazil), still playing
  75: Rafa Lumina (United Kingdom), still playing
  76: RichAnders (United Kingdom), still playing
  77: SergAnt61rus (Kazakhstan), still playing
  78: SharkFreitas [2] (Brazil), still playing
  79: SinkedShrimp (Greece), still playing
  80: Smdpair77 (Greece), still playing
  81: TOPTeg (Ukraine), still playing
  82: TheRickzs (Brazil), still playing
  83: Thrumbo (New Zealand), still playing
  84: TouristInMalta (Brazil), still playing
  85: U&A&J (Sweden), still playing
  86: Velninho (Lithuania), still playing
  87: Zhiroff (Armenia), still playing
  88: Zugolaro (Brazil), still playing
  89: aavol (Ukraine), still playing
  90: alansnap2 (Brazil), still playing
  91: albzyK (Brazil), still playing
  92: alexdaas (Belarus), still playing
  93: alexxxsplash (Ukraine), still playing
  94: amrmoustafa (United Kingdom), still playing
  95: arrozsolto (Brazil), still playing
  96: bieldlc (Brazil), still playing
  97: blocatelli1 (Brazil), still playing
  98: brunofaes405 (Brazil), still playing
  99: brutallzinho (Brazil), still playing
  100: cebolinha_rs [2] (Brazil), still playing
  101: cezarabud (Brazil), still playing
  102: chexetto (Brazil), still playing
  103: chinaforever (Switzerland), still playing
  104: claudinei25 (Brazil), still playing
  105: coralie551 (Belgium), still playing
  106: das0neE! [2] (Uruguay), still playing
  107: diegoppokerAA (Brazil), still playing
  108: dyna140 (Mexico), still playing
  109: edudiaz17 (Argentina), still playing
  110: eleinad gul [3] (Germany), still playing
  111: encephaalo (Brazil), still playing
  112: ftragueta [2] (Brazil), still playing
  113: fuàallin (Brazil), still playing
  114: grumblebear (United Kingdom), still playing
  115: guaxinim10 (Brazil), still playing
  116: gustinho (Brazil), still playing
  117: gutolpacheco (Brazil), still playing
  118: hameleon69 (Ukraine), still playing
  119: hyurih2 (Brazil), still playing
  120: iwillkillset (Belarus), still playing
  121: jonniK11113 (Ukraine), still playing
  122: k29hitok (Belarus), still playing
  123: kekito37 (Argentina), still playing
  124: klissanchez (Ukraine), still playing
  125: ksp977 (Ukraine), still playing
  126: lauromtb (Brazil), still playing
  127: leoleo05 (Brazil), still playing
  128: lfkamu (Brazil), still playing
  129: lucascorona8 [2] (Brazil), still playing
  130: luckyy383 (Austria), still playing
  131: madragoimh (Ireland), still playing
  132: miguelesdos (Argentina), still playing
  133: mirama11 (Bulgaria), still playing
  134: mscastros (Brazil), still playing
  135: onlydrunkreg (Brazil), still playing
  136: osvalas (Chile), still playing
  137: rikinhd (Brazil), still playing
  138: rina78 (Denmark), still playing
  139: riva-poa (Brazil), still playing
