PokerStars Tournament #3908026607, No Limit Hold'em
Buy-In: $9.80/$1.20 USD
964 players
Total Prize Pool: $12000.00 USD 
Tournament started 2025/07/15 16:02:00 BRT [2025/07/15 15:02:00 ET]

  1: $kullcosta (Brazil), still playing
  2: 00gap00 (Brazil), still playing
  3: 0IQCa11er (Mexico), still playing
  4: 16sshells (United Kingdom), still playing
  5: 235795r (Brazil), still playing
  6: 3SCristian (Brazil), still playing
  7: 53RR4 (Mexico), still playing
  8: 5lavi (Slovakia), still playing
  9: A.Cruz8 (Ireland), still playing
  10: A3Pacific [2] (United Kingdom), still playing
  11: AApaulKK (United Kingdom), still playing
  12: ABugFixer (Austria), still playing
  13: APrado1 (Brazil), still playing
  14: ARKONY (Ukraine), still playing
  15: AWR69 (Canada), still playing
  16: Agsn1981 [3] (Denmark), still playing
  17: AguCabrera7 (Argentina), still playing
  18: AldridgeP (Switzerland), still playing
  19: Alecs738 (Ukraine), still playing
  20: Alejandrod32 [2] (Argentina), still playing
  21: Alex Murakam (Brazil), still playing
  22: Amarelloco (Brazil), still playing
  23: Ambianensium (Ukraine), still playing
  24: Anubis20052022 (Denmark), still playing
  25: AokiJrBr [2] (Brazil), still playing
  26: Arathron77 (Greece), still playing
  27: Arcanjo9917 (Brazil), still playing
  28: Arwands (Belarus), still playing
  29: AshModai90 (Estonia), still playing
  30: AtomF-Ace's (Hungary), still playing
  31: B0bb3t (United Kingdom), still playing
  32: BOSTON.IF20/1 (Ukraine), still playing
  33: BSieben (Brazil), still playing
  34: BYNNEboi (Sweden), still playing
  35: Bacinmyday (United Kingdom), still playing
  36: Bebecca514 (Canada), still playing
  37: Bellami33 (Denmark), still playing
  38: Benitoj19 (Argentina), still playing
  39: Benson7-11 [2] (United Kingdom), still playing
  40: Benstarr (Germany), still playing
  41: Bertuqui420 (Brazil), still playing
  42: Beto Macedo CCH (Brazil), still playing
  43: Bgusso (Brazil), still playing
  44: BichukAnton (Ukraine), still playing
  45: BielEmydio (Brazil), still playing
  46: Bigdaft (United Kingdom), still playing
  47: Bighead170 (United Kingdom), still playing
  48: Billy H. 1969 (Ukraine), still playing
  49: Binny2k (United Kingdom), still playing
  50: Bissix (Brazil), still playing
  51: Bkremas041 (Brazil), still playing
  52: Bl4ckCat77 (Brazil), still playing
  53: Blaiseee (United Kingdom), still playing
  54: BlindRazorJJ (United Kingdom), still playing
  55: Blowymind99 [2] (United Kingdom), still playing
  56: Braunisx3 (Germany), still playing
  57: Breanzini16 (Brazil), still playing
  58: Breckmann95 (Faroe Islands), still playing
  59: BrunoFillipy (Brazil), still playing
  60: BrunoPrado20 (Brazil), still playing
  61: CATTALYN [2] (United Kingdom), still playing
  62: CamillaaaH (Brazil), still playing
  63: Cancun7747 (Canada), still playing
  64: Capitán joda (Argentina), still playing
  65: CareyX (United Kingdom), still playing
  66: Casimirovet (Brazil), still playing
  67: Cebola948 (Brazil), still playing
  68: ChaseTyler14 (Canada), still playing
  69: Chencinski (Brazil), still playing
  70: ChicaSano (Uzbekistan), still playing
  71: ChipWreck111 (Canada), still playing
  72: Chuurk (Brazil), still playing
  73: Clea85 (Sweden), still playing
  74: Cleiton V. (Brazil), still playing
  75: Collateral77 (Bulgaria), still playing
  76: Cordeiro212 (Brazil), still playing
  77: Craaazy101 (Brazil), still playing
  78: CryMeARiver369 (Brazil), still playing
  79: CurlyWurlz [2] (United Kingdom), still playing
  80: D PitcherAK (Canada), still playing
  81: DDEXXMT (Malta), still playing
  82: DIMOSCHESS (Belarus), still playing
  83: DUFF MAN899 (Brazil), still playing
  84: DanteWinch (Brazil), still playing
  85: Dark Wiper (Lithuania), still playing
  86: Denco20 (Sweden), still playing
  87: Diessenhofen (Switzerland), still playing
  88: Diogo0702 [2] (Brazil), still playing
  89: DirJr90 (Brazil), still playing
  90: Dobrun911 (Ukraine), still playing
