PokerStars Tournament #3910306102, No Limit Hold'em
Buy-In: $9.80/$1.20 USD
1785 players
Total Prize Pool: $17493.00 USD 
Tournament started 2025/07/25 16:02:00 BRT [2025/07/25 15:02:00 ET]

  1: *S*SEVA*S* (Belarus), still playing
  2: 16sshells (United Kingdom), still playing
  3: 22GLKON06 (Germany), still playing
  4: 23sabotage (Belarus), still playing
  5: 69_sinwithme (Ukraine), still playing
  6: 76198 [2] (Slovakia), still playing
  7: 77 Maia (Brazil), still playing
  8: A.Martinns [3] (Brazil), still playing
  9: AguCabrera7 (Argentina), still playing
  10: Alan Melo [2] (Brazil), still playing
  11: Alcymar (Brazil), still playing
  12: Alejandrod32 [3] (Argentina), still playing
  13: AllanEM (Guatemala), still playing
  14: AndersonLimapb (Brazil), still playing
  15: ArceHR [3] (Brazil), still playing
  16: Arustokrat (Ukraine), still playing
  17: Babbarasi [3] (Germany), still playing
  18: Bennett1035 (United Kingdom), still playing
  19: BenoneRemi (Ireland), still playing
  20: BlindRazorJJ (United Kingdom), still playing
  21: Blo0dSugar (Bulgaria), still playing
  22: Brainy14 [2] (Canada), still playing
  23: BrunoStrek (Brazil), still playing
  24: Cande712 (Argentina), still playing
  25: Cdrgo99 [3] (Denmark), still playing
  26: Chalo94 (Mexico), still playing
  27: Charbinio (Sweden), still playing
  28: Chelito1981 (Uruguay), still playing
  29: ChipWreck111 (Canada), still playing
  30: Clixx0815 [2] (Germany), still playing
  31: Cornoscot (United Kingdom), still playing
  32: D PitcherAK (Canada), still playing
  33: DALLAS_AKT [3] (Brazil), still playing
  34: DaVinci27 (Germany), still playing
  35: Degel 08 (Brazil), still playing
  36: DirJr90 (Brazil), still playing
  37: Director28 (United Kingdom), still playing
  38: Doppio68 (Lebanon), still playing
  39: Dragsi964 (Chile), still playing
  40: Dred_Rednose [2] (Brazil), still playing
  41: Dududibre (Brazil), still playing
  42: EBE_77 [3] (Canada), still playing
  43: EESTINOKIA (Finland), still playing
