PokerStars Tournament #3907052755, No Limit Hold'em
Buy-In: $9.80/$1.20 USD
14579 players
Total Prize Pool: $71437.10 USD 
Tournament started 2025/07/20 15:05:00 BRT [2025/07/20 14:05:00 ET]

  1: # 1 skills (Canada), still playing
  2: $tr@teg@$1 [3] (Ireland), still playing
  3: $trateGema [4] (Germany), still playing
  4: %RiVeR%Fake (Germany), still playing
  5: *M@RC0* A (Brazil), still playing
  6: -D10M14-11-1820 [2] (Malta), still playing
  7: -birren- (Sweden), still playing
  8: -gmt-Sky (Ukraine), still playing
  9: 00davemarch [3] (United Kingdom), still playing
  10: 0connell (United Kingdom), still playing
  11: 101funt186 (Ukraine), still playing
  12: 14caio (Brazil), still playing
  13: 18bremen99 (Germany), still playing
  14: 1H8P0K3R (Austria), still playing
  15: 1XtraVert (Kazakhstan), still playing
  16: 1dayrell (Brazil), still playing
  17: 1hmm11 [3] (United Kingdom), still playing
  18: 1milion7 (Germany), still playing
  19: 1nfinityTiLt890 (Brazil), still playing
  20: 1stFyhrer (Belarus), still playing
  21: 1veaceslav1 (Moldova), still playing
  22: 21Sadge (Thailand), still playing
  23: 2High4µ [2] (Germany), still playing
  24: 2gramsovcoke (United Kingdom), still playing
  25: 3333badyboy (Brazil), still playing
  26: 340tiago (Brazil), still playing
  27: 3ener (Belarus), still playing
  28: 3polar (Brazil), still playing
  29: 3rdOfJuly (Bulgaria), still playing
  30: 45251266 (United Kingdom), still playing
  31: 46891978 (Germany), still playing
  32: 4Kings_Hit [2] (United Kingdom), still playing
  33: 4THEGLORY4 [2] (Romania), still playing
  34: 57julian (Switzerland), still playing
  35: 77 Maia (Brazil), still playing
  36: 77Big-Tobo77 (Germany), still playing
  37: 77PAko77 [2] (Ukraine), still playing
  38: 79Knudi79 (Germany), still playing
  39: 7deuceteksit (United Kingdom), still playing
  40: 88PokerProf88 [4] (Switzerland), still playing
  41: 8RatsoRizzo8 (United Kingdom), still playing
  42: 8annamaria8 (Greece), still playing
  43: 99-MSI (Romania), still playing
  44: A.Ifty (United Kingdom), still playing
  45: A1waysW1n [2] (Ukraine), still playing
  46: AAdiniz [2] (Brazil), still playing
  47: AAsipiAA [2] (Slovakia), still playing
  48: ABDOUL575 [2] (Malta), still playing
  49: AC_Jubatus [3] (Switzerland), still playing
  50: AD00S (Argentina), still playing
  51: AJordenA (Belgium), still playing
  52: AKniiqo (Argentina), still playing
  53: ALLANBICKJPL (Brazil), still playing
  54: ALLIEN75ij [4] (Brazil), still playing
  55: AMCLB272 [2] (Canada), still playing
  56: ANachi20 (Argentina), still playing
  57: ARHINJO [2] (Belarus), still playing
  58: ARTRAISER [2] (Brazil), still playing
  59: AbulFadl (Estonia), still playing
  60: AcesBrewery (Argentina), still playing
  61: AdamTomo2014 [6] (United Kingdom), still playing
  62: Ade Berardo [2] (Brazil), still playing
  63: AdioZ31 (Lithuania), still playing
  64: AdyGala65 (Romania), still playing
  65: AfriMi25 (Belgium), still playing
  66: Air transat [2] (Canada), still playing
  67: Akkerx [2] (Hungary), still playing
  68: Albo2986 [2] (United Kingdom), still playing
  69: Alegator333 (Ukraine), still playing
  70: AlekSasha89 (Ukraine), still playing
  71: AleksChalyy [2] (Ukraine), still playing
  72: Alekseygrodno (Belarus), still playing
  73: Alex Vovchok (Ukraine), still playing
  74: AlexMakedonsky (Moldova), still playing
  75: AlexPerez77 (Brazil), still playing
  76: Alexandr4555 [4] (United Kingdom), still playing
  77: Alexmaster5 [2] (Mexico), still playing
  78: Alfie Spud (United Kingdom), still playing
  79: Alkis178 (Greece), still playing
  80: Alkis1989 (Greece), still playing
  81: AllQuantic (Brazil), still playing
  82: AllanEM [2] (Guatemala), still playing
  83: AllanvigCRF [2] (Brazil), still playing
  84: AllenLago (Brazil), still playing
  85: AllinGhost0710 (Belgium), still playing
  86: Alphamid [3] (Sweden), still playing
  87: Alyrbacsi (United Kingdom), still playing
  88: Amelie1126 (Austria), still playing
  89: Amiralsanji [5] (Sweden), still playing
  90: Amstiabi (Germany), still playing
  91: AndMarch (Belarus), still playing
  92: Anderson RT2 (Brazil), still playing
  93: AndersonLimapb (Brazil), still playing
  94: Andersonaac (Brazil), still playing
  95: Andreronei (Brazil), still playing
  96: Angelaeva (Germany), still playing
  97: AntonyKK [2] (Argentina), still playing
  98: AokiJrBr [2] (Brazil), still playing
  99: Aramando16 (Canada), still playing
  100: Arkido1988 [5] (Albania), still playing
  101: Arrivider4i (Ukraine), still playing
  102: Arsam_Shark (Germany), still playing
  103: Artemq4 (Kazakhstan), still playing
  104: Arustokrat (Ukraine), still playing
  105: Arwands (Belarus), still playing
  106: As'n'the'Ass (United Kingdom), still playing
  107: Astrochino (Brazil), still playing
