PokerStars Tournament #3911958685, No Limit Hold'em
Buy-In: $10.27/$0.73 USD
537 players
Total Prize Pool: $5514.99 USD 
Tournament started 2025/07/24 17:35:00 BRT [2025/07/24 16:35:00 ET]

  1: "TheRealMurph8" [2] (United Kingdom), still playing
  2: $alidolar (Brazil), still playing
  3: 235795r (Brazil), still playing
  4: 3shhhh (United Kingdom), still playing
  5: 99dm84 [2] (Bosnia and Herzegovina), still playing
  6: AALAVANDOSKI (Brazil), still playing
  7: AAceLion (Brazil), still playing
  8: Accio Aces1 (Brazil), still playing
  9: Addicted&Old (United Kingdom), still playing
  10: Alejandrod32 (Argentina), still playing
  11: Andreflk13 (Brazil), still playing
  12: Anilla7 (Slovakia), still playing
  13: Arcanjo9917 (Brazil), still playing
  14: Berkowitz33 (Brazil), still playing
  15: Bermuda6 [2] (Switzerland), still playing
  16: Binario (Brazil), still playing
  17: BlindRazorJJ (United Kingdom), still playing
  18: Blufflillo (Chile), still playing
  19: BmxALLin (Brazil), still playing
  20: BoomTTBoom (United Kingdom), still playing
  21: Boots FWAW (United Kingdom), still playing
  22: BrunoPrado20 (Brazil), still playing
  23: BundesEvgeny (Armenia), still playing
  24: Burninglion202 (Switzerland), still playing
  25: C0C0PoK$r (Argentina), still playing
  26: Camis Semidi (Brazil), still playing
  27: Caristhon.fé (Brazil), still playing
  28: CartaBrancAA (Brazil), still playing
  29: DELC4 (Brazil), still playing
  30: DarkSkies21 (Brazil), still playing
  31: Demiciaano (Brazil), still playing
  32: DonCosta93 (Luxembourg), still playing
  33: Donkeyfish2 (Germany), still playing
  34: Elreydelcasino (Argentina), still playing
  35: Engastamento (Brazil), still playing
  36: Enzito Viana [2] (Brazil), still playing
  37: EzzaEvz1991 (United Kingdom), still playing
  38: FiesteroAA (Argentina), still playing
  39: Finkan14 (Canada), still playing
  40: Fis01 (Brazil), still playing
  41: FishFingers7887 (United Kingdom), still playing
  42: G.Prestess (Brazil), still playing
  43: G.R.R.127 (Ukraine), still playing
  44: GATONI74 (Greece), still playing
  45: GHOSTDELAS (Switzerland), still playing
  46: Gau&Varu (Romania), still playing
  47: Gilberto.gyn (Brazil), still playing
  48: Guiga_Eller (Brazil), still playing
  49: Gustavo Fier (Brazil), still playing
  50: HerryDuran (Switzerland), still playing
  51: HiFi_Security (Sweden), still playing
  52: Honey Dick (Brazil), still playing
  53: Hugalo13 (Brazil), still playing
  54: ImmoralD0nk (Costa Rica), still playing
  55: Iustinul (Romania), still playing
  56: Ivo Neto 12 (Brazil), still playing
  57: Izinmsr (Brazil), still playing
  58: J0rd4OOO (Brazil), still playing
  59: JNQB (Brazil), still playing
  60: JOshuaBings (Austria), still playing
  61: Jacqo420 (Denmark), still playing
  62: JeCanoff (Brazil), still playing
