PokerStars Tournament #3907052747, No Limit Hold'em
Buy-In: $9.80/$1.20 USD
6394 players
Total Prize Pool: $31330.60 USD 
Tournament started 2025/07/20 10:05:00 BRT [2025/07/20 9:05:00 ET]

  1: ! DOIIIING ! [4] (Germany), still playing
  2: #1shuckster (Canada), still playing
  3: #27JETS [2] (Canada), still playing
  4: #c_jr15 (Brazil), still playing
  5: $ergio09 (Brazil), still playing
  6: $tr@teg@$1 [3] (Ireland), still playing
  7: *Rexlionex* (Chile), still playing
  8: 007jogabem (Brazil), still playing
  9: 00Beano (United Kingdom), still playing
  10: 00taif11 (Lithuania), still playing
  11: 05del (United Kingdom), still playing
  12: 09sss02 (Armenia), still playing
  13: 0IQCa11er (Mexico), still playing
  14: 0KKeyserSozAA0 (United Kingdom), still playing
  15: 0Luck777 (Lithuania), still playing
  16: 0kTaxi (United Kingdom), still playing
  17: 0nelast [2] (Ukraine), still playing
  18: 0wnr00 [2] (Romania), still playing
  19: 100CACIFE (Brazil), still playing
  20: 103HVO (Germany), still playing
  21: 11SPIN (Slovakia), still playing
  22: 13Fabius [4] (Indonesia), still playing
  23: 13shaun (United Kingdom), still playing
  24: 14MNEG4N (Albania), still playing
  25: 14kafu14 [2] (Hungary), still playing
  26: 197096 (Bulgaria), still playing
  27: 1Consultant1 [2] (Denmark), still playing
  28: 1_CaNFolD_AA (Canada), still playing
  29: 1_option_1 (Luxembourg), still playing
  30: 1pyromancer7 (Belarus), still playing
  31: 21bex21 (Greece), still playing
  32: 23sabotage [2] (Belarus), still playing
  33: 2424duff (Canada), still playing
  34: 2CU_M8 [3] (Sweden), still playing
  35: 2D0NKY (Switzerland), still playing
  36: 2High4µ [2] (Germany), still playing
  37: 2ToneRebell [2] (Bulgaria), still playing
  38: 2quake2 (Canada), still playing
  39: 33john (Romania), still playing
  40: 3ener [3] (Belarus), still playing
  41: 3reemont (United Kingdom), still playing
  42: 420)ZUMA (Brazil), still playing
  43: 47ps (Switzerland), still playing
  44: 4THEGLORY4 (Romania), still playing
  45: 4_KBG_20 [2] (Canada), still playing
  46: 4s4s4s (Lithuania), still playing
  47: 4sharp [2] (United Kingdom), still playing
  48: 52pair (Austria), still playing
  49: 5tunt3r (Vietnam), still playing
  50: 5wob (United Kingdom), still playing
  51: 6.0SS [2] (Canada), still playing
  52: 688799 [3] (Lithuania), still playing
  53: 68abruzzo [2] (Switzerland), still playing
  54: 69_sinwithme (Ukraine), still playing
  55: 7.7.7if [2] (Armenia), still playing
  56: 72offfz (Brazil), still playing
  57: 77 Maia [2] (Brazil), still playing
  58: 77Balazs77 [2] (Hungary), still playing
  59: 77Big-Tobo77 [2] (Germany), still playing
  60: 77PAko77 [2] (Ukraine), still playing
  61: 77TheMayor77 (Brazil), still playing
  62: 77blackviper (Germany), still playing
  63: 77edo (Hungary), still playing
  64: 7inchpython [2] (United Kingdom), still playing
  65: 7ptd [2] (Canada), still playing
  66: 7€_Xandl [2] (Austria), still playing
  67: 847449 (Lithuania), still playing
  68: 8484R (Belgium), still playing
  69: 84Emjay84 [3] (Switzerland), still playing
  70: 86ofdiamonds (Romania), still playing
  71: 8PALL0 (Finland), still playing
  72: 9maipot (Lithuania), still playing
  73: A.Martinns [2] (Brazil), still playing
  74: A1waysW1n (Ukraine), still playing
  75: AA-KEVIN1 (Austria), still playing
  76: AABrunoAA (Canada), still playing
  77: AAClassyLady (United Kingdom), still playing
  78: AALAVANDOSKI (Brazil), still playing
  79: AAamelia92 (Switzerland), still playing
  80: AAceman0049 (Canada), still playing
  81: AAdiniz (Brazil), still playing
  82: AAdonkeY066 (Brazil), still playing
  83: AAperfekt (Denmark), still playing
  84: ABDOUL575 [2] (Malta), still playing
  85: AFCBEN (United Kingdom), still playing
  86: AHarzer (Germany), still playing
  87: AIG55 [4] (United Kingdom), still playing
  88: AKAA117 [2] (Brazil), still playing
  89: ALEX_kingpk (Brazil), still playing
  90: ANachi20 (Argentina), still playing
  91: APFOAA (Brazil), still playing
  92: APaviani (Brazil), still playing
  93: AQsuit [2] (Switzerland), still playing
  94: ARCHIBALD.IT (Switzerland), still playing
  95: ART00POP [2] (Belgium), still playing
  96: ARTRAISER [2] (Brazil), still playing
  97: ATM2005 [2] (Canada), still playing
  98: A_LuPinn-83 [2] (Switzerland), still playing
  99: AamiUa (Ukraine), still playing
  100: AbulFadl (Estonia), still playing
  101: AceWise (United Kingdom), still playing
  102: Acecracke542 (United Kingdom), still playing
  103: AcesBrewery [2] (Argentina), still playing
  104: Ackerman929 (Belarus), still playing
  105: Addicted&Old (United Kingdom), still playing
  106: Ademir2 (Brazil), still playing
  107: Adil Mussin (Kazakhstan), still playing
  108: AdioZ31 (Lithuania), still playing
  109: Aecub (United Kingdom), still playing
  110: Aerosneto (Brazil), still playing
  111: Agsn1981 [2] (Denmark), still playing
  112: Aienote [2] (Switzerland), still playing
  113: AirShot360 (United Kingdom), still playing
  114: Al-javes (Ukraine), still playing
  115: Alan Melo [3] (Brazil), still playing
  116: Alarash32 (Switzerland), still playing
  117: Alastr_Palach (Ukraine), still playing
  118: Alcebiade12 [2] (Brazil), still playing
  119: Aletota14 (Brazil), still playing
  120: Alex.M.59 (Ukraine), still playing
  121: AlexLiLka [2] (Slovakia), still playing
  122: AlexPerez77 (Brazil), still playing
  123: Alexandre18A [2] (Brazil), still playing
  124: Alexbgp [3] (Brazil), still playing
  125: Alexmaster5 (Mexico), still playing
  126: Alika DJ [2] (Argentina), still playing
  127: AllanEM [2] (Guatemala), still playing
  128: Almedu (Brazil), still playing
  129: Alpohi83CH (Switzerland), still playing
  130: Als19 [4] (United Kingdom), still playing
  131: Alucard0845 (Brazil), still playing
  132: Amiralsanji (Sweden), still playing
  133: Amirdog [2] (Finland), still playing
  134: Amstiabi (Germany), still playing
  135: Amup88 (Germany), still playing
  136: Anamaria214 [3] (Ireland), still playing
  137: AndersonLimapb (Brazil), still playing
  138: Andre L971 (Brazil), still playing
  139: Andre STF (Brazil), still playing
  140: AndrewBB23 (United Kingdom), still playing
  141: AneritonGG (Germany), still playing
  142: Anet 21051 (Ukraine), still playing
  143: Anishnabez (Canada), still playing
  144: AnomioS1311 (Greece), still playing
  145: AntenorN (Brazil), still playing
  146: AnteroBH (Brazil), still playing
  147: AntonyKK (Argentina), still playing
  148: AoYoA (Bulgaria), still playing
  149: Apolkalypse [2] (Germany), still playing
  150: Arcanjo9917 (Brazil), still playing
  151: Arli888 (Kazakhstan), still playing
  152: ArloP03 [3] (United Kingdom), still playing
  153: Armoureddh7 [3] (Ukraine), still playing
  154: Arni100600 (Denmark), still playing
  155: Arnisss [3] (United Kingdom), still playing
  156: Arox86 (Romania), still playing
  157: Arsch159 (Germany), still playing
  158: Artemq4 (Kazakhstan), still playing
  159: ArtiniShivilsky (Brazil), still playing
  160: AshModai90 [3] (Estonia), still playing
  161: Aspers_BLR (Belarus), still playing
  162: Aspland92 [3] (United Kingdom), still playing
  163: Assad91 (Argentina), still playing
  164: Atajan7388 (Turkmenistan), still playing
  165: Atek323 [2] (Austria), still playing
  166: Attil0r (Germany), still playing
  167: August77722 [3] (Switzerland), still playing
  168: Avatal [3] (Ukraine), still playing
  169: B Golubchuk (Ukraine), still playing
  170: B0neShaker (Bulgaria), still playing
  171: BARCA77 (Estonia), still playing
  172: BCarneiro 86 (Brazil), still playing
