PokerStars Tournament #3912521071, No Limit Hold'em
Buy-In: $20.00/$2.00 USD
677 players
Total Prize Pool: $6770.00 USD 
Tournament started 2025/07/28 17:30:00 BRT [2025/07/28 16:30:00 ET]

  1: 00_Blackout [2] (Brazil), still playing
  2: 1913_Gbr (Brazil), still playing
  3: 235795r (Brazil), still playing
  4: AAdonkeY066 (Brazil), still playing
  5: ARTRAISER (Brazil), still playing
  6: ATC_R22R (Canada), still playing
  7: Adibarboza (Brazil), still playing
  8: Alaverda (El Salvador), still playing
  9: AlbertoMex19 (Mexico), still playing
  10: Ale Koga (Brazil), still playing
  11: Alex Murakam (Brazil), still playing
  12: Alex Shepel (Mexico), still playing
  13: Alfie6421 (Canada), still playing
  14: Alutis (Thailand), still playing
  15: AntonyKK (Argentina), still playing
  16: AquiNãoNeném (Brazil), still playing
  17: BOCA950 (Brazil), still playing
  18: BSCmoo (United Kingdom), still playing
  19: Barusalu (Germany), still playing
  20: Bi3r3Blanch3 (Switzerland), still playing
  21: Biel_KingKK [2] (Brazil), still playing
  22: BigDaddy2K5 (Canada), still playing
  23: Bigbillz99 (United Kingdom), still playing
  24: Biguethi339 (Brazil), still playing
  25: Bl4ckCat77 (Brazil), still playing
  26: Brurovisky (Brazil), still playing
  27: C4trups!! (Brazil), still playing
  28: CAMISA1088 (Brazil), still playing
  29: CHIPSCRAZYY (Brazil), still playing
  30: COCCOSOPRANO (Mexico), still playing
  31: CVAC2017 (Canada), still playing
  32: CaretaDoblehilo (Argentina), still playing
  33: ChaqueñoLoto (Argentina), still playing
  34: Chiesaraise (Brazil), still playing
  35: Chris7hekid (Sweden), still playing
  36: ChrisFreeFlow (Ukraine), still playing
  37: Cigana#13 (Brazil), still playing
  38: Crazychrizzl [2] (Germany), still playing
  39: Crumble777 (United Kingdom), still playing
  40: DeddysHome (Brazil), still playing
  41: Dieferson09 (Brazil), still playing
  42: DikeY_RD (Ukraine), still playing
  43: Drarryz (United Kingdom), still playing
  44: EICameIeonFR (Hungary), still playing
  45: ENUFSAIDFISH (United Kingdom), still playing
  46: EZQUISS (Brazil), still playing
  47: EsfandiAAri (Brazil), still playing
  48: FISCAAL (Brazil), still playing
  49: FL_RAP (Ukraine), still playing
  50: FaceRolly (Romania), still playing
  51: Faraonul1974 (United Kingdom), still playing
  52: Fernandooluizz (Brazil), still playing
  53: FoRm4T (Brazil), still playing
  54: G.BELTRÃO (Brazil), still playing
  55: Gabiru365 [2] (Switzerland), still playing
  56: GerrrM1 [2] (Argentina), still playing
  57: Giulianno Ma (Brazil), still playing
  58: GlassofWisky (Mexico), still playing
  59: Gomaflush (Brazil), still playing
  60: Grenwill (Canada), still playing
  61: Guga970001 (Luxembourg), still playing
  62: Guialves27 (Brazil), still playing
  63: Gun1o [2] (Denmark), still playing
  64: Gyan Yellov (Brazil), still playing
  65: Hjerterdame1 (Denmark), still playing
  66: HommeSport777 (Ukraine), still playing
  67: Honey Dick (Brazil), still playing
  68: I am MoonPie [2] (Canada), still playing
  69: IITT [2] (Canada), still playing
  70: Ikaa123 (Sweden), still playing
  71: InFavoreM (Ukraine), still playing
  72: IvIaJlblw [2] (Ukraine), still playing
  73: Ivo Neto 12 (Brazil), still playing
  74: JUCA_PIRAMA1 [2] (Brazil), still playing
  75: JUSTlNO (Brazil), still playing
  76: Jonasty7 (Belgium), still playing
  77: Joren500 (Belgium), still playing
  78: JovemPromessa (Brazil), still playing
  79: KRIS_CRI (Romania), still playing
  80: KUNNYKEL (United Kingdom), still playing
  81: Kaltzem (Brazil), still playing
  82: KleitonSilva (Brazil), still playing
  83: Kurtis921 (Belarus), still playing
  84: LFDEMETERKO (Brazil), still playing
  85: LIAMV (Canada), still playing
  86: Langarinhow (Brazil), still playing
  87: LeBijouu (Argentina), still playing
  88: LeaderJoe01 (Canada), still playing
  89: Leo Franco97 [2] (Brazil), still playing
  90: Luandods (Brazil), still playing
  91: Léo82 (Brazil), still playing
  92: M.Zama1990 (Kazakhstan), still playing
  93: M4rko1395 (Germany), still playing
  94: MAZZZZZZZ (Brazil), still playing
  95: MIRAG3M (Brazil), still playing
  96: Mabreu16 (Brazil), still playing
  97: Machadada RS (Brazil), still playing
  98: Marco Piroli [2] (Brazil), still playing
  99: Marcos Epa (Brazil), still playing
  100: Marwell15684 (Ukraine), still playing
  101: MateeCocido (Argentina), still playing
  102: Mateusbvini (Brazil), still playing
  103: Mateuslirasjp (Brazil), still playing
  104: Mathecf (Brazil), still playing
  105: Maximmus_134 [2] (Ukraine), still playing
  106: MherKh (Armenia), still playing
  107: Michele833111 (Malta), still playing
  108: MischiMiller (Germany), still playing
  109: MishaAFA (Kazakhstan), still playing
  110: Mist3rT10 (Belgium), still playing
  111: Monk Gallas [2] (Brazil), still playing
  112: MookiWest [2] (United Kingdom), still playing
  113: MoosetheCat (Canada), still playing
  114: Mostafa.E (Morocco), still playing
  115: Mr.Pedr0 (Brazil), still playing
  116: MrNutShot (Switzerland), still playing
  117: Mtspker (Brazil), still playing
  118: Mvaage (Denmark), still playing
  119: Mvg92 (Brazil), still playing
  120: Mvpoker86 (Brazil), still playing
  121: Niglesnuts (Brazil), still playing
  122: Nike646 (Ukraine), still playing
  123: NorBaggio (Hungary), still playing
  124: NoseKiller9 (Argentina), still playing
  125: Olimash (United Kingdom), still playing
  126: Osmeelsousa (Mexico), still playing
  127: Otsat (Finland), still playing
  128: P0TCHECKER99 (Germany), still playing
  129: Pao de qjo [2] (Brazil), still playing
  130: PaolinoBR (Brazil), still playing
  131: Pasilaitis24 (Ireland), still playing
  132: Patosplayer (Brazil), still playing
  133: Paulo And07 (Brazil), still playing
  134: Pegalll (Brazil), still playing
  135: Pisein31415 (Brazil), still playing
  136: QueirozPedro [2] (Brazil), still playing
  137: REQUINTE (Brazil), still playing
  138: RagVoen [2] (Belarus), still playing
  139: Raiseberg20 (Brazil), still playing
  140: RandyZerg (Ukraine), still playing
  141: RellasRent (Greece), still playing
  142: RichOne666 (Brazil), still playing
  143: Riqueiras [2] (Brazil), still playing
  144: RodrigAndrad (Brazil), still playing
  145: Rokyzas889 (United Kingdom), still playing
  146: S.FILTH (Ukraine), still playing
  147: SUIRAM1988 (United Kingdom), still playing
  148: Safist kid (Finland), still playing
  149: SantaVariancia (Brazil), still playing
  150: Scimmy123 (Sweden), still playing
  151: Spice_est (Belarus), still playing
  152: Stepa29031990 (Belarus), still playing
  153: Superovik (Sweden), still playing
  154: Swifts122 (Canada), still playing
  155: SwizzDevilfish_ [3] (Switzerland), still playing
  156: Szabimester [2] (Hungary), still playing
  157: T2B3 (Canada), still playing
  158: TAKEOVER69 (Gibraltar), still playing
  159: TarasViktorovic (Ukraine), still playing
  160: Taufner 22 (Brazil), still playing
  161: Thiyanee622 (Sweden), still playing
  162: ThugLife296 (Brazil), still playing
  163: TiTanManshin [2] (Belarus), still playing
  164: Timex_55 (Brazil), still playing
  165: Tiobordes [2] (Argentina), still playing
  166: TtAaKeE [2] (Brazil), still playing
  167: URAmbered [2] (United Kingdom), still playing
  168: UfoNudge (Germany), still playing
  169: Ulle0007 (Denmark), still playing
  170: VINOROPULI05 (Argentina), still playing
  171: Valduk f (Ukraine), still playing
  172: Valentas99 (Lithuania), still playing
  173: Viboschetti (Brazil), still playing
  174: Victor.be05 (Brazil), still playing
  175: Victor201491 (Brazil), still playing
  176: VictorLsouza [2] (Brazil), still playing
  177: WagnerSouza9 (Brazil), still playing
  178: WalVel10 (Argentina), still playing
  179: afzera (Brazil), still playing
  180: albzyK (Brazil), still playing
  181: am-crm (Slovakia), still playing
  182: anusila (United Kingdom), still playing
  183: aratorn_BG [2] (Bulgaria), still playing
  184: arharovec (Belarus), still playing
  185: ashkation (Brazil), still playing
  186: bigdaddyblaise (United Kingdom), still playing
  187: bigwig1980 [2] (Ireland), still playing
  188: bikense (Brazil), still playing
  189: bolchacg (Brazil), still playing
  190: bozodra [3] (Slovenia), still playing
  191: bree161616 [2] (Canada), still playing
  192: bruno_pro (Brazil), still playing
  193: cauemartinsh (Brazil), still playing
  194: cfleury13 (Brazil), still playing
  195: chrisildur87 (Greece), still playing
  196: cjm2405 (United Kingdom), still playing
  197: coldboy23 (Bulgaria), still playing
  198: crawfaldo [3] (United Kingdom), still playing
  199: cucabeludinhooo (Brazil), still playing
  200: curium803 (Germany), still playing
  201: d1stefan0 (Belarus), still playing
  202: daniellfun (Brazil), still playing
  203: darksite544 (Belgium), still playing
  204: ddonkat [2] (Austria), still playing
  205: dedo2010 (Brazil), still playing
  206: dilimAA (Brazil), still playing
  207: dir112 (Argentina), still playing
  208: dktdragao (Brazil), still playing
  209: douglasrhs (Brazil), still playing
  210: dragos180519 (United Kingdom), still playing
  211: duduzeras968 (Brazil), still playing
  212: durrrr47 (Argentina), still playing
  213: edi alves (Brazil), still playing
  214: enaskank13 (Greece), still playing
  215: eron profi (Brazil), still playing
  216: eugenfrancu [3] (United Kingdom), still playing
  217: faceluke (United Kingdom), still playing
  218: faflarage13 (Germany), still playing
  219: ferpa88 [2] (Brazil), still playing
  220: fishgold15 [2] (Argentina), still playing
  221: flavin frgs (Brazil), still playing
  222: fredaoxd (Brazil), still playing
  223: frednp (Brazil), still playing
  224: gabrieleg (Argentina), still playing
  225: gamblerBUBU (Brazil), still playing
  226: grituc (Moldova), still playing
  227: guerdan (Switzerland), still playing
  228: guictedesco (Brazil), still playing
  229: gusbicigo (Brazil), still playing
  230: gusmao11 (Brazil), still playing
  231: hartiedd1 [2] (Austria), still playing
  232: hayden21114 (United Kingdom), still playing
  233: igoravc (Brazil), still playing
  234: jagger97 (Brazil), still playing
  235: joelgsl (Austria), still playing
  236: johnhull1459 [2] (United Kingdom), still playing
  237: johnnydev11 (Ireland), still playing
  238: juanss250 (Argentina), still playing
  239: juarezgomes1 (Brazil), still playing
  240: jvfreire (Brazil), still playing
  241: kansasct (Brazil), still playing
  242: karine336 (Belgium), still playing
  243: keyhell (Brazil), still playing
  244: kongking_kk (Brazil), still playing
  245: koschnik77 (Germany), still playing
  246: krippakresen (Sweden), still playing
  247: kugut1k (Ukraine), still playing
  248: lautaro.m6 [3] (Argentina), still playing
  249: lbg2410 (Panama), still playing
  250: lucas7040497 (Canada), still playing
  251: lucascorona8 (Brazil), still playing
  252: luciopoker22 (Chile), still playing
  253: madu_m (Romania), still playing
  254: manocaio (Brazil), still playing
  255: mauheat6 [2] (Brazil), still playing
  256: muquera (Brazil), still playing
  257: muskto (Brazil), still playing
  258: nabihcury (Brazil), still playing
  259: nado zanosit (Armenia), still playing
  260: nikasoares (Brazil), still playing
  261: nillolok (Brazil), still playing
  262: nyll33 (Brazil), still playing
  263: oxide8888 (Brazil), still playing
  264: patasss (Argentina), still playing
  265: patocuac08 (Argentina), still playing
  266: patrick MDAC (Brazil), still playing
  267: philb52 (United Kingdom), still playing
  268: pl18s (Germany), still playing
  269: plytbl4 (Ukraine), still playing
  270: poker171536 (Brazil), still playing
  271: pokerkingDDD (United Kingdom), still playing
  272: poroto1407 (Argentina), still playing
  273: psydolabella (Brazil), still playing
  274: ralws (Brazil), still playing
  275: raydarrebel [2] (Ireland), still playing
  276: rdo_fabris (Brazil), still playing
  277: renekid (Denmark), still playing
  278: rhuansanches (Brazil), still playing
  279: rico15276 [2] (United Kingdom), still playing
  280: ronaldo22212 (Brazil), still playing
  281: saiiizika (Brazil), still playing
  282: sandarobert1 [2] (Romania), still playing
  283: sensy10 (Brazil), still playing
  284: simon.m201 (Argentina), still playing
  285: sincca (Switzerland), still playing
  286: sinesio96 (Brazil), still playing
  287: sokoban4ik (Ukraine), still playing
  288: soldado688 (Brazil), still playing
  289: solpizzotti (Brazil), still playing
  290: svens99999 (Switzerland), still playing
  291: theomatador (Brazil), still playing
  292: thesqueeze75 [2] (United Kingdom), still playing
  293: thiagofs1808 (Brazil), still playing
  294: tickmeneses (Brazil), still playing
  295: tigaio (Brazil), still playing
  296: tiuku70 (Finland), still playing
  297: vamosrafaaaa [2] (Brazil), still playing
  298: vit_bog73 (Kazakhstan), still playing
  299: vitorlima_x (Brazil), still playing
  300: welben23 (Brazil), still playing
  301: x krako x (Brazil), still playing
  302: xXTarrachAXx (Brazil), still playing
  303: yanerz911 (Canada), still playing
  304: zezo_filho (Brazil), still playing
  305: Mariana Caet (Brazil), 
