PokerStars Tournament #3907052728, No Limit Hold'em
Buy-In: $20.00/$2.00 USD
1344 players
Total Prize Pool: $20000.00 USD 
Tournament started 2025/07/17 16:30:00 BRT [2025/07/17 15:30:00 ET]

  1: $kullcosta (Brazil), still playing
  2: 1913_Gbr (Brazil), still playing
  3: 1ownYourUsd (Canada), still playing
  4: 1tsAllThere (Belarus), still playing
  5: 1xoNe (Belarus), still playing
  6: 2008CR (Costa Rica), still playing
  7: 2la-SkyLine (Kazakhstan), still playing
  8: 44eexx (Ukraine), still playing
  9: 4AcesFordy [2] (United Kingdom), still playing
  10: 4Dice4 [2] (United Kingdom), still playing
  11: 4QuietSTorm4 (Canada), still playing
  12: 663Daur (Kazakhstan), still playing
  13: 6AMBL3R (Belgium), still playing
  14: 6Thor6 (United Kingdom), still playing
  15: 77-NEXUS-77 (Belgium), still playing
  16: 777ANTONY777 (Ukraine), still playing
  17: 7jujuba7 (Brazil), still playing
  18: 8gam€ (Slovakia), still playing
  19: 95RB95 (Slovakia), still playing
  20: A.M.A.D.S14 (Switzerland), still playing
  21: AAdiniz (Brazil), still playing
  22: AAgerosAA (Malta), still playing
  23: AAifonly (United Kingdom), still playing
  24: AArKKas13 (Brazil), still playing
  25: AEA1978 (Argentina), still playing
  26: AGV AA90 [2] (Brazil), still playing
  27: AISWARIARAI (Ireland), still playing
  28: ATM2005 (Canada), still playing
  29: AadrovanRj21 (Brazil), still playing
  30: AamiUa (Ukraine), still playing
  31: AbayKarimov (Kazakhstan), still playing
  32: Accio Aces1 (Brazil), still playing
  33: AdamMcKola [2] (United Kingdom), still playing
  34: Adibarboza (Brazil), still playing
  35: AdrianoK20 (Belarus), still playing
  36: Aedars (Switzerland), still playing
  37: Akkariarabe (Brazil), still playing
  38: Albert'sRevenge (United Kingdom), still playing
  39: Alex Murakam (Brazil), still playing
  40: AlexCorvin22 (Belarus), still playing
  41: AlexFleming007 (United Kingdom), still playing
  42: AlexGC1989 (Romania), still playing
  43: Alfie6421 (Canada), still playing
  44: Alika DJ (Argentina), still playing
  45: Allagui31 (Morocco), still playing
  46: AllanEM (Guatemala), still playing
  47: AlmightyA (Ukraine), still playing
  48: Anderson RT2 (Brazil), still playing
  49: Andy-Mal85 [2] (United Kingdom), still playing
  50: Anilla7 (Slovakia), still playing
  51: AnonymAnka (Sweden), still playing
  52: Apiolu (Argentina), still playing
  53: Arathron77 (Greece), still playing
  54: Ask2yourGhost (Brazil), still playing
  55: Assesinador (Mexico), still playing
  56: Astrochino (Brazil), still playing
  57: B0Om-shakalaka (Brazil), still playing
  58: BHOpunga (Romania), still playing
  59: BRENO_DUARTE (Brazil), still playing
  60: BadgerC71 (Switzerland), still playing
  61: Badinho1989 (Brazil), still playing
  62: Bald Lefty (Canada), still playing
  63: Baptiste_2012 (Belgium), still playing
  64: Baratolouco24 (Brazil), still playing
  65: Bast-sart (Belgium), still playing
  66: Be2sBa4R (Malta), still playing
  67: BejausmisPN (Lithuania), still playing
  68: Berkowitz33 (Brazil), still playing
  69: BernardoDG (Brazil), still playing
  70: Biguethi339 (Brazil), still playing
  71: Billy Dean34 (Ukraine), still playing
  72: Bindi84 (Austria), still playing
  73: Blondusss (Romania), still playing
  74: BluffCatchr6 (United Kingdom), still playing
  75: Blufflillo (Chile), still playing
  76: Blufftome_72 (Germany), still playing
  77: BobJow93 (Brazil), still playing
  78: Bombe6 (Germany), still playing
  79: Bonatto91 (Brazil), still playing
  80: Bradders921 (United Kingdom), still playing
  81: BrashFighter [2] (Belarus), still playing
  82: Breckmann95 (Faroe Islands), still playing
  83: Bremer919 (Brazil), still playing
  84: Brunopoker94 (Brazil), still playing
  85: Bulba2 (Ukraine), still playing
  86: Burim976 (Switzerland), still playing
  87: Bünzli777 [2] (Switzerland), still playing
  88: C05MIN2 (United Kingdom), still playing
  89: C4SHEX (Belgium), still playing
  90: CAMISA1088 (Brazil), still playing
  91: CDarius444 (Romania), still playing
