PokerStars Tournament #3912560898, No Limit Hold'em
Buy-In: $9.80/$1.20 USD
439 players
Total Prize Pool: $2107.20 USD 
Tournament started 2025/07/28 18:30:00 BRT [2025/07/28 17:30:00 ET]

  1: *S*SEVA*S* (Belarus), still playing
  2: 123Served (Canada), still playing
  3: 1913_Gbr (Brazil), still playing
  4: 3dzik [2] (Lithuania), still playing
  5: 7digofelix7 (Brazil), still playing
  6: AKQJ10-2K10 [2] (Brazil), still playing
  7: AVGUSTUSAVG (Bulgaria), still playing
  8: Ady&Dan1 (Brazil), still playing
  9: Alex Shepel (Mexico), still playing
  10: Alutis (Thailand), still playing
  11: Andre L971 (Brazil), still playing
  12: Arunas_Idas (Latvia), still playing
  13: BOCA950 [2] (Brazil), still playing
  14: Br0ke24/7 (Germany), still playing
  15: Brenii94 (Brazil), still playing
  16: C0C0PoK$r (Argentina), still playing
  17: CFNo.1 (Switzerland), still playing
  18: CNair95 (Brazil), still playing
  19: Cachofr (Bolivia), still playing
  20: CaelumF658 (Ireland), still playing
  21: Callmetowarr (Brazil), still playing
  22: CanBroke209 [2] (Germany), still playing
  23: Candy_Butcher04 [2] (Switzerland), still playing
  24: Cesadan (Belgium), still playing
  25: Chachocah21 [2] (Argentina), still playing
  26: ChxsenXne (United Kingdom), still playing
  27: Clandestin07 (Brazil), still playing
  28: Coast98 (Brazil), still playing
  29: Cyfisher (United Kingdom), still playing
  30: DANEE P666 (Romania), still playing
  31: Davferca (Costa Rica), still playing
  32: DeNiggo85 (Germany), still playing
  33: DizzleG23 (United Kingdom), still playing
  34: Dkennedy007 (Canada), still playing
  35: El_Ferrit0 (United Kingdom), still playing
  36: Elizegi11 (Sweden), still playing
  37: Emilbg1234 (Bulgaria), still playing
  38: Engelhard1 (Denmark), still playing
  39: Essikka (Finland), still playing
  40: Fatiha777 (Switzerland), still playing
  41: Gerzah14 (Argentina), still playing
  42: Gestur [2] (Sweden), still playing
  43: GgCuervo1908 (Argentina), still playing
  44: Gibamaks (Brazil), still playing
  45: GibmyMany (Switzerland), still playing
  46: GiovaniMB (Brazil), still playing
  47: Gran Diablo (Argentina), still playing
  48: Guerreiro.E (Venezuela), still playing
  49: GuiFigueire (Brazil), still playing
  50: Guikata (Brazil), still playing
  51: Hasso646 (Germany), still playing
  52: IgorMV85 (Ukraine), still playing
  53: JMorales66 (Costa Rica), still playing
  54: JOKuERis (Philippines), still playing
  55: JamJars123 (United Kingdom), still playing
  56: JoeBlackskin (United Kingdom), still playing
  57: JokerRed96 (United Kingdom), still playing
  58: Jô Lerys (Brazil), still playing
  59: K2_Patr0na (Bulgaria), still playing
  60: K4l4n (Brazil), still playing
  61: Kartinka347 (United Kingdom), still playing
  62: Kawabiker999 (Germany), still playing
  63: Kay2016 (Denmark), still playing
  64: Kayrhodes45 (United Kingdom), still playing
  65: KleitonSilva (Brazil), still playing
  66: L_Bailey999 (Ireland), still playing
  67: Legit DH (Belgium), still playing
  68: Lobachev92 (Argentina), still playing
  69: Lucas (44744 (Brazil), still playing
  70: M.Zama1990 (Kazakhstan), still playing
  71: MAN777PIR (Greece), still playing
  72: MHABER3636 (Brazil), still playing
  73: Maksimzik (Ukraine), still playing
  74: Marco Piroli (Brazil), still playing
  75: Mariana Caet (Brazil), still playing
  76: Markki_V (Brazil), still playing
  77: Martyskus (Lithuania), still playing
  78: Mateusbvini (Brazil), still playing
  79: MauMt (Brazil), still playing
  80: Michele833111 [2] (Malta), still playing
  81: Mike4763 (Denmark), still playing
  82: Molotov99 (Sweden), still playing
  83: Monk Gallas (Brazil), still playing
  84: Montevini1 (Brazil), still playing
  85: MrJoppe [3] (Sweden), still playing
  86: Naval144 (Chile), still playing
  87: NiKKy.BY (Belarus), still playing
  88: Noa2811960 (Belgium), still playing
  89: NovaGSD (Canada), still playing
  90: OMGGTO (Canada), still playing
  91: Pigga (Canada), still playing
  92: PoLsKiXpResS (Canada), still playing
  93: PuffyDawg (United Kingdom), still playing
  94: RamiRami1990 (Brazil), still playing
  95: RevoCatd38 (Germany), still playing
  96: Richma 82 (United Kingdom), still playing
  97: Riqueiras (Brazil), still playing
  98: Rodrigo_PSta (Brazil), still playing
  99: Ronfaso (Germany), still playing
  100: Rounder8325 (Greece), still playing
  101: Runov (Mexico), still playing
  102: R£SILI£NC£ (Brazil), still playing
  103: S.FILTH (Ukraine), still playing
  104: SQueiroz68 (Brazil), still playing
  105: Scimmy123 [2] (Sweden), still playing
  106: SeanKebs (Canada), still playing
  107: Serge777serge (United Kingdom), still playing
  108: SmokinAce820 (United Kingdom), still playing
  109: Solojuve1010 [2] (Switzerland), still playing
  110: Soo-b94 [2] (Argentina), still playing
  111: SpecTre/F (Brazil), still playing
  112: SplitTheBill (Canada), still playing
  113: Spuki13 (Germany), still playing
  114: TAffonsoBR (Brazil), still playing
  115: THOtotheMAS (Canada), still playing
  116: TOoFT (Switzerland), still playing
  117: TRICKYM89 (United Kingdom), still playing
  118: TchynAS (Belgium), still playing
  119: TdragonJYP (South Korea), still playing
  120: Tedinho93 (Brazil), still playing
  121: The Manolito (Austria), still playing
  122: TheDomotron (United Kingdom), still playing
  123: Themotion13 [2] (Brazil), still playing
  124: Torino45 (Switzerland), still playing
  125: Ulle0007 (Denmark), still playing
  126: UneditedDwarf (United Kingdom), still playing
  127: Uqash198636 (United Kingdom), still playing
  128: V1ru$69 (Germany), still playing
  129: Varguinho91 (Brazil), still playing
  130: Victor201491 (Brazil), still playing
  131: Vini gauchoo (Brazil), still playing
  132: VoodooFrenzy (Uzbekistan), still playing
  133: Witalijuz (Lithuania), still playing
  134: Wladney (Brazil), still playing
  135: Xumbin Jr (Brazil), still playing
  136: [GM]VISH (Brazil), still playing
  137: _elleo_16 (Switzerland), still playing
  138: abolger91 (Ireland), still playing
  139: adagiogeeza (United Kingdom), still playing
  140: alaouinajib (Morocco), still playing
  141: allann017 (Brazil), still playing
  142: alshota (Belarus), still playing
  143: an1k1tos23 [2] (Greece), still playing
  144: and adega [2] (Brazil), still playing
  145: anup returns [2] (United Kingdom), still playing
  146: autentik21 (Hungary), still playing
  147: b0MMEER (Chile), still playing
  148: benharrisnz (New Zealand), still playing
  149: boladao_39 (Brazil), still playing
  150: brian 27979 (United Kingdom), still playing
  151: brxdzh (United Kingdom), still playing
  152: bubba1911 (Canada), still playing
  153: canario508 (Argentina), still playing
  154: captainQC420 (Canada), still playing
  155: carula83 (Argentina), still playing
  156: cfc_marcos (Brazil), still playing
  157: cheapplayer1 (Canada), still playing
  158: chloe2435 (United Kingdom), still playing
  159: cl@udio757 [2] (Argentina), still playing
  160: da taip (Lithuania), still playing
  161: dedssantoss [2] (Brazil), still playing
  162: dipereirasp [2] (Brazil), still playing
  163: dudu23n (Brazil), still playing
  164: durham1133 (United Kingdom), still playing
  165: dylanhio [2] (Belgium), still playing
  166: dyna140 (Mexico), still playing
  167: eashward (New Zealand), still playing
  168: edesgezam (Hungary), still playing
  169: elbson dhone (Brazil), still playing
  170: elmiau1 (Argentina), still playing
  171: eltomaso13 (Argentina), still playing
  172: erisss [2] (Ecuador), still playing
  173: ernestfrisk (United Kingdom), still playing
  174: faelmichelman33 (Brazil), still playing
  175: fanmetallica (Argentina), still playing
  176: felipr (Brazil), still playing
  177: frankcapra (United Kingdom), still playing
  178: frediott (Switzerland), still playing
  179: ftmals (United Kingdom), still playing
  180: gamblerBUBU (Brazil), still playing
  181: ginotoro32 (Argentina), still playing
  182: gordp99 (Canada), still playing
  183: grozuta (Bulgaria), still playing
  184: guiomoraes (Brazil), still playing
  185: gutolpacheco (Brazil), still playing
  186: hafford99 (Canada), still playing
