PokerStars Tournament #3908026616, No Limit Hold'em
Buy-In: $9.80/$1.20 USD
1868 players
Total Prize Pool: $10000.00 USD 
Tournament started 2025/07/15 17:02:00 BRT [2025/07/15 16:02:00 ET]

  1: ! DOIIIING ! (Germany), still playing
  2: #1shuckster (Canada), still playing
  3: $$$CAMEL.T86 (Ukraine), still playing
  4: $trateGema (Germany), still playing
  5: $wanswan (Ireland), still playing
  6: *HeRzWinKy* (Austria), still playing
  7: 01Duarte (Brazil), still playing
  8: 11SPIN [2] (Slovakia), still playing
  9: 11magic1111 (Canada), still playing
  10: 13122020 (Greece), still playing
  11: 18Dennis99 [2] (Germany), still playing
  12: 19cosmo91happy (Denmark), still playing
  13: 1_option_1 [2] (Luxembourg), still playing
  14: 1luckybubble (United Kingdom), still playing
  15: 1nsalubrious (Brazil), still playing
  16: 235795r (Brazil), still playing
  17: 289mike5696 (Canada), still playing
  18: 2sneverloss [3] (United Kingdom), still playing
  19: 3 croft bro (United Kingdom), still playing
  20: 30516632 (Brazil), still playing
  21: 3SCristian (Brazil), still playing
  22: 3luckysevens (United Kingdom), still playing
  23: 44 WoLF 444 (Armenia), still playing
  24: 47anfake (Sweden), still playing
  25: 4Kings_Hit [2] (United Kingdom), still playing
  26: 5girl837 (Canada), still playing
  27: 6AMBL3R [2] (Belgium), still playing
  28: 77-NEXUS-77 [2] (Belgium), still playing
  29: 7:::.Guzmán [2] (Mexico), still playing
  30: 7jujuba7 (Brazil), still playing
  31: 84Emjay84 (Switzerland), still playing
  32: 95RB95 [3] (Slovakia), still playing
  33: 9Sereja [2] (Kazakhstan), still playing
  34: <3 miku (Kazakhstan), still playing
  35: A.Cruz8 (Ireland), still playing
  36: A3Pacific [2] (United Kingdom), still playing
  37: AAMimmokiAA (Germany), still playing
  38: AAgerosAA (Malta), still playing
  39: AApaulKK (United Kingdom), still playing
  40: AAriccioKK (Brazil), still playing
  41: ADSWOOD paul (United Kingdom), still playing
  42: AJ Chapo [2] (United Kingdom), still playing
  43: AJordenA (Belgium), still playing
  44: ALL BOYS 13 (Argentina), still playing
  45: ARTRAISER (Brazil), still playing
  46: ATK1990 (Germany), still playing
  47: AZAgnoletto [2] (Brazil), still playing
  48: AapoNegreanu [2] (Finland), still playing
  49: AceKicker_19 (Canada), still playing
  50: Adamka9405 [2] (Hungary), still playing
  51: AfcP7 (Romania), still playing
  52: Afernandez2021 (Switzerland), still playing
  53: Alejandrod32 (Argentina), still playing
  54: Aletota14 (Brazil), still playing
  55: Alex Murakam (Brazil), still playing
  56: Alexandre18A [2] (Brazil), still playing
  57: AllInDaBin (United Kingdom), still playing
  58: Amarelloco (Brazil), still playing
  59: AndersonLimapb (Brazil), still playing
  60: Andre germanoo [2] (Brazil), still playing
  61: Another Dane (Denmark), still playing
  62: AnteroBH (Brazil), still playing
  63: Anzhelika65 (Belarus), still playing
  64: AokiJrBr [3] (Brazil), still playing
  65: Apiolu (Argentina), still playing
  66: Arli888 (Kazakhstan), still playing
  67: Arrivider4i (Ukraine), still playing
  68: Artemq4 (Kazakhstan), still playing
  69: Arwands [2] (Belarus), still playing
  70: AshModai90 [2] (Estonia), still playing
  71: Assad91 (Argentina), still playing
  72: Astrochino (Brazil), still playing
  73: Atajan7388 (Turkmenistan), still playing
  74: BB1963240 [2] (Germany), still playing
  75: BORN2SHINE (Sweden), still playing
  76: BSCmoo (United Kingdom), still playing
  77: BSieben (Brazil), still playing
  78: Bambii8719 (United Kingdom), still playing
  79: Bankerimpp (Germany), still playing
  80: BarrieButsers87 (Switzerland), still playing
  81: BeastLarks (United Kingdom), still playing
  82: Beloki86 (Finland), still playing
  83: BenJen92 (United Kingdom), still playing
  84: Bertuqui420 (Brazil), still playing
  85: Beto Macedo CCH (Brazil), still playing
  86: Bgusso (Brazil), still playing
  87: Bi3r3Blanch3 (Switzerland), still playing
  88: Billy H. 1969 (Ukraine), still playing
  89: BlackSayo [3] (Kazakhstan), still playing
  90: Blake45645 [2] (United Kingdom), still playing
  91: Blankenese720 [2] (Germany), still playing
  92: BlindRazorJJ (United Kingdom), still playing
  93: Blini2208 (Germany), still playing
  94: Bloom714 (Ukraine), still playing
  95: Blowymind99 (United Kingdom), still playing
  96: Blufftome_72 (Germany), still playing
  97: Boni1988G (Germany), still playing
  98: BossNow.S (Belarus), still playing
  99: Bozo Bozal (Brazil), still playing
  100: BrenoSecchin [2] (Brazil), still playing
  101: Brnx302 (Slovakia), still playing
  102: Brotstick [2] (Germany), still playing
  103: Brurovisky (Brazil), still playing
  104: Buckled24 (Canada), still playing
  105: CATTALYN [2] (United Kingdom), still playing
  106: CELEBRATI0NS (Ireland), still playing
  107: CMESSAA (Brazil), still playing
  108: Catatau143 (Brazil), still playing
  109: Cebola948 (Brazil), still playing
  110: Centurio663 [2] (Germany), still playing
  111: ChaseTyler14 (Canada), still playing
  112: Chefkrelle (Denmark), still playing
  113: Chiudakas [2] (Lithuania), still playing
  114: ChrisLee1609 (Germany), still playing
  115: ChristianBR4 (Brazil), still playing
  116: Chuurk (Brazil), still playing
  117: CisiSCCP (Brazil), still playing
  118: Clandestin07 [2] (Brazil), still playing
  119: Cleiton V. (Brazil), still playing
  120: Collateral77 [2] (Bulgaria), still playing
  121: Cordeiro212 (Brazil), still playing
  122: Cornoscot (United Kingdom), still playing
  123: Cr!T!cL (Germany), still playing
  124: CryMeARiver369 (Brazil), still playing
  125: DDEXXMT [3] (Malta), still playing
  126: DHFUN3490 [2] (Finland), still playing
  127: DODYSgyn [2] (Brazil), still playing
  128: DVN1800 (Malta), still playing
  129: Daddddymufff [3] (United Kingdom), still playing
  130: DamiDrare (Belgium), still playing
  131: Dan_robertz [2] (United Kingdom), still playing
  132: Dane4ka555 (Ukraine), still playing
  133: DaniGubert [2] (Brazil), still playing
  134: Danno7philli (United Kingdom), still playing
  135: DanteWinch (Brazil), still playing
  136: Dark Wiper (Lithuania), still playing
  137: DarkziN6 (Brazil), still playing
  138: Darn L (United Kingdom), still playing
  139: DaviXiAr (Brazil), still playing
  140: DavveN86 (Sweden), still playing
  141: De_Schlingel (Germany), still playing
  142: Deadpool7620 (Denmark), still playing
  143: Deduda (Belarus), still playing
  144: Deniiiz_AAAA (Austria), still playing
  145: Der_Zocker78 [2] (Germany), still playing
  146: Deskjet640c (Lithuania), still playing
  147: Dibralec (Brazil), still playing
  148: Dimitrio333 (Ukraine), still playing
  149: Dioguim87 (Brazil), still playing
  150: Dirck77 (Belgium), still playing
  151: Dobrun911 (Ukraine), still playing
  152: Doctor2D (Denmark), still playing
  153: Dott.Boom (Ireland), still playing
  154: Douk1989 (Greece), still playing
  155: Dr. Wet Fart (United Kingdom), still playing
  156: Dr.Durrrq (Latvia), still playing
  157: Drdri21 (Greece), still playing
  158: Dueces4Days [2] (New Zealand), still playing
  159: DuendeRasta [3] (Argentina), still playing
  160: Dumitriu Radu (Romania), still playing
  161: DzMartin100 (Malta), still playing
  162: EICameIeonFR (Hungary), still playing
  163: EagleOwl7777 (United Kingdom), still playing
  164: Eaglov [2] (Morocco), still playing
  165: EarDSnake (Chile), still playing
  166: Edo1398 (Armenia), still playing
  167: EduardoR9' [2] (Brazil), still playing
  168: Ekamerik (Switzerland), still playing
  169: ElOso2798 [2] (Argentina), still playing
  170: Elwood G (Canada), still playing
  171: Elysioum (United Kingdom), still playing
  172: Emersonzz12 (Brazil), still playing
  173: Enex96 (Germany), still playing
  174: Erodita99 (Germany), still playing
  175: EugeneShev [3] (Ukraine), still playing
  176: F.Shariff. (United Kingdom), still playing
  177: FCDD_chekist (Ukraine), still playing
  178: FIESTAGR9 (Greece), still playing
  179: FISCAAL (Brazil), still playing
  180: FRANKEL@1414 (United Kingdom), still playing
  181: FTerrão (Brazil), still playing
