PokerStars Tournament #3910305971, No Limit Hold'em
Buy-In: $20.00/$2.00 USD
3453 players
Total Prize Pool: $34530.00 USD 
Tournament started 2025/07/23 14:30:00 BRT [2025/07/23 13:30:00 ET]

  1: #27JETS [2] (Canada), still playing
  2: $partan4ik (Belarus), still playing
  3: 00AceToFace (Slovakia), still playing
  4: 01461958 [2] (Greece), still playing
  5: 0darkrider0 [2] (Belgium), still playing
  6: 11oduplica (Argentina), still playing
  7: 13albertg (United Kingdom), still playing
  8: 1wighty (Canada), still playing
  9: 2blossjaeklar (Sweden), still playing
  10: 2george2gg [2] (Ukraine), still playing
  11: 30516632 (Brazil), still playing
  12: 55annsand [2] (Sweden), still playing
  13: 6not9 [2] (Lithuania), still playing
  14: 8gam€ (Slovakia), still playing
  15: AAdiniz (Brazil), still playing
  16: AGV AA90 (Brazil), still playing
  17: AKAA117 (Brazil), still playing
  18: AMAUTER (Ukraine), still playing
  19: APrado1 (Brazil), still playing
  20: ARTRAISER (Brazil), still playing
  21: ATLG1 (Ukraine), still playing
  22: AbulFadl (Estonia), still playing
  23: Ac-King00 (Austria), still playing
  24: AdioZ31 [3] (Lithuania), still playing
  25: Aedars (Switzerland), still playing
  26: AhilesPre (Argentina), still playing
  27: Al3x1zz (Sweden), still playing
  28: Aldo18042002 [2] (Mexico), still playing
  29: Alin4ik02 (Austria), still playing
  30: Amandainno (Denmark), still playing
  31: Amauri410 (Brazil), still playing
  32: Anaspe (Moldova), still playing
  33: Andre Abreu (Malta), still playing
  34: Andrei200825 (Romania), still playing
  35: Andy5200 [2] (Switzerland), still playing
  36: AntJakson [2] (Estonia), still playing
  37: Antrage99 (Mexico), still playing
  38: Apetor240 (Sweden), still playing
  39: ArenaCapua (United Kingdom), still playing
  40: ArlesG (Brazil), still playing
  41: Astrochino (Brazil), still playing
  42: AtomicZoom [2] (United Kingdom), still playing
  43: Avatal (Ukraine), still playing
  44: B.Paulino [3] (Brazil), still playing
  45: BDTM [3] (United Kingdom), still playing
  46: BMKbmksr [2] (Morocco), still playing
  47: BOSS9944 [2] (Germany), still playing
  48: Badinho1989 (Brazil), still playing
  49: Ballcrusher1987 (Switzerland), still playing
  50: Balmasquer [3] (Switzerland), still playing
  51: BaraCPH [2] (Denmark), still playing
  52: Barjanko (Slovakia), still playing
  53: Bauer44 (Canada), still playing
  54: Beachbum229 [3] (Germany), still playing
  55: Benitoj19 (Argentina), still playing
  56: Bergmannen [3] (Sweden), still playing
  57: Biel_KingKK [3] (Brazil), still playing
  58: Bitencourth00 (Brazil), still playing
  59: BlackAmi [3] (United Kingdom), still playing
  60: BobbbyLoL (Finland), still playing
  61: Bombe6 [3] (Germany), still playing
  62: Bravado_P (Canada), still playing
  63: Bruderluke (Switzerland), still playing
  64: Bruno.Godoy2 (Brazil), still playing
  65: BrunoStrek [2] (Brazil), still playing
  66: Brurovisky (Brazil), still playing
  67: BuddyAces2 (Germany), still playing
  68: Bullmarket13 (Ireland), still playing
  69: Bullrani [2] (United Kingdom), still playing
  70: C.Fischer90 [2] (Denmark), still playing
  71: C05MIN2 (United Kingdom), still playing
  72: C0sm0 M!nd (Brazil), still playing
  73: CHIPSCRAZYY (Brazil), still playing
  74: CaioManhaes (Brazil), still playing
  75: Capirov [2] (Brazil), still playing
  76: Cardanus (Ukraine), still playing
  77: CartaBrancAA (Brazil), still playing
  78: ChaChaSliz (United Kingdom), still playing
  79: CharlieDewey (United Kingdom), still playing
  80: Charlieboy12345 [3] (United Kingdom), still playing
  81: CherryB94 [2] (Ireland), still playing
  82: Chirola7777 [2] (Uruguay), still playing
  83: Chizhik-d (Kazakhstan), still playing
  84: ChrisLee1609 (Germany), still playing
  85: ChrisMac2000 (Ireland), still playing
  86: Chrizz1381 [2] (Germany), still playing
  87: ChubaLero [3] (Argentina), still playing
  88: CliniquHappy (Ukraine), still playing
  89: CordeiroJL (Brazil), still playing
  90: CraigAzzy (United Kingdom), still playing
  91: Crumble777 [2] (United Kingdom), still playing
  92: CuanCasey05 (Ireland), still playing
  93: CurlyWurlz [2] (United Kingdom), still playing
  94: D. Taylor01 [3] (United Kingdom), still playing
  95: DFD1909 (Brazil), still playing
  96: Da5ch (Canada), still playing
  97: DallastraJM (Brazil), still playing
  98: Damodar dhakal [2] (Nepal), still playing
  99: Dan Alcazar (Guatemala), still playing
  100: Dananaudan94 [3] (Germany), still playing
  101: DangrusDM (Belarus), still playing
  102: DanielJulio1 (Brazil), still playing
  103: Davidovski (Canada), still playing
  104: Dazjas (United Kingdom), still playing
  105: DefBeat976 (Mongolia), still playing
  106: Deichrapper (Germany), still playing
  107: Dekinhu (Brazil), still playing
  108: DerKarteMann (Denmark), still playing
  109: Devrim_1979@M (Switzerland), still playing
  110: Deyvson 97 (Brazil), still playing
  111: Dino Darby [3] (Isle Of Man), still playing
  112: DionataPZZ (Brazil), still playing
  113: Djivvo (Sweden), still playing
  114: DonShark14 (United Kingdom), still playing
  115: Donkalinho (Estonia), still playing
  116: DorflexBr (Brazil), still playing
  117: DouglasNicol (Brazil), still playing
  118: Dr. Wet Fart (United Kingdom), still playing
  119: DrPoita (Brazil), still playing
  120: Dönig (Austria), still playing
  121: EICameIeonFR [3] (Hungary), still playing
  122: EOBIXXX (Brazil), still playing
  123: EYSTEINN95 (Malta), still playing
  124: EarletheGr8 (Canada), still playing
  125: El startis [2] (Sweden), still playing
  126: Eliseu00 (Brazil), still playing
  127: EmersoMegane (Brazil), still playing
  128: Enex96 [2] (Germany), still playing
  129: EugeneShev (Ukraine), still playing
  130: Eugler111 [2] (Germany), still playing
  131: Excluziv_ee (Belarus), still playing
  132: Feerapoker (Brazil), still playing
  133: Felipe9646 (Argentina), still playing
  134: Fernan137 (Belgium), still playing
  135: FernandesDiz [2] (Brazil), still playing
  136: FiesteroAA [2] (Argentina), still playing
  137: Finkan14 (Canada), still playing
  138: Fis01 (Brazil), still playing
  139: Flama9310 (Mexico), still playing
  140: Flavio32125 (Brazil), still playing
  141: FlavioLN (Brazil), still playing
  142: FlipMaster08 [2] (Brazil), still playing
  143: Focuswow777 [2] (Ukraine), still playing
  144: FoldMachine5 (Malta), still playing
  145: FollowTheBreath [2] (Costa Rica), still playing
  146: ForgottCard (Sweden), still playing
  147: Foxy_Donkey (Denmark), still playing
  148: Fradidani739 [2] (Hungary), still playing
  149: Franklinfb (Brazil), still playing
  150: FullTilltGuy (Moldova), still playing
  151: Furckito (Brazil), still playing
  152: Fuuuuuuull (Brazil), still playing
  153: G.Prestess (Brazil), still playing
  154: GZingano (Brazil), still playing
  155: Gagomelo (Brazil), still playing
  156: Gamotongayro [3] (Greece), still playing
  157: Gapinhoslo (Slovenia), still playing
  158: GeorgyV32 [2] (Romania), still playing
  159: GerrrM1 (Argentina), still playing
  160: Gerson'GR' (Brazil), still playing
  161: Ghiiiiiiiiiisi (Brazil), still playing
  162: GiMac (United Kingdom), still playing
  163: Gianiaki (Brazil), still playing
  164: GlassofWisky (Mexico), still playing
  165: GoTelesGO (Brazil), still playing
  166: Goldi9202 (Ireland), still playing
  167: Gomide30 (Brazil), still playing
  168: GotintowiN [2] (United Kingdom), still playing
  169: Grasquet (Costa Rica), still playing
  170: GreatMann (Ukraine), still playing
  171: Greenpear91 (Belarus), still playing
  172: Gretute11 [3] (Lithuania), still playing
  173: Guga970001 (Luxembourg), still playing
  174: GuiCP [2] (Brazil), still playing
  175: Guilherme Kulik (Brazil), still playing
  176: Gutlaufen (Malta), still playing
  177: Hallon123452 [3] (Sweden), still playing
  178: Hapsiainenn (Finland), still playing
  179: HeadKoach1987 (Switzerland), still playing
  180: Hede76 [2] (Finland), still playing
  181: HenkeGG21 (Sweden), still playing
  182: Hijodelmare (Brazil), still playing
  183: Hooks999775 (United Kingdom), still playing
  184: Horror nk (Kazakhstan), still playing
  185: Hremia [2] (Greece), still playing
  186: Hugalo13 [2] (Brazil), still playing
  187: Hugz72 (United Kingdom), still playing
  188: I GG YOU (Sweden), still playing
  189: I Play Cash (United Kingdom), still playing
  190: I'llTheBest [2] (Brazil), still playing
  191: IIILEONIDASIII (Malta), still playing
  192: IMPERA 10 [3] (Brazil), still playing
  193: I`m Parasite (Ukraine), still playing
