PokerStars Tournament #3920442453, No Limit Hold'em
Buy-In: $14.70/$1.80 USD
1067 players
Total Prize Pool: $7682.40 USD 
Tournament started 2025/08/21 14:30:00 BRT [2025/08/21 13:30:00 ET]

  1: #c_jr15 (Brazil), still playing
  2: -shameLi- (Switzerland), still playing
  3: 08621 (Ukraine), still playing
  4: 101funt186 (Ukraine), still playing
  5: 1Rolts1 (Estonia), still playing
  6: 4akuFT (Ukraine), still playing
  7: 53bah32 (United Kingdom), still playing
  8: 57julian (Switzerland), still playing
  9: 72offfz (Brazil), still playing
  10: 7HolyVirtues (United Kingdom), still playing
  11: A.Martinns (Brazil), still playing
  12: AIG55 [2] (United Kingdom), still playing
  13: ASA94 (Brazil), still playing
  14: AZAgnoletto (Brazil), still playing
  15: AdaltoJrBR (Brazil), still playing
  16: AlekseiNorel (Ukraine), still playing
  17: Alekseygrodno (Belarus), still playing
  18: AlexSanchezaz [2] (Ukraine), still playing
  19: AlqvimiztA (Brazil), still playing
  20: Alvaro.027 [3] (Brazil), still playing
  21: Anao19 (Brazil), still playing
  22: Andrey_2177 (Ukraine), still playing
  23: Arcanjo9917 (Brazil), still playing
  24: Arnisss (United Kingdom), still playing
  25: Artemq4 (Kazakhstan), still playing
  26: B.Paulino [2] (Brazil), still playing
  27: BARMANA6 [2] (Bulgaria), still playing
  28: BBkkk1 (Romania), still playing
  29: BadaloaFill (Brazil), still playing
  30: Balodens (Finland), still playing
  31: Bazinga23CRF (Brazil), still playing
  32: BlessedTrue (Belarus), still playing
  33: BlindesHuhn8 (Austria), still playing
  34: Blom96 (Sweden), still playing
  35: Bolko17 (Slovenia), still playing
  36: Breanzini16 (Brazil), still playing
  37: Brex57 (Canada), still playing
  38: Bruno_sta (Brazil), still playing
  39: CaioFerraz AK (Brazil), still playing
  40: Caio_Bras_SP (Brazil), still playing
  41: Camis Semidi (Brazil), still playing
  42: Canoe12718 (Ireland), still playing
  43: Cebola948 [2] (Brazil), still playing
  44: CesarAAnd (Brazil), still playing
  45: Chiesaraise (Brazil), still playing
  46: Chroonic (Brazil), still playing
  47: Clixx0815 (Germany), still playing
  48: Clutchdonk (Ireland), still playing
