PokerStars Tournament #3916203239, No Limit Hold'em
Buy-In: $14.70/$1.80 USD
1461 players
Total Prize Pool: $10519.20 USD 
Tournament started 2025/08/07 14:30:00 BRT [2025/08/07 13:30:00 ET]

  1: 10jqkaflus (Brazil), still playing
  2: 29ruthless (United Kingdom), still playing
  3: 53gary53 [3] (United Kingdom), still playing
  4: 69_sinwithme (Ukraine), still playing
  5: 77blackviper (Germany), still playing
  6: AHarzer [3] (Germany), still playing
  7: ALEX_kingpk (Brazil), still playing
  8: ASA94 (Brazil), still playing
  9: AamiUa (Ukraine), still playing
  10: Adil Mussin (Kazakhstan), still playing
  11: Alek$win (Ukraine), still playing
  12: Alekseygrodno (Belarus), still playing
  13: AlqvimiztA (Brazil), still playing
  14: AmazingPlay9 (Brazil), still playing
  15: AntJakson (Estonia), still playing
  16: Antunes Gaa (Brazil), still playing
  17: Arthurdsgeo (Brazil), still playing
  18: ArtiniShivilsky [2] (Brazil), still playing
  19: Asso30 (Germany), still playing
  20: Balodens (Finland), still playing
  21: Betoriver [3] (Argentina), still playing
  22: Biodelic420 (Brazil), still playing
  23: Blackgrindfr (Thailand), still playing
  24: Blankenese720 [3] (Germany), still playing
  25: BluffyPotato [2] (Greece), still playing
  26: Bozo Bozal (Brazil), still playing
  27: Br@mmer (Denmark), still playing
  28: Bretera (Brazil), still playing
  29: Bulba2 (Ukraine), still playing
  30: BullShooters170 (Austria), still playing
  31: Burninglion202 (Switzerland), still playing
  32: ButtleBoy (Ukraine), still playing
  33: Callmetowarr (Brazil), still playing
  34: Camis Semidi (Brazil), still playing
  35: ClutchMoneyAP (Denmark), still playing
  36: Cris chucky (Brazil), still playing
  37: CrushWhales (Brazil), still playing
  38: D1360Pereira (Brazil), still playing
  39: DDDeluxe [2] (Finland), still playing
  40: DEERV (Brazil), still playing
  41: Dani 19971 [2] (Austria), still playing
  42: DarkSkies21 (Brazil), still playing
  43: Dekor12 (Germany), still playing
  44: DelijaVL (Slovenia), still playing
  45: DeosDraco777 (Switzerland), still playing
  46: DorflexBr (Brazil), still playing
  47: Dr.Colle (Brazil), still playing
  48: Drudz777 (Brazil), still playing
  49: DxCrispimT (Brazil), still playing
  50: Elisey87 (Belarus), still playing
  51: Erica2131 (Hungary), still playing
  52: FStoerBitt [2] (Brazil), still playing
  53: Faet N (Brazil), still playing
  54: Falcaogol (Brazil), still playing
  55: Fedeleiva10 (Argentina), still playing
  56: Focuswow777 (Ukraine), still playing
  57: Forsberg888 (Switzerland), still playing
  58: FransnV [2] (Belgium), still playing
  59: Garos27 (Belarus), still playing
  60: Gugrand (Brazil), still playing
  61: Hachem006 [3] (Germany), still playing
  62: HappyOKA [2] (Belarus), still playing
  63: Hijodelmare (Brazil), still playing
  64: Hy_Fans (Germany), still playing
  65: IIGÃO (Brazil), still playing
  66: Iamcaraaa (Mexico), still playing
  67: IceFire12338 [2] (Brazil), still playing
  68: Ivo Neto 12 (Brazil), still playing
  69: Jbarroso10 (Brazil), still playing
  70: JepsP (Brazil), still playing
  71: Jewete (Mexico), still playing
  72: Jividela (Argentina), still playing
  73: Johankan (Denmark), still playing
