PokerStars Tournament #3914634314, No Limit Hold'em
Buy-In: $9.80/$1.20 USD
2722 players
Total Prize Pool: $16390.00 USD 
Tournament started 2025/08/07 14:30:00 BRT [2025/08/07 13:30:00 ET]

  1: #4FourOne1# (Brazil), still playing
  2: 00_Blackout (Brazil), still playing
  3: 01DEXTER01 (Sweden), still playing
  4: 06springer06 [3] (Canada), still playing
  5: 0IQCa11er (Mexico), still playing
  6: 0PTI-MEN (Brazil), still playing
  7: 100dom [2] (United Kingdom), still playing
  8: 11oduplica (Argentina), still playing
  9: 13albertg (United Kingdom), still playing
  10: 14caio (Brazil), still playing
  11: 18sechzig (Germany), still playing
  12: 1913_Gbr (Brazil), still playing
  13: 1Rolts1 (Estonia), still playing
  14: 1Seryoga85 (Ukraine), still playing
  15: 1eac (Belarus), still playing
  16: 1pizzadude (Canada), still playing
  17: 22ATZE22 (Germany), still playing
  18: 29ruthless (United Kingdom), still playing
  19: 2nd'Bee (Ukraine), still playing
  20: 3NEP (Bulgaria), still playing
  21: 420dagger [2] (Brazil), still playing
  22: 47anfake [3] (Sweden), still playing
  23: 4bettertommorow (Greece), still playing
  24: 4lovr (Germany), still playing
  25: 51239 (Belarus), still playing
  26: 57julian (Switzerland), still playing
  27: 5AAAKKK5 (Belarus), still playing
  28: 69Brazil [2] (Brazil), still playing
  29: 69_sinwithme (Ukraine), still playing
  30: 6AMBL3R [2] (Belgium), still playing
  31: 77 Maia (Brazil), still playing
  32: 7jujuba7 (Brazil), still playing
  33: 888rupert888 [2] (United Kingdom), still playing
  34: 9nein9nein [2] (Switzerland), still playing
  35: ACONSIGLIERE (Brazil), still playing
  36: ALEX_kingpk (Brazil), still playing
  37: AMAUTER [2] (Ukraine), still playing
  38: ANachi20 (Argentina), still playing
  39: APL 03 (Brazil), still playing
  40: ARICCI.BOSSO (Greece), still playing
  41: ARKONY [2] (Ukraine), still playing
  42: ARTRAISER (Brazil), still playing
  43: ASA94 (Brazil), still playing
  44: AamiUa [2] (Ukraine), still playing
  45: Abarashow (Brazil), still playing
  46: AceWise [2] (United Kingdom), still playing
  47: Agussolari (Argentina), still playing
  48: AkAbinoAK (Brazil), still playing
  49: Aleelchiri0303 (Uruguay), still playing
  50: AlekseiNorel (Ukraine), still playing
  51: Alekseygrodno (Belarus), still playing
  52: Aletota14 (Brazil), still playing
  53: Alex Murakam (Brazil), still playing
  54: AlexBogla (Ukraine), still playing
  55: AlexDimogiorgis (Malta), still playing
  56: AlpeMan (Denmark), still playing
  57: AlrightJack (Malta), still playing
  58: Als19 (United Kingdom), still playing
  59: Alvinegro22 (Brazil), still playing
  60: Alyrbacsi (United Kingdom), still playing
  61: AndMarch (Belarus), still playing
  62: Andssu10 [2] (Brazil), still playing
