PokerStars Tournament #3916201915, No Limit Hold'em
Buy-In: $10.27/$0.73 USD
499 players
Total Prize Pool: $5124.73 USD 
Tournament started 2025/08/07 17:35:00 BRT [2025/08/07 16:35:00 ET]

  1: -t,tq-,zft@z (Austria), still playing
  2: 112martyr (Ireland), still playing
  3: 235795r (Brazil), still playing
  4: 8gam€ (Slovakia), still playing
  5: AALAVANDOSKI (Brazil), still playing
  6: AArKKas13 (Brazil), still playing
  7: AAzolowAA (Brazil), still playing
  8: ASautin123 (Belarus), still playing
  9: AdamG2009 (United Kingdom), still playing
  10: Addicted&Old (United Kingdom), still playing
  11: Adilson166 (Brazil), still playing
  12: Alada222 (Brazil), still playing
  13: Alan_Smith31 (Sweden), still playing
  14: Alvaro.027 (Brazil), still playing
  15: Archierenard (Sweden), still playing
  16: ArmaghLad20 (Ireland), still playing
  17: Bennbot5 (Germany), still playing
  18: Bianco13Verde [2] (Greece), still playing
  19: BigLando1 (Brazil), still playing
  20: BlindRazorJJ [2] (United Kingdom), still playing
  21: BoineHer (Sweden), still playing
  22: BoredLucan (United Kingdom), still playing
  23: Bozo Bozal (Brazil), still playing
  24: BrunoStrek (Brazil), still playing
  25: BundesEvgeny (Armenia), still playing
  26: C23pede (Denmark), still playing
  27: CHOCO4500 (Belgium), still playing
  28: CaioFerraz AK (Brazil), still playing
  29: Callmetowarr (Brazil), still playing
  30: Camis Semidi (Brazil), still playing
  31: Caristhon.fé [2] (Brazil), still playing
  32: ChefCurry985 (New Zealand), still playing
  33: Craaazy101 [2] (Brazil), still playing
  34: Cris chucky (Brazil), still playing
  35: CuanCasey05 (Ireland), still playing
  36: D1360Pereira (Brazil), still playing
  37: DSM09 [2] (Brazil), still playing
  38: Dallinhoo (Sweden), still playing
  39: DarkSkies21 (Brazil), still playing
  40: Dekinhu (Brazil), still playing
  41: DrPoita (Brazil), still playing
  42: Drudz777 (Brazil), still playing
  43: DustinK197 (Austria), still playing
  44: Eagleziinn (Brazil), still playing
  45: East1655 [2] (Finland), still playing
  46: ElOso2798 (Argentina), still playing
  47: Emersonzz12 (Brazil), still playing
  48: Everton_KQJ (Brazil), still playing
  49: Evil_Luci (Germany), still playing
  50: F1oba (Brazil), still playing
  51: FAIZ1985 (Germany), still playing
  52: FadeToGrey91 (United Kingdom), still playing
  53: Falcaogol (Brazil), still playing
  54: Felipe688 (Brazil), still playing
  55: FlaShhXx47 (Hungary), still playing
  56: Forzberg (United Kingdom), still playing
  57: FränkyTänky (Germany), still playing
