PokerStars Tournament #3918744129, No Limit Hold'em
Buy-In: $2.94/$0.36 USD
4282 players
Total Prize Pool: $6166.08 USD 
Tournament started 2025/08/18 15:05:00 BRT [2025/08/18 14:05:00 ET]

  1: 1150224 [2] (Greece), still playing
  2: 12cães (Brazil), still playing
  3: 88XxLeaderxX88 (Brazil), still playing
  4: AESC13 (Brazil), still playing
  5: AceBero63 [2] (Bulgaria), still playing
  6: AdriánCobain (Argentina), still playing
  7: Alienhun28 (Hungary), still playing
  8: AndreMota13 (Brazil), still playing
  9: Anuar Zhan star [2] (Kazakhstan), still playing
  10: BOCA950 (Brazil), still playing
  11: BenMoomin (United Kingdom), still playing
  12: Benjhao12 (Chile), still playing
  13: Bluf_To_Much [2] (Moldova), still playing
  14: Chohe [3] (Costa Rica), still playing
  15: ChubaLero [2] (Argentina), still playing
  16: ClaretboyATB (United Kingdom), still playing
  17: Coco99Wanted (Romania), still playing
  18: DaniBoti (Brazil), still playing
  19: Death Cruell [2] (Brazil), still playing
  20: Deivison 171 (Brazil), still playing
  21: Dilks741 (United Kingdom), still playing
  22: Dinosaurie (Sweden), still playing
  23: Don Axyl (Greece), still playing
  24: Drezznott (Brazil), still playing
  25: EasyMoneyDoro (Brazil), still playing
  26: Ell12370 [2] (United Kingdom), still playing
  27: FOMALGOUT (Ukraine), still playing
  28: FranKKKKRN (Brazil), still playing
  29: GuiDs.Iub (Brazil), still playing
  30: Guido47/51 (Brazil), still playing
  31: HCQPR4 (United Kingdom), still playing
  32: Helton345 [3] (Brazil), still playing
  33: HoyniXD (Faroe Islands), still playing
  34: Hypno097 (Sweden), still playing
  35: Iaroslav12 (Ukraine), still playing
  36: Immortal666ZXC (Ukraine), still playing
  37: Insidious16 (Ecuador), still playing
  38: Ivan-Dop0608 (Ukraine), still playing
  39: JCGringo09 (Brazil), still playing
  40: JakobsLadder (Mexico), still playing
  41: Jhonatan1904 (Brazil), still playing
  42: Junior La206 [2] (Brazil), still playing
  43: Jupa1981 [3] (Mexico), still playing
  44: KINGSTARS111 (Canada), still playing
  45: Kakaio [2] (Brazil), still playing
  46: Kirilos83 [2] (Brazil), still playing
  47: Kosoy-glas (Vietnam), still playing
  48: L3VI_7X (Slovakia), still playing
  49: LUCA$$$270183 [6] (Romania), still playing
  50: LaPatriePL (Canada), still playing
  51: Livino Showtime (Brazil), still playing
  52: Lowb1rb (Germany), still playing
  53: Lucasbergc (Brazil), still playing
  54: LuchitoNob74 (Argentina), still playing
  55: LuizAlbaneze (Brazil), still playing
  56: MarcusCeri (Brazil), still playing
  57: Mateusbvini (Brazil), still playing
  58: Miciato (Brazil), still playing
  59: MrDB Poker (Canada), still playing
  60: Mr_E_Jen [2] (United Kingdom), still playing
  61: Narangonis [2] (Germany), still playing
  62: Neto_Peruzzo (Brazil), still playing
  63: Nigh7 Wi$h (Greece), still playing
  64: PastorOsny (Brazil), still playing
  65: Peu Ivo (Brazil), still playing
  66: Pk F Santos [2] (Brazil), still playing
  67: Pokerbiker59 (Germany), still playing
  68: PuercoRicoo (Switzerland), still playing
  69: Rambo'sM60 [2] (United Kingdom), still playing
  70: Ratán [2] (Argentina), still playing
  71: RdsfubuDF [2] (Brazil), still playing
  72: Riksholm (Finland), still playing
  73: Rolikasas (United Kingdom), still playing
  74: Roma140288 (Belarus), still playing
  75: SOY PATO355 (Argentina), still playing
  76: Saandroalves (Brazil), still playing
  77: SergusAA (Belarus), still playing
  78: SeveroGoneCrazy (Brazil), still playing
  79: SpecTre/F [2] (Brazil), still playing
  80: Spy1964 (Germany), still playing
  81: Sr.Lukete (Brazil), still playing
  82: Troubaduren (Denmark), still playing
  83: Tuberola [3] (Brazil), still playing
  84: Vlad_Uzumaki (Belarus), still playing
  85: Vrs28804 (Romania), still playing
  86: WSS31 (Brazil), still playing
  87: YukonStacks (Canada), still playing
  88: Zhylkos (Ukraine), still playing
  89: adorno04 [4] (Brazil), still playing
  90: alex_dr1983 (Belarus), still playing
  91: astamatitos7 [3] (Greece), still playing
