PokerStars Tournament #3916203431, No Limit Hold'em
Buy-In: $9.80/$1.20 USD
1035 players
Total Prize Pool: $10143.00 USD 
Tournament started 2025/08/10 14:00:00 BRT [2025/08/10 13:00:00 ET]

  1: $ammyBoy (United Kingdom), still playing
  2: 10lionel95 (Germany), still playing
  3: 1dayrell (Brazil), still playing
  4: 4DahGloRy (United Kingdom), still playing
  5: 88riddick88 (Hungary), still playing
  6: ABDOUL575 [2] (Malta), still playing
  7: ASA94 (Brazil), still playing
  8: Abdalinha26 (Brazil), still playing
  9: AceWise (United Kingdom), still playing
  10: AlexDimogiorgis (Malta), still playing
  11: AlexG1986 (Germany), still playing
  12: Alky_JK (United Kingdom), still playing
  13: AllQuantic (Brazil), still playing
  14: Amauri Lara (Brazil), still playing
  15: AndyC96 (Canada), still playing
  16: AnimalAsLeader [2] (Estonia), still playing
  17: AntanasV2 [2] (Lithuania), still playing
  18: AokiJrBr (Brazil), still playing
  19: ApresBoarder (United Kingdom), still playing
  20: Aragornn25 (United Kingdom), still playing
  21: ArceHR (Brazil), still playing
  22: ArtiniShivilsky (Brazil), still playing
  23: Arttuli [2] (Finland), still playing
  24: Arunas_Idas (Latvia), still playing
  25: Arwands (Belarus), still playing
  26: AtlasLEX*9 (United Kingdom), still playing
  27: Augi67 (Germany), still playing
  28: BOBYRRN10 [2] (Brazil), still playing
  29: BOCA950 (Brazil), still playing
  30: Bakfickan (Sweden), still playing
  31: Bedze (United Kingdom), still playing
  32: Beto Macedo CCH [2] (Brazil), still playing
  33: Betoriver [3] (Argentina), still playing
  34: BielEmydio (Brazil), still playing
  35: BlindRazorJJ (United Kingdom), still playing
  36: BluesMan.Ha (Brazil), still playing
  37: Bolek0815 [2] (Germany), still playing
  38: Bozo Bozal (Brazil), still playing
  39: BradPitre4Bet (Switzerland), still playing
  40: BrenoSecchin (Brazil), still playing
  41: Brewju (Canada), still playing
  42: BubbleBoy297 (United Kingdom), still playing
  43: BundesEvgeny (Armenia), still playing
  44: ButterMeBaby (Austria), still playing
  45: C0sm0 M!nd (Brazil), still playing
  46: CMESSAA (Brazil), still playing
  47: CONCURSEIRONATO (Brazil), still playing
  48: Caio SCCP 83 (Brazil), still playing
  49: CallMeBerni (Canada), still playing
  50: CardinalWFC (United Kingdom), still playing
  51: CarefullyChosen (Brazil), still playing
  52: Chatez (United Kingdom), still playing
  53: CheeDDou (Brazil), still playing
  54: Chris Doggy (United Kingdom), still playing
  55: Chrissi2k (Germany), still playing
  56: Chromagnon [3] (Sweden), still playing
  57: Chuchi1987 (Nicaragua), still playing
  58: Cordeiro212 (Brazil), still playing
  59: CordeiroJL (Brazil), still playing
  60: Corn280 [2] (Germany), still playing
  61: Cr!T!cL (Germany), still playing
  62: Cwien (Estonia), still playing
  63: Cynthia2022 [2] (Switzerland), still playing
  64: DANKSY92 [2] (United Kingdom), still playing
  65: DDEXXMT (Malta), still playing
  66: DSantanna87 [2] (Brazil), still playing
  67: DaanI1420 (Argentina), still playing
  68: Dartvödör06 (Hungary), still playing
  69: Darylmore91 (United Kingdom), still playing
  70: Dawson74404 (United Kingdom), still playing
  71: DenGamleDame (Denmark), still playing
  72: Der Besen (Denmark), still playing
  73: Dexxt3r (Mexico), still playing
  74: Dgeeza1 (United Kingdom), still playing
  75: DiasSM (Brazil), still playing
  76: Diego17996 (United Kingdom), still playing
  77: Dimalik39 (Kyrgyzstan), still playing
  78: Douglas00100 (Brazil), still playing
  79: Dr0kos (Malta), still playing
  80: DrPoita (Brazil), still playing
  81: Drag0nflye (United Kingdom), still playing
  82: Dublin2011 (Ireland), still playing
  83: DustinK197 (Austria), still playing
  84: DzynasLt (Lithuania), still playing
  85: EMT250 [2] (Brazil), still playing
  86: EOBIXXX (Brazil), still playing
  87: Eco de Luden (Brazil), still playing
  88: Ed Marques (Brazil), still playing
  89: EireMaverick [2] (Ireland), still playing
  90: Ejl92 (Bulgaria), still playing
  91: El_Rille01 (Germany), still playing
  92: ElconeJQ [3] (New Zealand), still playing
  93: Emersonzz12 (Brazil), still playing
  94: Ernie195970 (Ireland), still playing
  95: Evandro A® (Brazil), still playing
  96: Exhaust II (Canada), still playing
  97: Explacet (Switzerland), still playing
  98: Fedezun (Argentina), still playing
  99: Fefo Ig (Argentina), still playing
  100: FishAndFurious (Argentina), still playing
  101: Fjuncker [2] (Denmark), still playing
  102: FlavioDuraes (Brazil), still playing
  103: FmoraesP (Brazil), still playing
  104: FoldinMcQuit (Germany), still playing
  105: Franks65929 [2] (Germany), still playing
  106: Freensh (Belgium), still playing
  107: G.David$on (United Kingdom), still playing
  108: G.Prestess (Brazil), still playing
  109: G_AlvesCP (Brazil), still playing
  110: Gabee Gato (Brazil), still playing
  111: GabrielM1995 (Brazil), still playing
  112: Gamb4zinho (Brazil), still playing
  113: GenteFina93 (Brazil), still playing
  114: Ghosst-11 [2] (Argentina), still playing
  115: GodNemes1s (Finland), still playing
  116: GoodmanAR (Argentina), still playing
  117: GrandoGui [2] (Brazil), still playing
  118: GrayHassine84 (United Kingdom), still playing
  119: GritFab (Austria), still playing
  120: Guga970001 (Luxembourg), still playing
  121: Gus_el_Mago (Brazil), still playing
  122: GustavoWSOP (Brazil), still playing
  123: HUNFENCER (Hungary), still playing
  124: Hangoover9 (Sweden), still playing
  125: HarryBeeve (Canada), still playing
  126: HenryMorr378 (United Kingdom), still playing
  127: Hewwaaaa (Sweden), still playing
  128: HeySunGod (Greece), still playing
  129: HisokaQQQQ (Brazil), still playing
  130: Hkan.br [2] (Brazil), still playing
  131: HugoFabri [2] (Brazil), still playing
  132: Hulkyyyy (Romania), still playing
  133: IIIINGENSSSS [2] (Canada), still playing
  134: ISmellToast (Canada), still playing
  135: I_RaisyDaizy_I (Malta), still playing
  136: IceOhlajdIce (Belarus), still playing
  137: Icky2601 (United Kingdom), still playing
  138: Ilusionita21 (Brazil), still playing
  139: Insignificent (United Kingdom), still playing
  140: Isildur7777 (Ireland), still playing
  141: IvoCongonhas (Brazil), still playing
  142: JNQB [2] (Brazil), still playing
  143: JSKPlayer196 (Germany), still playing
  144: JaSaToCo (United Kingdom), still playing
  145: JanoCR3 (Brazil), still playing
  146: Jay129869 [2] (United Kingdom), still playing
  147: Jesskli (Brazil), still playing
  148: Jim'sb@ck [2] (Romania), still playing
  149: Jimbuddy21 (United Kingdom), still playing
  150: JohnPaiste (Argentina), still playing
  151: Jokrq (Brazil), still playing
  152: Jonnnyxd (Brazil), still playing
  153: Joris2210 [2] (Belgium), still playing
  154: JoryBoy77 (Brazil), still playing
  155: JuVeNicko_93 (Denmark), still playing
  156: July Van7 (Ukraine), still playing
  157: K0L0SAGATEL (Kazakhstan), still playing
  158: K1NGST1FFL3RR (Germany), still playing
  159: KINGWONKA (Argentina), still playing
  160: KKingmaker (Ukraine), still playing
  161: Kabouboul (Morocco), still playing
  162: Kebndev (Canada), still playing
  163: Kenyflax_069 (Belgium), still playing
  164: Ketamine2801 (Romania), still playing
  165: Kihlström (Sweden), still playing
  166: King KT83 (United Kingdom), still playing
  167: Kolloxxh [2] (Denmark), still playing
  168: Koolal_pkr (Belgium), still playing
  169: Kotan_Zt [2] (Ukraine), still playing
  170: L.Giangiulio (Brazil), still playing
  171: LaGoS.gr [2] (Greece), still playing
  172: Lanttupoika [2] (Finland), still playing
  173: Leandro P150 [2] (Brazil), still playing
  174: Leonsi000 (United Kingdom), still playing
  175: Lilita88 (Bulgaria), still playing
  176: Limpfer (Lithuania), still playing
  177: Lucramos96 (Brazil), still playing
  178: Löwendal (Sweden), still playing
  179: M Vannucchi [2] (Brazil), still playing
  180: M1r4cl38 (Lithuania), still playing
  181: MTEUSAMPAIO (Brazil), still playing
  182: MacL0v1n (Canada), still playing
  183: Machidon7 (Romania), still playing
  184: Mad Dionysus (Latvia), still playing
  185: MarioDutraJR (Brazil), still playing
  186: MarkViniii (Brazil), still playing
  187: Massey_Crush (United Kingdom), still playing
  188: Matze 90451 (Guatemala), still playing
  189: Mertz18 [2] (Denmark), still playing
  190: Michael13038 [2] (Belgium), still playing
  191: Mick3605 (Canada), still playing
  192: Morroi (Brazil), still playing
  193: Mr.Kruges (Canada), still playing
  194: MrChocolat777 (Mauritius), still playing
  195: MrRockefeller (Armenia), still playing
  196: N00body23 (Belgium), still playing
  197: Nachito0507 (Argentina), still playing
  198: NcoreFerko (Hungary), still playing
  199: Neene0 [2] (Brazil), still playing
  200: NikiBickle (Malta), still playing
  201: Nilton AAndrade [2] (Brazil), still playing
  202: NineBe [2] (Brazil), still playing
  203: NotHereFish (Brazil), still playing
  204: OMGSOMKEWEED (Switzerland), still playing
  205: Olegarioplay (Brazil), still playing
  206: Olli8Dauti (Switzerland), still playing
  207: Ossi82 [2] (Germany), still playing
  208: PAMPAGR (Argentina), still playing
  209: Pachekowski (Brazil), still playing
  210: Paje1803 [3] (Brazil), still playing
  211: Palladioom (Belgium), still playing
  212: PansaRN (Brazil), still playing
  213: Patriani (Brazil), still playing
  214: Patricio8291 [3] (Argentina), still playing
  215: Patrick Maya [2] (Brazil), still playing
  216: PesoArg (Argentina), still playing
  217: Petron247 [3] (Denmark), still playing
  218: Picasso9494 (Germany), still playing
  219: Pikiniki ™ (Brazil), still playing
  220: Pikkemand420 (Denmark), still playing
  221: Pink Power R (United Kingdom), still playing
  222: Pittolino [2] (Germany), still playing
  223: Pking4991 (United Kingdom), still playing
  224: Psych0P4th (Canada), still playing
  225: PsychOrwell (Germany), still playing
  226: Q0R1 [2] (Germany), still playing
  227: R. Sousa F. (Brazil), still playing
  228: RAMOS149 (Brazil), still playing
  229: RCP.Lima (Brazil), still playing
  230: RJ_HAGER (Switzerland), still playing
  231: RRONNEY (Brazil), still playing
  232: Radford999 [2] (United Kingdom), still playing
  233: Rafael Juhrs (Brazil), still playing
  234: RealEasy619 (Finland), still playing
  235: RedJohn333 (United Kingdom), still playing
  236: RenanLaPola (Brazil), still playing
  237: Reynolds89 (United Kingdom), still playing
  238: Rodiao (Brazil), still playing
  239: Rodrigoxd12 (Brazil), still playing
  240: Rular Rune (Sweden), still playing
  241: S.FILTH (Ukraine), still playing
  242: S4DD4M (Germany), still playing
  243: SHARA666 (Ukraine), still playing
  244: SHENG082 (Japan), still playing
  245: SVGianfranco (Argentina), still playing
  246: Saedin1 (Argentina), still playing
  247: SamirFloripa (Brazil), still playing
  248: SanayCASINO (Ukraine), still playing
  249: Sargent1891 (Sweden), still playing
  250: Savvy Gent (Denmark), still playing
  251: SenseiPoker21 (Armenia), still playing
  252: Sip777555 (Switzerland), still playing
  253: SkemGeeMan (United Kingdom), still playing
  254: Sntri (Finland), still playing
  255: Stinnnnnn (Switzerland), still playing
  256: Sussiunaus (Finland), still playing
  257: SwedishSpursFan (Sweden), still playing
  258: Sänd (Switzerland), still playing
  259: T.Mamataliev (South Korea), still playing
  260: TDomBi (Hungary), still playing
  261: TLNo.13 (Romania), still playing
  262: TOMBATLE [2] (Romania), still playing
  263: TRNSLTR (Latvia), still playing
  264: TakashiEsa (Brazil), still playing
  265: TchynAS (Belgium), still playing
  266: Tedinho93 (Brazil), still playing
  267: The Dyer (United Kingdom), still playing
  268: The Yasuo [2] (Brazil), still playing
  269: TheDomotron (United Kingdom), still playing
  270: The_Senseman (Germany), still playing
  271: ThiagoFasttt (Brazil), still playing
  272: Tibi810812 (Switzerland), still playing
  273: Tonzera [2] (Brazil), still playing
  274: TopLobster [2] (Canada), still playing
  275: Tyrxc (United Kingdom), still playing
  276: VaFadrian (Romania), still playing
  277: Varguinho91 (Brazil), still playing
  278: Varle84 (Ukraine), still playing
  279: Vergoncha04 (Argentina), still playing
