PokerStars Tournament #3914634373, No Limit Hold'em
Buy-In: $9.80/$1.20 USD
3463 players
Total Prize Pool: $16968.70 USD 
Tournament started 2025/08/08 13:30:00 BRT [2025/08/08 12:30:00 ET]

  1: #27JETS (Canada), still playing
  2: #Runmarker (Sweden), still playing
  3: $tarosta (Vietnam), still playing
  4: $west$tas$ [2] (Greece), still playing
  5: -Gallesz89- (Hungary), still playing
  6: -Leathem- (New Zealand), still playing
  7: -birren- (Sweden), still playing
  8: 08621 [3] (Ukraine), still playing
  9: 0s0n0a0k0e (Austria), still playing
  10: 100444 [2] (Paraguay), still playing
  11: 100dom [2] (United Kingdom), still playing
  12: 101funt186 (Ukraine), still playing
  13: 13FARTUMASTI07 (Ukraine), still playing
  14: 13albertg (United Kingdom), still playing
  15: 1985Acura [3] (South Korea), still playing
  16: 19joe95 (United Kingdom), still playing
  17: 19pocoloco88 (Switzerland), still playing
  18: 1MERCIER1 (Ukraine), still playing
  19: 1Rolts1 [2] (Estonia), still playing
  20: 1Seryoga85 (Ukraine), still playing
  21: 1XtraVert (Kazakhstan), still playing
  22: 1olaf5 [2] (Switzerland), still playing
  23: 1wighty [2] (Canada), still playing
  24: 2001133 (Lithuania), still playing
  25: 23sabotage (Belarus), still playing
  26: 26michail72 (Austria), still playing
  27: 282828drakon (United Kingdom), still playing
  28: 2D0NKY [2] (Switzerland), still playing
  29: 30/13-138 (Ukraine), still playing
  30: 333YUriy333 [3] (Ukraine), still playing
  31: 3ZENCOLD [2] (United Kingdom), still playing
  32: 3amanuxa (Ukraine), still playing
  33: 3andkom_Ljoker (Morocco), still playing
  34: 41ElCapo02 (Switzerland), still playing
  35: 4DahGloRy (United Kingdom), still playing
  36: 53gary53 (United Kingdom), still playing
  37: 69_sinwithme (Ukraine), still playing
  38: 6not9 (Lithuania), still playing
  39: 76198 [2] (Slovakia), still playing
  40: 77 Maia (Brazil), still playing
  41: 7deucedaves711 (United Kingdom), still playing
  42: 7€_Xandl (Austria), still playing
  43: 85champ07 (Canada), still playing
  44: 888rupert888 (United Kingdom), still playing
  45: 8gam€ (Slovakia), still playing
  46: A.Ifty (United Kingdom), still playing
  47: A.Marichescu (Germany), still playing
  48: A.Olavo (Brazil), still playing
  49: A1waysW1n (Ukraine), still playing
  50: AAifonly [2] (United Kingdom), still playing
  51: AAugustoAA1 (Argentina), still playing
  52: ABKSever (Ukraine), still playing
  53: AByS19 [3] (Germany), still playing
  54: AMGF580 [2] (Brazil), still playing
  55: APrado1 (Brazil), still playing
  56: ART00POP (Belgium), still playing
  57: ARTES-Artem (Ukraine), still playing
  58: ARenzoA (United Kingdom), still playing
  59: AZAgnoletto [2] (Brazil), still playing
  60: AamiUa (Ukraine), still playing
  61: AbayKarimov [3] (Kazakhstan), still playing
  62: Accroach (South Korea), still playing
  63: AchillesBG (Bulgaria), still playing
  64: Adamo26 (Germany), still playing
  65: Adau (Austria), still playing
  66: Ademarfagund [3] (Brazil), still playing
  67: AdioZ31 (Lithuania), still playing
  68: Agahir (Switzerland), still playing
  69: Agussolari (Argentina), still playing
  70: AhilesPre [2] (Argentina), still playing
  71: Al3ss4ndro86 (Luxembourg), still playing
  72: AlSaHim97 (Brazil), still playing
  73: Alejandrod32 [2] (Argentina), still playing
  74: AleksChalyy (Ukraine), still playing
  75: Alema9 (Brazil), still playing
  76: Alex447447 [3] (Canada), still playing
  77: AlexMakedonsky (Moldova), still playing
  78: AlexPerez77 [2] (Brazil), still playing
  79: AlexandreAnd (Brazil), still playing
  80: AlexandreDrops [2] (Brazil), still playing
  81: Alger20 (Estonia), still playing
  82: Alika DJ (Argentina), still playing
  83: Alisspurred [3] (United Kingdom), still playing
  84: AllanvigCRF (Brazil), still playing
  85: AlmightyA (Ukraine), still playing
  86: Alpohi83CH [2] (Switzerland), still playing
  87: AmourDesFleurs (Morocco), still playing
  88: Andrebrito1 [2] (Brazil), still playing
  89: AndriuxaN [3] (Lithuania), still playing
  90: AngeStar (Germany), still playing
  91: Anonymous2411 (Bulgaria), still playing
  92: AntenorN (Brazil), still playing
  93: Antonio199211 (Kyrgyzstan), still playing
  94: Arli888 (Kazakhstan), still playing
  95: Arrivider4i (Ukraine), still playing
  96: Artemq4 (Kazakhstan), still playing
  97: Astrochino (Brazil), still playing
  98: AwCmonnow (New Zealand), still playing
  99: B.Paulino [2] (Brazil), still playing
  100: BARCA77 (Estonia), still playing
  101: BCarneiro 86 (Brazil), still playing
  102: BELARUS_Polak (Belarus), still playing
  103: BMKbmksr (Morocco), still playing
  104: BOCA950 (Brazil), still playing
  105: BOliveira97 [3] (Brazil), still playing
  106: BR All-in-e (Brazil), still playing
  107: BaCKT0BaSIC$ (Canada), still playing
  108: Backa_95 (Sweden), still playing
  109: Badbeat05544 (United Kingdom), still playing
  110: Badinho1989 [2] (Brazil), still playing
  111: Baffraff [3] (Switzerland), still playing
  112: Bagganas [3] (Sweden), still playing
  113: BaladeiroTV [2] (Brazil), still playing
  114: Barqtz (Brazil), still playing
  115: Barrettinh0 (Canada), still playing
  116: Bastille7 (United Kingdom), still playing
  117: Beatrice_TH (Bulgaria), still playing
  118: BeauB3au (Ireland), still playing
  119: Beloki86 (Finland), still playing
  120: Bennett1035 (United Kingdom), still playing
  121: BenoneRemi (Ireland), still playing
  122: Benoniroyal (Germany), still playing
  123: Benvenuti 98 (Brazil), still playing
  124: Bergmannen (Sweden), still playing
  125: Berkowitz33 [2] (Brazil), still playing
  126: BestManu [2] (Argentina), still playing
  127: Beto Macedo CCH [3] (Brazil), still playing
  128: Bibs1888 (United Kingdom), still playing
  129: BielEmydio (Brazil), still playing
  130: BielzeraGOD [2] (Brazil), still playing
  131: Big Money Marsh (United Kingdom), still playing
  132: BiscuitBobby (United Kingdom), still playing
  133: BlessedTrue (Belarus), still playing
  134: BlindesHuhn8 (Austria), still playing
  135: Bluf_To_Much (Moldova), still playing
  136: BluffyPotato (Greece), still playing
  137: BobJow93 (Brazil), still playing
  138: Bobby1o (Austria), still playing
  139: Bolek0815 [2] (Germany), still playing
  140: Bombe6 (Germany), still playing
  141: Bonnerup21 (Denmark), still playing
  142: BossNow.S (Belarus), still playing
  143: Boyden123 (Canada), still playing
  144: Br0ke24/7 (Germany), still playing
  145: Bramko007 [2] (Greece), still playing
  146: Brenii94 (Brazil), still playing
  147: BrenoSecchin (Brazil), still playing
  148: BronxMike114 (Germany), still playing
  149: Brunaozera [2] (Brazil), still playing
  150: BuffyK511 (Belarus), still playing
  151: Bumbulbee_G (United Kingdom), still playing
  152: Bump&Flex (United Kingdom), still playing
  153: Burlaka780 [2] (Canada), still playing
  154: Byzesoze (United Kingdom), still playing
  155: C0C0PoK$r [2] (Argentina), still playing
  156: C0mpetition (Ukraine), still playing
  157: C4LSF [2] (Brazil), still playing
  158: CA.Belli18 (Ireland), still playing
  159: CAMISA1088 [2] (Brazil), still playing
  160: CBA_DAVE (Switzerland), still playing
  161: CCKeenan (United Kingdom), still playing
  162: CHAKALA7777 [2] (Germany), still playing
  163: Cachofr [3] (Bolivia), still playing
  164: Cags1965 (United Kingdom), still playing
  165: Canada0404 [2] (Canada), still playing
  166: Canoe12718 (Ireland), still playing
  167: Capirov (Brazil), still playing
  168: CapreseSalad [2] (Switzerland), still playing
  169: CaptainGiga (Brazil), still playing
  170: Cardanus (Ukraine), still playing
  171: CartaBrancAA [2] (Brazil), still playing
  172: Cashine94 [2] (Germany), still playing
  173: Cerecof (Greece), still playing
  174: Cezy123 [2] (Canada), still playing
  175: Chakra47 [2] (Romania), still playing
  176: Chameleon_ki (Ukraine), still playing
  177: Chapperman (United Kingdom), still playing
  178: CharlieK47 [2] (United Kingdom), still playing
  179: Chelito1981 [2] (Uruguay), still playing
  180: Chencinski (Brazil), still playing
  181: ChertseyYid (United Kingdom), still playing
  182: ChipsFrisch193 (Germany), still playing
  183: ChrisLee1609 (Germany), still playing
  184: ChristianBR4 (Brazil), still playing
  185: Chrusto (Slovakia), still playing
  186: ChubaLero (Argentina), still playing
  187: Churchelio [2] (United Kingdom), still playing
  188: Claire671 (United Kingdom), still playing
  189: Clappasaur (United Kingdom), still playing
  190: Clouudd. (Ireland), still playing
  191: Cmoneagle [2] (United Kingdom), still playing
  192: Co$mo$88 (Moldova), still playing
  193: CoBByy (Ireland), still playing
  194: CocoNUTS.br (Brazil), still playing
  195: CocolinoShow (Romania), still playing
  196: Coloboration (Belarus), still playing
  197: CondPoker (Brazil), still playing
  198: Conejo 2269 (Argentina), still playing
  199: Congrat$ (Brazil), still playing
