PokerStars Tournament #3914634312, No Limit Hold'em
Buy-In: $9.80/$1.20 USD
2735 players
Total Prize Pool: $15000.00 USD 
Tournament started 2025/08/07 13:30:00 BRT [2025/08/07 12:30:00 ET]

  1: #1shuckster (Canada), still playing
  2: #c_jr15 (Brazil), still playing
  3: $tarosta (Vietnam), still playing
  4: -Trebor1968- (United Kingdom), still playing
  5: 00AceToFace [3] (Slovakia), still playing
  6: 0121D [2] (United Kingdom), still playing
  7: 0IQCa11er (Mexico), still playing
  8: 0nly4value (Germany), still playing
  9: 0stroudy0 (United Kingdom), still playing
  10: 100dom (United Kingdom), still playing
  11: 11oduplica (Argentina), still playing
  12: 14caio (Brazil), still playing
  13: 1Seryoga85 (Ukraine), still playing
  14: 1tomjack2 (United Kingdom), still playing
  15: 1xoNe (Belarus), still playing
  16: 23sabotage (Belarus), still playing
  17: 2nd'Bee (Ukraine), still playing
  18: 33twoface719 (Germany), still playing
  19: 36Duri9 (United Kingdom), still playing
  20: 3964Evgeny (Belarus), still playing
  21: 3NEP [2] (Bulgaria), still playing
  22: 420dagger (Brazil), still playing
  23: 4THEGLORY4 [2] (Romania), still playing
  24: 5AAAKKK5 (Belarus), still playing
  25: 62dino (Germany), still playing
  26: 69_sinwithme (Ukraine), still playing
  27: 77 Maia (Brazil), still playing
  28: 847449 (Lithuania), still playing
  29: 99CFC99 (United Kingdom), still playing
  30: 9nein9nein (Switzerland), still playing
  31: AA-KEVIN1 [2] (Austria), still playing
  32: AALAVANDOSKI (Brazil), still playing
  33: AAdonkeY066 (Brazil), still playing
  34: AAgerosAA (Malta), still playing
  35: AAifonly (United Kingdom), still playing
  36: AAzolowAA (Brazil), still playing
  37: AHEADU (Finland), still playing
  38: ALEX_kingpk (Brazil), still playing
  39: ANachi20 (Argentina), still playing
  40: AQsuit [2] (Switzerland), still playing
  41: AWR69 (Canada), still playing
  42: AZAgnoletto (Brazil), still playing
  43: AamiUa [2] (Ukraine), still playing
  44: AdaltoJrBR (Brazil), still playing
  45: Ademarfagund (Brazil), still playing
  46: Aksakalbro (Kyrgyzstan), still playing
  47: Alanm1999 [2] (Argentina), still playing
  48: Aldo18042002 (Mexico), still playing
  49: Alee2508 [2] (Greece), still playing
  50: Alek2209 (Germany), still playing
  51: AlekseiNorel (Ukraine), still playing
  52: Alex Murakam (Brazil), still playing
  53: Alex447447 (Canada), still playing
  54: AlexBogla (Ukraine), still playing
  55: AlexDimogiorgis (Malta), still playing
  56: Alexmaster5 (Mexico), still playing
  57: Alilu14 (Switzerland), still playing
  58: AlmightyA (Ukraine), still playing
  59: Alpollo0903 [2] (Austria), still playing
  60: AlqvimiztA (Brazil), still playing
  61: Amarante1981 [2] (Switzerland), still playing
  62: AndreiPost (Sweden), still playing
  63: Andreibingo (Romania), still playing
  64: AndyFCB [3] (Germany), still playing
