PokerStars Tournament #3918386812, No Limit Hold'em
Buy-In: $6.69/$0.81 USD
886 players
Total Prize Pool: $2987.60 USD 
Tournament started 2025/08/14 16:30:00 BRT [2025/08/14 15:30:00 ET]

  1: $$tr8 Hemp (Brazil), still playing
  2: $Kita$171 (Japan), still playing
  3: $ergio09 (Brazil), still playing
  4: 00gap00 (Brazil), still playing
  5: 0IQCa11er (Mexico), still playing
  6: 0spleak0 (Greece), still playing
  7: 13FARTUMASTI07 (Ukraine), still playing
  8: 1913_Gbr (Brazil), still playing
  9: 47anfake (Sweden), still playing
  10: 4everBrothers [2] (Bulgaria), still playing
  11: 4lovr (Germany), still playing
  12: 50()5084 [2] (Canada), still playing
  13: @ly&&0ntimão (Brazil), still playing
  14: AIBoot10 (Morocco), still playing
  15: ALEX_kingpk (Brazil), still playing
  16: AamiUa (Ukraine), still playing
  17: AbulFadl (Estonia), still playing
  18: AcesBrewery (Argentina), still playing
  19: Ackez (Sweden), still playing
  20: Agussolari (Argentina), still playing
  21: AkshAA (United Kingdom), still playing
  22: Algotoys (United Kingdom), still playing
  23: Aliaksandr144 (Belarus), still playing
  24: Alutis (Thailand), still playing
  25: Amacintyr318 (United Kingdom), still playing
  26: Andssu10 (Brazil), still playing
  27: Anunn@ki (Argentina), still playing
  28: Artemq4 (Kazakhstan), still playing
  29: Arwands (Belarus), still playing
  30: Azarvil (Ukraine), still playing
  31: BB.ENE0414 (Mongolia), still playing
  32: BCarneiro 86 (Brazil), still playing
  33: BKOOL99 (Canada), still playing
  34: BOBYRRN10 (Brazil), still playing
  35: Badinho1989 (Brazil), still playing
  36: BadshinZ (Switzerland), still playing
  37: Bagata1990 (Brazil), still playing
  38: BaladeiroTV (Brazil), still playing
  39: Balodens (Finland), still playing
  40: Barma76 (Kazakhstan), still playing
  41: Bee Larus (Belarus), still playing
  42: Beleza mate (United Kingdom), still playing
  43: BenDover1132 (Sweden), still playing
  44: Benitoj19 (Argentina), still playing
  45: BenizD (Switzerland), still playing
  46: Bené991 (Brazil), still playing
  47: Bi3r3Blanch3 [2] (Switzerland), still playing
  48: BigFox296 (United Kingdom), still playing
  49: Blazertron76 (United Kingdom), still playing
  50: BobbyG444 (United Kingdom), still playing
  51: Boipepe95 (Belgium), still playing
  52: Bongo2003 (Finland), still playing
  53: BrunaL100 (Brazil), still playing
  54: Bruno Dos Tres (United Kingdom), still playing
  55: Bruno Ganz (Denmark), still playing
  56: BrunoFillipy (Brazil), still playing
  57: Caliope21 (Brazil), still playing
  58: Cam Shows (Canada), still playing
  59: Cande712 (Argentina), still playing
  60: Ceviour (Canada), still playing
  61: Chachocah21 (Argentina), still playing
  62: Chalkyman (United Kingdom), still playing
  63: Choch87 (Kazakhstan), still playing
  64: Clixx0815 (Germany), still playing
  65: CreativeLogic (Greece), still playing
  66: D1EGOYL10 [2] (Argentina), still playing
  67: DAGUEME (Brazil), still playing
  68: DOMPAULO22 (Brazil), still playing
  69: DUFF MAN899 (Brazil), still playing
  70: DanielTheFather (United Kingdom), still playing
  71: Danilochess0 (Brazil), still playing
  72: DanteWinch (Brazil), still playing
  73: DaveLeBarbare (Switzerland), still playing
  74: Davferca (Costa Rica), still playing
  75: Davieooo (United Kingdom), still playing
  76: Dbrain97 (Brazil), still playing
  77: DeddysHome (Brazil), still playing
  78: DegasRoger (Brazil), still playing
  79: Demiquele12 (Brazil), still playing
  80: Descartes_Rene (Brazil), still playing
  81: DiegoBarbosa87 (Brazil), still playing
  82: Diegopratico [2] (Brazil), still playing
  83: Diogo D.G.W (Brazil), still playing
  84: DirJr90 (Brazil), still playing
  85: Domingues1997 (Brazil), still playing
  86: DonTako08 (Bolivia), still playing
  87: Dr Death466 (United Kingdom), still playing
  88: Dr_RafaelMF (Brazil), still playing
  89: Driftoid (Austria), still playing
  90: EMERSON186 (Brazil), still playing
  91: EMagissa (Greece), still playing
  92: ENUFSAIDFISH (United Kingdom), still playing
  93: EZQUISS (Brazil), still playing
