PokerStars Tournament #3914634454, No Limit Hold'em
Buy-In: $9.80/$1.20 USD
1406 players
Total Prize Pool: $13778.80 USD 
Tournament started 2025/08/09 16:02:00 BRT [2025/08/09 15:02:00 ET]

  1: $ammyBoy [2] (United Kingdom), still playing
  2: 00gap00 (Brazil), still playing
  3: 04oneone (United Kingdom), still playing
  4: 100dom [2] (United Kingdom), still playing
  5: 10jqkaflus (Brazil), still playing
  6: 13Brazzo13 (Hungary), still playing
  7: 1Kronos (Finland), still playing
  8: 200and (United Kingdom), still playing
  9: 88XxLeaderxX88 (Brazil), still playing
  10: 88riddick88 (Hungary), still playing
  11: AAp_OL (Canada), still playing
  12: AKEVA85 (Ireland), still playing
  13: ARenzoA (United Kingdom), still playing
  14: ASAP75 (Belgium), still playing
  15: Abdalinha26 (Brazil), still playing
  16: AbulFadl (Estonia), still playing
  17: Adisaga [3] (Switzerland), still playing
  18: Alecarto (Chile), still playing
  19: Alejandrod32 (Argentina), still playing
  20: Alex Murakam (Brazil), still playing
  21: AlexG1986 (Germany), still playing
  22: AlwaysChillin (Brazil), still playing
  23: Andrebrito1 (Brazil), still playing
  24: Andreronei (Brazil), still playing
  25: Angel_bill5 [2] (Brazil), still playing
  26: AntEater919 (United Kingdom), still playing
  27: AntJakson [3] (Estonia), still playing
  28: AokiJrBr [2] (Brazil), still playing
  29: ArceHR [2] (Brazil), still playing
  30: BBoa19 (Brazil), still playing
  31: BGAMN (United Kingdom), still playing
  32: BOLIS_CTBA (Brazil), still playing
  33: BQQZ90820 (United Kingdom), still playing
  34: BaladeiroTV (Brazil), still playing
  35: Bav7 (United Kingdom), still playing
  36: BernieBirdbadas (Denmark), still playing
  37: Bibonow (Canada), still playing
  38: Bibs1888 (United Kingdom), still playing
  39: BigBuck812 (Canada), still playing
  40: Bl4ckCat77 (Brazil), still playing
  41: BlindRazorJJ [3] (United Kingdom), still playing
  42: Bluff4hashi [2] (United Kingdom), still playing
  43: Borgesxx (Brazil), still playing
  44: Brenii94 (Brazil), still playing
  45: Brian_12_as (Argentina), still playing
  46: Brookstj500 (Ireland), still playing
  47: COB_NTGUILTY (Ukraine), still playing
  48: CONCURSEIRONATO [2] (Brazil), still playing
  49: CaliGirl004 (Hungary), still playing
  50: Cancun7747 (Canada), still playing
  51: Cebolaa490 (Brazil), still playing
  52: Chuurk (Brazil), still playing
  53: Cornelita (Switzerland), still playing
  54: Crazylegs365 (Ireland), still playing
  55: Cwien (Estonia), still playing
  56: Cythian182 (United Kingdom), still playing
  57: D PitcherAK (Canada), still playing
  58: D0nkeyface [2] (United Kingdom), still playing
  59: Dane4ka555 (Ukraine), still playing
  60: DanieOcean (Belgium), still playing
  61: DanielKingz (Belgium), still playing
  62: DarkWinDuk (Germany), still playing
  63: Deano199510 [2] (United Kingdom), still playing
  64: DeswINGer1111 (Malta), still playing
  65: DevineAkua2023 [3] (Mexico), still playing
  66: Didsbury67 (United Kingdom), still playing
  67: Diego Visosa (Argentina), still playing
  68: Dignics64 (United Kingdom), still playing
  69: Dobrun911 (Ukraine), still playing
  70: Donkettone (Denmark), still playing
  71: Draga330 (Luxembourg), still playing
  72: Driftoid (Austria), still playing
  73: Dublin2011 [2] (Ireland), still playing
  74: ELMATADOR009 (Brazil), still playing
  75: Eazy Monroe [2] (Germany), still playing
  76: Eduard0Felipe [2] (Brazil), still playing
  77: El_Ferrit0 [2] (United Kingdom), still playing
  78: Eltonio23 (United Kingdom), still playing
  79: EvrFrost (Finland), still playing
  80: FUllofAAceS (Brazil), still playing
  81: Fishmongoose [3] (United Kingdom), still playing
  82: FoRm4T (Brazil), still playing
  83: GPegado (Brazil), still playing
  84: Gagomelo (Brazil), still playing
  85: Gamb4zinho (Brazil), still playing
  86: Ganjabriel (Chile), still playing
  87: Gary_Nicol (United Kingdom), still playing
  88: GgCuervo1908 (Argentina), still playing
  89: Guga970001 [2] (Luxembourg), still playing
  90: Guilherme Kulik (Brazil), still playing
  91: Hangoover9 [2] (Sweden), still playing
  92: Harmweber7878 (Switzerland), still playing
  93: HeadKoach1987 (Switzerland), still playing
  94: Hernandes777 (Brazil), still playing
  95: Hugoholland51 (United Kingdom), still playing
  96: Hunttheshunt (United Kingdom), still playing
  97: Hurjajuha [2] (Finland), still playing
  98: Il Professore.8 (Germany), still playing
  99: IllyaRaytman (Germany), still playing
  100: Insignificent [2] (United Kingdom), still playing
  101: Iustinul [2] (Romania), still playing
  102: IvIaJlblw (Ukraine), still playing
  103: IvanMasterX [3] (Venezuela), still playing
  104: JJ2TakeAway [3] (Canada), still playing
  105: JanoCR3 (Brazil), still playing
  106: Jbdpozza (Brazil), still playing
  107: Jeppe_KOO (Finland), still playing
  108: Jh newton (Brazil), still playing
  109: Jimmyb3076 [2] (Ireland), still playing
  110: JoZe BoB (Brazil), still playing
  111: JockelsJohann [2] (Germany), still playing
  112: Joinci119 (Germany), still playing
  113: Joker4Ever84 (Switzerland), still playing
  114: Jud Kru [2] (Argentina), still playing
  115: Julianocerri (Brazil), still playing
  116: Kabouboul [2] (Morocco), still playing
  117: KevinK82 [2] (Ireland), still playing
  118: KingMarv361 (Germany), still playing
  119: Leandro P150 (Brazil), still playing
  120: Leepoker468 (Brazil), still playing
  121: Leo Franco97 (Brazil), still playing
  122: Leo Tom17 [2] (United Kingdom), still playing
  123: LeptonDOCORT [2] (Brazil), still playing
  124: Letmehaveit25 [3] (Denmark), still playing
  125: LittmannIgor (Austria), still playing
  126: Lozokosak [2] (Germany), still playing
  127: Lubo xx (Bulgaria), still playing
  128: LuckyUKDude (United Kingdom), still playing
  129: Lucramos96 (Brazil), still playing
  130: LuisHaaland (Brazil), still playing
  131: LuxManus (Brazil), still playing
  132: MCliffey (United Kingdom), still playing
  133: MFtonight [2] (Brazil), still playing
  134: MURICYTRI (Brazil), still playing
  135: Machidon7 [3] (Romania), still playing
  136: ManPower47 [3] (Finland), still playing
  137: Marinelord27 (Austria), still playing
  138: Marlb0r0 M4n [2] (Germany), still playing
  139: McLovin1308 (Austria), still playing
  140: Miss_Britta1978 [3] (Denmark), still playing
  141: Morroi (Brazil), still playing
  142: Mr. Pickles8 (Brazil), still playing
  143: MrDynamikos [2] (United Kingdom), still playing
  144: Mr_Marconi1893 (Switzerland), still playing
  145: NCANeto (Brazil), still playing
  146: NYUSICHKA (Belarus), still playing
  147: NarziiL (Belgium), still playing
  148: NebucadNeZZa420 [2] (Germany), still playing
  149: Neocortex_UA (Ukraine), still playing
  150: NineBe (Brazil), still playing
  151: NobOD31 (Switzerland), still playing
  152: NorBaggio (Hungary), still playing
  153: Nordstrom5 (Sweden), still playing
  154: NotHereFish (Brazil), still playing
  155: NotLikeThisq (Belarus), still playing
  156: OmpaPokerCat (Brazil), still playing
  157: OnishkaPlays (Ukraine), still playing
  158: OscarAlejandro (Mexico), still playing
  159: Otsat [2] (Finland), still playing
  160: Owl37451 (Estonia), still playing
  161: PHARAONSGOLD (Azerbaijan), still playing
  162: PMoulin [2] (Brazil), still playing
  163: PROdube (Canada), still playing
  164: PURPLECAR1 (United Kingdom), still playing
  165: ParTEETime73 (Canada), still playing
  166: PastorOsny (Brazil), still playing
  167: Paul Godin [3] (Canada), still playing
  168: Pdavillla (Brazil), still playing
  169: PeScAnOvA1 (United Kingdom), still playing
  170: Pikiniki ™ (Brazil), still playing
  171: PokerShark2356 [2] (United Kingdom), still playing
  172: PokerStar JL [3] (New Zealand), still playing
  173: PrepCard [2] (Sweden), still playing
  174: PulseChain1 (United Kingdom), still playing
  175: Pyanda7 (United Kingdom), still playing
  176: R. Sousa F. (Brazil), still playing
  177: R.Trenkova [3] (Bulgaria), still playing
  178: RIC_CWB (Brazil), still playing
  179: RTP_Neto [2] (Brazil), still playing
  180: R_Leote [3] (Brazil), still playing
  181: RamiresRange (Brazil), still playing
  182: Razrblad1 (Hungary), still playing
  183: Rb)bolov [2] (Belarus), still playing
  184: RiChileno (Chile), still playing
  185: Richard 2399 (Brazil), still playing
  186: Riper8 (Sweden), still playing
  187: RomiroxP (Brazil), still playing
  188: RonanAndreu (Brazil), still playing
  189: Ronfaso (Germany), still playing
  190: Rpfeitosa (Brazil), still playing
