PokerStars Tournament #3918744135, No Limit Hold'em
Buy-In: $3.02/$0.28 USD
666 players
Total Prize Pool: $5001.00 USD 
Tournament started 2025/08/18 17:05:00 BRT [2025/08/18 16:05:00 ET]

  1: -M M M- nro1 (Finland), still playing
  2: 0ld Painle$$ (Finland), still playing
  3: 17tomcat (Switzerland), still playing
  4: 1963neil [2] (United Kingdom), still playing
  5: 1FART1SSR (Ukraine), still playing
  6: 1Rolts1 (Estonia), still playing
  7: 4sharp (United Kingdom), still playing
  8: 8484R (Belgium), still playing
  9: 89mariocas89 (Ireland), still playing
  10: @PETERS67@ (Sweden), still playing
  11: AARazorSharp (United Kingdom), still playing
  12: AJordenA [2] (Belgium), still playing
  13: ALLinwitKK (United Kingdom), still playing
  14: AMAUTER (Ukraine), still playing
  15: AQUARIUSBILL (Greece), still playing
  16: AbsPokerKing (Brazil), still playing
  17: AcidBourne (Bulgaria), still playing
  18: Adisav (United Kingdom), still playing
  19: AgustinQQQQ (Argentina), still playing
  20: Aliaksandr144 (Belarus), still playing
  21: Alvaro1966 (Chile), still playing
  22: Amoian.uk (United Kingdom), still playing
  23: Amup88 [2] (Germany), still playing
  24: AndreMendes78 (Brazil), still playing
  25: AnonimousIam (Armenia), still playing
  26: BIELLSAMA (Brazil), still playing
  27: BOSTON.IF20/1 (Ukraine), still playing
  28: BUTTCHIN0707 (United Kingdom), still playing
  29: BaladeiroTV (Brazil), still playing
  30: Bankas37 (Greece), still playing
  31: Barny96 [2] (United Kingdom), still playing
  32: BastosPPP (Switzerland), still playing
  33: BautistaRIO (Argentina), still playing
  34: BeccaGrimes (Sweden), still playing
  35: BenjyC18 (United Kingdom), still playing
  36: Biohpsia (Brazil), still playing
  37: Bivense (Brazil), still playing
  38: Blake45645 (United Kingdom), still playing
  39: Bobsano [2] (Bulgaria), still playing
  40: Bogdibogdi25 (Romania), still playing
  41: BrunoAkQ [2] (Brazil), still playing
  42: BusinessTada (Brazil), still playing
  43: Butcherofblavi (Sweden), still playing
  44: Buying gf 2k (United Kingdom), still playing
  45: CAPILIN (Bolivia), still playing
  46: CP 02107 (Germany), still playing
  47: CaioSam09 (Brazil), still playing
  48: CallMeAve (Germany), still playing
  49: Camel_Golld (Ukraine), still playing
  50: Cebola948 (Brazil), still playing
  51: Cepillo (Argentina), still playing
  52: ChatterBoxRC24 (United Kingdom), still playing
  53: Coconlul (Romania), still playing
  54: ConfusedPenguin (United Kingdom), still playing
  55: Cr!T!cL (Germany), still playing
  56: D1EGOYL10 (Argentina), still playing
  57: DEVILHAIRCUT (Greece), still playing
  58: DIGOPONTES04 [2] (Brazil), still playing
  59: DOMPAULO22 (Brazil), still playing
  60: Damsbo2604 [2] (Denmark), still playing
  61: DaniBoti [2] (Brazil), still playing
  62: Danilochess0 (Brazil), still playing
  63: DarPun1 (Canada), still playing
  64: DeM0N_ZT (Ukraine), still playing
  65: Deas010 (Brazil), still playing
  66: Death Cruell [2] (Brazil), still playing
  67: DerAhlener22 (Malta), still playing
  68: DerGamingOpa (Germany), still playing
  69: DiMastodon (Brazil), still playing
  70: Diego 4i20 (Brazil), still playing
  71: Dinosaurie (Sweden), still playing
  72: Don Axyl (Greece), still playing
  73: Douk1989 (Greece), still playing
  74: DrPoita [2] (Brazil), still playing
  75: Drago3112 (Ukraine), still playing
  76: DuNiquele (Brazil), still playing
  77: EDU_CHAGOYA (Mexico), still playing
  78: EMonarch (Belarus), still playing
  79: Eduard0Felipe (Brazil), still playing
  80: El Baurero (Brazil), still playing
  81: ElTigr0 (Belgium), still playing
  82: El_Rey_Real (Ireland), still playing
  83: Eliovan (Brazil), still playing
  84: Elliot bror (Sweden), still playing
  85: EmbraBampot (United Kingdom), still playing
  86: Emylyan18 (Romania), still playing
  87: Enemy-Deimos (Germany), still playing
  88: EugeneShev (Ukraine), still playing
  89: FBC122 (Brazil), still playing
  90: FCSPFan77 (Germany), still playing
  91: FHavok (Brazil), still playing
  92: FJWPitt [2] (United Kingdom), still playing
  93: FastEdiddy [2] (Canada), still playing
  94: Fernandocuadros (Mexico), still playing
  95: Fifagaming98 (Germany), still playing
  96: FireShotz (United Kingdom), still playing
  97: Freeline67 (Argentina), still playing
  98: Fritoze (Brazil), still playing
  99: Gabitochan (Argentina), still playing
  100: Geronimo3791 (Canada), still playing
  101: GilmarGLR259 (Brazil), still playing
  102: Grottinho (Germany), still playing
  103: Gunterclem (United Kingdom), still playing
  104: Gut13shot12 (Greece), still playing
  105: HansiVRL (Greece), still playing
  106: HomieDV (Brazil), still playing
  107: HoyniXD (Faroe Islands), still playing
  108: IAMASCHINKEN (Austria), still playing
  109: IIDürerII (Hungary), still playing
  110: IQUE_SC37 (Brazil), still playing
  111: Ian_reg (Switzerland), still playing
  112: IgorLira (Brazil), still playing
  113: InfinityRT (Brazil), still playing
  114: Ivan 09 dgo (Mexico), still playing
  115: J.@LIV3IRA (United Kingdom), still playing
  116: JDiniz_BR (Brazil), still playing
  117: Jabba7805 (United Kingdom), still playing
  118: Jabrita1988 (Chile), still playing
  119: JakobsLadder (Mexico), still playing
  120: Jan33k (Slovenia), still playing
