PokerStars Tournament #3916850092, No Limit Hold'em
Buy-In: $9.80/$1.20 USD
2219 players
Total Prize Pool: $21746.20 USD 
Tournament started 2025/08/17 16:02:00 BRT [2025/08/17 15:02:00 ET]

  1: "TheRealMurph8" (United Kingdom), still playing
  2: $22$MANNARO$22$ (Malta), still playing
  3: $ammyBoy [2] (United Kingdom), still playing
  4: 100CACIFE (Brazil), still playing
  5: 10@Fazendeiro (Brazil), still playing
  6: 11ch3ster11 (Canada), still playing
  7: 17wimbo [2] (Belgium), still playing
  8: 1913_Gbr (Brazil), still playing
  9: 235795r (Brazil), still playing
  10: 4Kings_Hit [3] (United Kingdom), still playing
  11: 75krisz (Hungary), still playing
  12: 76198 (Slovakia), still playing
  13: 77 Maia (Brazil), still playing
  14: 88 edison 88 (Albania), still playing
  15: 88riddick88 (Hungary), still playing
  16: ABDOUL575 (Malta), still playing
  17: AKEVA85 [2] (Ireland), still playing
  18: APFOAA [2] (Brazil), still playing
  19: APaviani (Brazil), still playing
  20: ARHINJO (Belarus), still playing
  21: AceKicker_19 [2] (Canada), still playing
  22: AdaltoJrBR (Brazil), still playing
  23: Adisav (United Kingdom), still playing
  24: Alex Shepel (Mexico), still playing
  25: Ali Tajunta (Finland), still playing
  26: Almi87 (Austria), still playing
  27: Amiralsanji (Sweden), still playing
  28: AnDomChia (Switzerland), still playing
  29: AndreyH96 (Brazil), still playing
  30: Andssu10 (Brazil), still playing
  31: Angel_bill5 (Brazil), still playing
  32: AngryVorteX (Brazil), still playing
  33: AntJakson [2] (Estonia), still playing
  34: Antunes Gaa (Brazil), still playing
  35: ApocheliuS [2] (Austria), still playing
  36: ArtiniShivilsky (Brazil), still playing
  37: BOLIS_CTBA (Brazil), still playing
  38: Badinho1989 (Brazil), still playing
  39: Bantamania [2] (United Kingdom), still playing
  40: BejausmisPN (Lithuania), still playing
  41: Benfica10 (Canada), still playing
  42: Benj668 (Slovenia), still playing
  43: Benson7-11 (United Kingdom), still playing
  44: Beslikcan [2] (Germany), still playing
  45: Beto Macedo CCH (Brazil), still playing
  46: BielEmydio (Brazil), still playing
  47: BigDawg1400 (Brazil), still playing
  48: Bigdanne55 (Sweden), still playing
  49: Bindastico (Brazil), still playing
  50: Biscalchinnn (Brazil), still playing
  51: BluffU3000 (Canada), still playing
  52: Bob4051 (Switzerland), still playing
  53: Boka1995Zika (Brazil), still playing
  54: Brauliocsp (Brazil), still playing
  55: Breckmann95 [2] (Faroe Islands), still playing
  56: Brenii94 (Brazil), still playing
  57: BrunaL100 (Brazil), still playing
  58: BrunoFillipy (Brazil), still playing
  59: ButterMeBaby [2] (Austria), still playing
  60: Casaum (Brazil), still playing
  61: ChavesVila (Brazil), still playing
  62: Chromagnon (Sweden), still playing
  63: Chroonic (Brazil), still playing
  64: Clement9293 (United Kingdom), still playing
  65: Coringahan [2] (Brazil), still playing
  66: Cras76 (Germany), still playing
  67: CryMeARiver369 (Brazil), still playing
  68: Cutiecorn (Finland), still playing
  69: D PitcherAK [3] (Canada), still playing
  70: D0nkeyface (United Kingdom), still playing
  71: DEERV (Brazil), still playing
  72: DSantanna87 (Brazil), still playing
  73: Dane4ka555 [2] (Ukraine), still playing
  74: Dark Wiper [2] (Lithuania), still playing
  75: Dawesy11 (United Kingdom), still playing
  76: Deadpool7620 [2] (Denmark), still playing
  77: Demiciaano [2] (Brazil), still playing
  78: DevineAkua2023 [3] (Mexico), still playing
  79: Digo1407 (Brazil), still playing
  80: Diogo D.G.W (Brazil), still playing
  81: DirtyDonkey514 (Canada), still playing
  82: Dovis0515 (Lithuania), still playing
  83: DrPoita (Brazil), still playing
  84: Draga330 [2] (Luxembourg), still playing
  85: Driftoid (Austria), still playing
  86: Dudu 1054 (Brazil), still playing
  87: Durgolias [2] (Switzerland), still playing
  88: DustinK197 (Austria), still playing
  89: EZQUISS (Brazil), still playing
  90: Eazy Monroe (Germany), still playing
  91: Edgarbetgo (Brazil), still playing
  92: Edzus89 (Latvia), still playing
  93: El_Vzla (Chile), still playing
  94: Eliedsonstar [2] (Brazil), still playing
  95: Elpochoclero (Argentina), still playing
  96: Emersonzz12 (Brazil), still playing
  97: Engastamento (Brazil), still playing
  98: EoghanO96 (Ireland), still playing
  99: Explacet (Switzerland), still playing
  100: FJWPitt (United Kingdom), still playing
  101: FSCDM (Brazil), still playing
  102: FSamaral14 (Brazil), still playing
  103: FaceRolly (Romania), still playing
  104: FastEdiddy (Canada), still playing
  105: Felipe688 (Brazil), still playing
  106: FlaMartini (Brazil), still playing
  107: FlavioDuraes (Brazil), still playing
  108: Flipmuss (United Kingdom), still playing
  109: FlávioLimão [2] (Brazil), still playing
  110: FmoraesP (Brazil), still playing
  111: FoRm4T (Brazil), still playing
  112: Gabee Gato (Brazil), still playing
  113: Gamb4zinho (Brazil), still playing
  114: GenteFina93 [2] (Brazil), still playing
  115: GeovanniReal [2] (Brazil), still playing
  116: Gerra_up [3] (Thailand), still playing
  117: Gerzah14 [2] (Argentina), still playing
  118: Giant Dregg (Brazil), still playing
  119: Glube (Brazil), still playing
  120: GoiaBaPro (Brazil), still playing
  121: Gostweb (Belarus), still playing
  122: Guerreiro412 (Brazil), still playing
  123: Guga970001 [2] (Luxembourg), still playing
  124: Gui_Campos90 (Brazil), still playing
  125: Guiga_Eller (Brazil), still playing
  126: GunterTsr [3] (Brazil), still playing
  127: GustavoWSOP (Brazil), still playing
  128: Hangoover9 (Sweden), still playing
  129: HeySunGod [2] (Greece), still playing
  130: Hijodelmare (Brazil), still playing
  131: Horlicks68 [2] (United Kingdom), still playing
  132: Hshoiti (Brazil), still playing
  133: Huegelkoenig (Germany), still playing
  134: HugoFabri (Brazil), still playing
  135: Hulkyyyy [3] (Romania), still playing
  136: IIIIIiJIEBOi (Ukraine), still playing
  137: IvoCongonhas (Brazil), still playing
  138: J0rd4OOO (Brazil), still playing
  139: JJ2TakeAway (Canada), still playing
  140: JJDrAAgon [2] (United Kingdom), still playing
  141: JMorales66 (Costa Rica), still playing
  142: JRuiJr [2] (Brazil), still playing
  143: James271993 (United Kingdom), still playing
  144: Jawsbest (Ireland), still playing
  145: JefersonBonfim (Brazil), still playing
  146: JesseOjala (Finland), still playing
  147: Jo8ip (Austria), still playing
  148: Jokrq (Brazil), still playing
  149: Jonnnyxd (Brazil), still playing
  150: Josquin123 (Mexico), still playing
  151: Juchem1006 [2] (Brazil), still playing
  152: JvS006 (Brazil), still playing
  153: KEKODAVI8888 (Brazil), still playing
  154: KOPELOWICZ (Brazil), still playing
  155: Karel Thor (Brazil), still playing
  156: Ketamine2801 (Romania), still playing
  157: Ko1ya777 [2] (Thailand), still playing
  158: L.OliveiraSP (Brazil), still playing
  159: L3VI_7X (Slovakia), still playing
  160: LDR2K17 (Germany), still playing
  161: LLSel (United Kingdom), still playing
  162: Laa_longo (Brazil), still playing
  163: LaurisL91 [2] (Lithuania), still playing
  164: LeA_202 (Argentina), still playing
  165: Legacy204 (Canada), still playing
  166: Leleco67 (Brazil), still playing
  167: Lindus89 (Germany), still playing
  168: Linha EA (Brazil), still playing
  169: LouisFe (Brazil), still playing
  170: LuanFunarii (Brazil), still playing
  171: LucasMasala (Brazil), still playing
  172: LuisFelipeBR (Brazil), still playing
  173: M. Greiner (Brazil), still playing
  174: M4rcki (Denmark), still playing
  175: MARIN_BL (Brazil), still playing
  176: Machidon7 (Romania), still playing
  177: Madeuz1n (Brazil), still playing
  178: Magic Netto (Brazil), still playing
  179: MagrAoFoz96 (Brazil), still playing
  180: Mahalael (Brazil), still playing
  181: Malth Stars (Brazil), still playing
  182: ManPower47 [3] (Finland), still playing
  183: Mantastika [3] (Lithuania), still playing
  184: Marcos.20107 (Brazil), still playing
  185: Marinelord27 (Austria), still playing
  186: Mariuoos [2] (Ireland), still playing
  187: Martyskus [3] (Lithuania), still playing
  188: Massai23 (Germany), still playing
  189: Massey_Crush [2] (United Kingdom), still playing
  190: MatMesq (Brazil), still playing
  191: MathausManf (Brazil), still playing
  192: Mazz Mazzini (Brazil), still playing
  193: Mcasper72 (Germany), still playing
  194: Mertz18 [2] (Denmark), still playing
  195: Miauzão (Brazil), still playing
  196: Midders21222 [2] (United Kingdom), still playing
  197: MizCool28 (Germany), still playing
  198: MrTrity (Vietnam), still playing
  199: Mtspker (Brazil), still playing
  200: Mulkvisti (Finland), still playing
  201: NIGHTYEE [3] (Germany), still playing
  202: Nachito0507 (Argentina), still playing
  203: Nafrob (Germany), still playing
  204: NebucadNeZZa420 [2] (Germany), still playing
  205: Neto_Peruzzo [2] (Brazil), still playing
  206: NineBe (Brazil), still playing
  207: NjoyURLife (Canada), still playing
  208: NoWay7777777 (Ukraine), still playing
  209: NotHereFish (Brazil), still playing
  210: PHSCardoso [2] (Brazil), still playing
  211: Pachekowski (Brazil), still playing
  212: Paje1803 (Brazil), still playing
  213: Pandamon7 (Brazil), still playing
  214: PansaRN [2] (Brazil), still playing
  215: Pasilaitis24 (Ireland), still playing
  216: Patriani (Brazil), still playing
  217: Pikiniki ™ (Brazil), still playing
  218: Pinte86 (Germany), still playing
  219: Poker Curvelo (Brazil), still playing
  220: Polowak (Switzerland), still playing
  221: Porto.rgp (Brazil), still playing
  222: Pumba FM (Brazil), still playing
  223: Pånani (Sweden), still playing
  224: RIFTDOMINATOR73 (Sweden), still playing
  225: RRONNEY [2] (Brazil), still playing
  226: RRoleto (Brazil), still playing
  227: R_Detros (Brazil), still playing
  228: RealRastar (Mexico), still playing
  229: Rebitado (Brazil), still playing
  230: RedJohn333 [2] (United Kingdom), still playing
  231: Reimon100 (Brazil), still playing
  232: Reynolds0709 [3] (Mexico), still playing
  233: Rodni4ok412 (Belarus), still playing
  234: Rodrigo_PSta [2] (Brazil), still playing
  235: Rodrigoxd12 (Brazil), still playing
  236: Rowlie23 (United Kingdom), still playing
  237: RozTheRipper (United Kingdom), still playing
  238: Rpet43 (Brazil), still playing
  239: RuSa13kh (Ukraine), still playing
  240: RyanW20 (United Kingdom), still playing
  241: R£SILI£NC£ (Brazil), still playing
  242: SBGM8 (Switzerland), still playing
  243: SOT Pacoca [2] (Brazil), still playing
  244: SPFC0409 (Brazil), still playing
  245: STEROIDhulk (Finland), still playing
  246: STom703 [2] (United Kingdom), still playing
  247: Saedin1 (Argentina), still playing
  248: Shandownsker [2] (Brazil), still playing
  249: Sheamus_BR (Brazil), still playing
  250: Sherman.Zab (Argentina), still playing
  251: Skipijslv (Latvia), still playing
  252: Skorghil (Brazil), still playing
  253: Slay66 (Canada), still playing
  254: SmokinPhil85 (Germany), still playing
