PokerStars Tournament #3918386818, No Limit Hold'em
Buy-In: $6.69/$0.81 USD
1144 players
Total Prize Pool: $3763.76 USD 
Tournament started 2025/08/17 16:30:00 BRT [2025/08/17 15:30:00 ET]

  1: *1974N0B (Argentina), still playing
  2: 007jogabem (Brazil), still playing
  3: 0Eisprinzessin0 (Germany), still playing
  4: 5168421421 (Kazakhstan), still playing
  5: 6S6S (Switzerland), still playing
  6: AAndrezinhoLE02 (Brazil), still playing
  7: AKTononAK (Brazil), still playing
  8: APaviani [2] (Brazil), still playing
  9: ARISTOTEL300 (Ukraine), still playing
  10: AdaltoJrBR (Brazil), still playing
  11: Albo2986 (United Kingdom), still playing
  12: AlekseiNorel (Ukraine), still playing
  13: Aletota14 (Brazil), still playing
  14: Alutis [3] (Thailand), still playing
  15: Andreronei [2] (Brazil), still playing
  16: Andssu10 [2] (Brazil), still playing
  17: Angelskaya8 [2] (Indonesia), still playing
  18: AntenorN (Brazil), still playing
  19: AsbestosInferno (United Kingdom), still playing
  20: BCarneiro 86 (Brazil), still playing
  21: Batistu10 (Brazil), still playing
  22: Benny130291 (Germany), still playing
  23: BigZou (Canada), still playing
  24: Biscalchinnn (Brazil), still playing
  25: BobbieG1 (United Kingdom), still playing
  26: Boobslap [2] (Venezuela), still playing
  27: Brenii94 (Brazil), still playing
  28: Briz333 (Kazakhstan), still playing
  29: BrunoMTA2 (Brazil), still playing
  30: BrunoShelbey (Brazil), still playing
  31: CASAuNOVA (Germany), still playing
  32: CIBRIANMC1 (Mexico), still playing
  33: Celo Fera 10 [2] (Brazil), still playing
  34: Chuurk (Brazil), still playing
  35: Cleiton V. [2] (Brazil), still playing
  36: Coast98 (Brazil), still playing
  37: Cold_call96 (Ukraine), still playing
  38: Cralupoo [2] (Switzerland), still playing
  39: Craneo WarZ (Chile), still playing
  40: Curlyboy257 (Canada), still playing
  41: D PitcherAK (Canada), still playing
  42: D1EGOYL10 (Argentina), still playing
  43: DIOGDEB [3] (Luxembourg), still playing
  44: DUFF MAN899 [2] (Brazil), still playing
  45: Davferca [2] (Costa Rica), still playing
  46: Davidkohi (Sweden), still playing
  47: DieRafa888 (Brazil), still playing
  48: Diovisan (Brazil), still playing
  49: DiowTrader (Brazil), still playing
  50: DjMarcelouzz (Argentina), still playing
  51: Dog1404 (Brazil), still playing
  52: DomPav2 (Slovenia), still playing
  53: Domingues1997 (Brazil), still playing
  54: Dr Death466 (United Kingdom), still playing
  55: DrKrronos (United Kingdom), still playing
  56: EMERSON186 (Brazil), still playing
  57: El Neto32 (Argentina), still playing
  58: EltonSilva2728 (Brazil), still playing
  59: Ernie195970 (Ireland), still playing
  60: Ervyn0124 (United Kingdom), still playing
  61: ExG_Dan (Brazil), still playing
  62: FastEdiddy (Canada), still playing
  63: Fisharley (Brazil), still playing
  64: FumaçaZN17 (Brazil), still playing
  65: GGGreger86 [2] (Sweden), still playing
  66: GMP84 (Brazil), still playing
  67: GabrielBamm (Brazil), still playing
  68: Gavnbird (United Kingdom), still playing
  69: Gcasgcas731 (United Kingdom), still playing
  70: Ghosst-11 [2] (Argentina), still playing
  71: Gipzinho (Brazil), still playing
  72: Giraardii! (Brazil), still playing
  73: Gooner1771 (Sweden), still playing
  74: Gui_Campos90 (Brazil), still playing
  75: Guns_SM [2] (Brazil), still playing
  76: Gustshot (Brazil), still playing
  77: Gut0 Machado (Brazil), still playing
  78: H1gHL1GhT (Germany), still playing
  79: HLIASZ (Greece), still playing
  80: Hefesto93 (Brazil), still playing
  81: Heisenberg20202 (United Kingdom), still playing
  82: Here4Trades (Uruguay), still playing
  83: Hmaia788 (Brazil), still playing
  84: HoyniXD (Faroe Islands), still playing
  85: Hshoiti (Brazil), still playing
  86: Hunting Glory (United Kingdom), still playing
  87: IvoCongonhas (Brazil), still playing
  88: JakobsLadder (Mexico), still playing
  89: Jamyson1 (Brazil), still playing
  90: JanickoUkrop (Slovakia), still playing
  91: JapaSawada (Brazil), still playing
  92: JhElias1993 (Brazil), still playing
  93: JoaoLucas (Brazil), still playing
  94: Julianocerri (Brazil), still playing
  95: Júnior4321 (Brazil), still playing
  96: KOPELOWICZ (Brazil), still playing
  97: KRITMAN33 (Greece), still playing
  98: Kari7721 (Ukraine), still playing
  99: Kristof87 (Belgium), still playing
  100: L1ATE (United Kingdom), still playing
  101: LShark1990 (Ireland), still playing
  102: LauroDeaG (Switzerland), still playing
  103: LeggaNaggis (Germany), still playing
  104: Lewis070299 (United Kingdom), still playing
  105: LipeO13_SurFF (Brazil), still playing
  106: Lollipops88 (United Kingdom), still playing
  107: LucasKaueDzi (Brazil), still playing
  108: LuxManus (Brazil), still playing
  109: Léopolina10 [2] (Brazil), still playing
  110: MARIN_BL (Brazil), still playing
  111: MARLONDK100 (Brazil), still playing
  112: MLKdosHITS (Brazil), still playing
  113: MTEUSAMPAIO (Brazil), still playing
  114: MarcosAguiar31 (Brazil), still playing
  115: MarkEney (Ukraine), still playing
  116: Maslannn (Ukraine), still playing
  117: MayVik89 (Ukraine), still playing
  118: Maykeu11 (Brazil), still playing
  119: Meianoite sena (Brazil), still playing
  120: MelonSt (Brazil), still playing
  121: Metalzeiros (Brazil), still playing
  122: Miichupa (Brazil), still playing
  123: Mizael nishi (Brazil), still playing
  124: MnsJunior (Brazil), still playing
  125: NICOKA2502 (Chile), still playing
  126: Nadel1411 (Germany), still playing
  127: Negidnyk (Ukraine), still playing
  128: Nelson Saenz (Brazil), still playing
  129: Nesamovytyj (Ukraine), still playing
  130: Nevulax (Chile), still playing
  131: NiketinM (Finland), still playing
  132: NineBe [2] (Brazil), still playing
  133: OnishkaPlays (Ukraine), still playing
  134: PHSCardoso (Brazil), still playing
  135: PadBol (Ireland), still playing
  136: PansaRN (Brazil), still playing
  137: Pasha iceman (Ukraine), still playing
  138: PastorOsny (Brazil), still playing
  139: Pedro Enr751 [2] (Brazil), still playing
  140: PlinioFerraz [2] (Brazil), still playing
  141: PucciZim (Brazil), still playing
  142: Pumba FM [2] (Brazil), still playing
  143: R. Sousa F. (Brazil), still playing
  144: RHAWWWW (Brazil), still playing
  145: ROYS1k (Belarus), still playing
  146: RRONNEY (Brazil), still playing
  147: Ramellzee [3] (United Kingdom), still playing
  148: Ramonbento22 (Brazil), still playing
  149: RibaDrakon (Ukraine), still playing
  150: RobEraman (Ukraine), still playing
  151: Roquevdd [3] (Brazil), still playing
  152: RyanW20 (United Kingdom), still playing
  153: SHENG082 (Japan), still playing
  154: Salfran (Argentina), still playing
  155: SchweppZ21 (Germany), still playing
  156: Sendy519 (Belarus), still playing
  157: Shandownsker (Brazil), still playing
  158: ShelbyIzi (Lithuania), still playing
  159: ShincoUA (Ukraine), still playing
  160: Shmortc [2] (Bulgaria), still playing
  161: Shuniti (Brazil), still playing
  162: Shyon22 (Brazil), still playing
  163: Sintija99 (Latvia), still playing
  164: SpecTre/F (Brazil), still playing
  165: Stas_Karas_911 (Belarus), still playing
  166: SteelPulseBR (Brazil), still playing
  167: T. Bonfim [2] (Brazil), still playing
  168: TME316 (Canada), still playing
  169: TOoFT (Switzerland), still playing
  170: The Juje (Argentina), still playing
  171: TheSential (United Kingdom), still playing
  172: Tibiano2 [2] (Brazil), still playing
  173: TitoSanJoanes (Brazil), still playing
  174: Torino45 (Switzerland), still playing
  175: VegasFirst55 (United Kingdom), still playing
  176: Vevezo (Belarus), still playing
  177: Vitinh0 (Brazil), still playing
  178: WPTdibby (Canada), still playing
  179: ZAMEZ94 (Kazakhstan), still playing
  180: aMONSTERn (Austria), still playing
  181: adrianoup (Brazil), still playing
  182: adywy81 [3] (Jersey), still playing
  183: afrfernan692 (Brazil), still playing
  184: aigarsjac [2] (Latvia), still playing
  185: alexdaas (Belarus), still playing
  186: allann017 (Brazil), still playing
  187: am3ise (Germany), still playing
  188: anauderino (Brazil), still playing
  189: anazoran1958 (Austria), still playing
  190: anti5ive (United Kingdom), still playing
  191: apollonas11 [2] (Greece), still playing
  192: arrozsolto (Brazil), still playing
  193: badlady2011 [2] (Germany), still playing
  194: bahhfreitas (Brazil), still playing
  195: banderinha (Brazil), still playing
  196: baromik (Uzbekistan), still playing
  197: barsa1981 (Kazakhstan), still playing
  198: beento1938 (Brazil), still playing
  199: bferreira72 (Brazil), still playing
  200: blocatelli1 (Brazil), still playing
  201: blufer120 (Brazil), still playing
  202: bogusia966 (Belgium), still playing
  203: bradly72 (Ireland), still playing
  204: brat1244 (Kazakhstan), still playing
  205: brunumartins (Brazil), still playing
  206: bsbwilsonbsb [2] (Brazil), still playing
  207: buenosaires13 (Brazil), still playing
  208: bulwar11 (Bulgaria), still playing
  209: caio_pimenta (Brazil), still playing
  210: caiquepoker28 (Brazil), still playing
  211: carlos jaca (Brazil), still playing
  212: cebolinha_rs (Brazil), still playing
  213: chefia4500 (Brazil), still playing
  214: chpkn (Ukraine), still playing
  215: collers (Slovenia), still playing
  216: coto1995 (Argentina), still playing
  217: cusirc (Argentina), still playing
  218: cws33 [3] (Brazil), still playing
  219: dali chow (Canada), still playing
  220: dallaolala2 (Canada), still playing
  221: dido9944547 [2] (Bulgaria), still playing
  222: digasdfr (Brazil), still playing
  223: drakonas84 (Ireland), still playing
  224: dsgnuts (Brazil), still playing
  225: ducabi (Brazil), still playing
  226: dudalusa (Brazil), still playing
  227: dukadix [2] (Brazil), still playing
  228: dupiva (Brazil), still playing
  229: exp.vinicius (Brazil), still playing
  230: fabisks2 (Brazil), still playing
  231: facalicchio (Brazil), still playing
  232: fafinharj (Brazil), still playing
  233: falcao420 (Brazil), still playing
  234: fazeeox (United Kingdom), still playing
  235: felipecco [2] (Brazil), still playing
  236: fer_rinald (Brazil), still playing
  237: fischfresse5682 (Germany), still playing
  238: fishgold15 (Argentina), still playing
  239: fr4wtz (Brazil), still playing
  240: geni580 (Brazil), still playing
  241: gera266 (Mexico), still playing
  242: gladiado408 (Brazil), still playing
  243: gliga86 (Romania), still playing
  244: gota06 (Brazil), still playing
  245: grituc [2] (Moldova), still playing
  246: guime20 (Brazil), still playing
  247: gukpt1085 (United Kingdom), still playing
  248: hartiedd1 (Austria), still playing
  249: hayashi12 (Brazil), still playing
  250: hoekstra56 (Canada), still playing
  251: iSHRxViny (Brazil), still playing
  252: igor okumura (Japan), still playing
  253: iguim_br [2] (Brazil), still playing
  254: israxe (Brazil), still playing
  255: jason873 (Brazil), still playing
  256: jeff suricat [2] (Brazil), still playing
  257: joaoluizsfier (Brazil), still playing
  258: joelallemann (Switzerland), still playing
  259: juanM@__1717 [2] (Mexico), still playing
  260: jubilantjay [2] (United Kingdom), still playing
  261: jutinho2.0 (Germany), still playing
  262: juñior75 (Mexico), still playing
  263: jvitorgoncalves (Brazil), still playing
  264: kabeção-kayo (Brazil), still playing
  265: kachok84 (Belarus), still playing
  266: kanabal18 [3] (United Kingdom), still playing
  267: karimboAA (Argentina), still playing
  268: kaserne (Germany), still playing
  269: kblo7 (Brazil), still playing
  270: kerol85 (Brazil), still playing
